neuron_id,source,group,exclusive,n_points,n_points_within_10um,frac_points_within_10um,n_points_within_20um,frac_points_within_20um
2135408892,EM,dense,True,9573,25,0.0026115115428810196,218,0.02277238065392249
267551639,EM,dense,True,11102,184,0.016573590344082147,259,0.023329129886506934
294436967,EM,dense,True,35686,134,0.003754973939359973,164,0.00459563974667937
296139882,EM,dense,True,47186,326,0.006908828889924978,548,0.011613614207603951
296543992,EM,dense,False,11656,124,0.010638297872340425,175,0.01501372683596431
297230760,EM,dense,True,34925,199,0.0056979241231209735,262,0.007501789549033643
297251714,EM,dense,True,43537,276,0.006339435422743873,1358,0.031191859797413693
297580589,EM,dense,True,12091,242,0.020014887106111986,1599,0.13224712596145893
297917475,EM,dense,True,13818,87,0.006296135475466783,116,0.008394847300622376
297925608,EM,dense,True,28217,251,0.00889534677676578,514,0.01821596909664387
298214577,EM,dense,True,9453,80,0.008462921823759652,113,0.01195387707606051
298254384,EM,dense,True,24747,297,0.012001454721784459,563,0.02275023235139613
298258399,EM,dense,True,12070,97,0.008036454018227009,369,0.030571665285832644
298258611,EM,dense,True,30290,192,0.006338725652030373,344,0.011356883459887751
298595394,EM,dense,True,4763,168,0.03527188746588285,700,0.14696619777451186
298603730,EM,dense,True,8601,23,0.002674107661899779,50,0.005813277525869085
298612190,EM,dense,True,17212,233,0.013537067162444806,249,0.014466651173599814
326817334,EM,dense,True,6942,338,0.04868913857677903,1335,0.19230769230769232
327499164,EM,dense,True,25129,186,0.007401806677543874,473,0.018822873970313184
327937328,EM,dense,True,8541,118,0.013815712445849433,492,0.05760449596066034
328265389,EM,dense,True,14515,360,0.02480192903892525,2022,0.1393041681019635
328533761,EM,dense,True,32974,49,0.0014860192879238188,66,0.0020015770000606538
328546871,EM,dense,True,10549,75,0.007109678642525358,92,0.008721205801497772
328601956,EM,dense,True,6691,275,0.04109998505455089,1476,0.22059482887460768
