neuron_id,group,region_1,region_2,vox_1,vox_2,vox_neuropil,vox_total,vox_other,other_frac,share_1_total,share_2_total,share_12_total,side_1,side_2,side_share_1_total,side_share_2_total,top2_sides_same_region,region_pair
Trh-M-300071,dense,fb_6,dfp_5,20266.0,13151.0,40799.0,49239.0,8440.0,0.17140884258413047,0.4115843132476289,0.2670850342208412,0.6786693474684701,dfp_5_r,fb_6_r,0.2670850342208412,0.22892422673084345,False,dfp_5 + fb_6
Trh-M-300138,dense,fb_6,dfp_5,13669.0,10730.0,30795.0,39676.0,8881.0,0.2238380885169876,0.34451557616695233,0.2704405686057062,0.6149561447726586,dfp_5_r,fb_6_r,0.2704405686057062,0.1834862385321101,False,dfp_5 + fb_6
Trh-M-300140,dense,fb_6,dfp_5,19286.0,12399.0,36214.0,47218.0,11004.0,0.23304671947138803,0.40844593163624043,0.262590537506883,0.6710364691431234,dfp_5_r,fb_6_l,0.262590537506883,0.20744207717395907,False,dfp_5 + fb_6
Trh-M-400023,dense,fb_6,dfp_5,9160.0,6904.0,23444.0,31983.0,8539.0,0.2669855860926117,0.2864021511427946,0.21586467811024607,0.5022668292530407,dfp_5_r,fb_6_r,0.21586467811024607,0.15201825970046587,False,dfp_5 + fb_6
Trh-M-400052,dense,fb_6,dfp_5,16988.0,11365.0,33550.0,42222.0,8672.0,0.20539055468712994,0.4023494860499266,0.26917246932878597,0.6715219553787125,dfp_5_r,fb_6_r,0.26917246932878597,0.21138269148784994,False,dfp_5 + fb_6
Trh-M-400110,dense,fb_6,dfp_5,14391.0,10770.0,33896.0,43707.0,9811.0,0.22447205253163108,0.3292607591461322,0.24641361795593383,0.575674377102066,dfp_5_r,fb_6_r,0.24641361795593383,0.18765872743496465,False,dfp_5 + fb_6
Trh-M-400131,dense,fb_6,dfp_5,13770.0,7017.0,29914.0,40602.0,10688.0,0.26323826412491996,0.33914585488399585,0.17282399881779223,0.511969853701788,dfp_5_r,fb_6_r,0.17282399881779223,0.17270085217476971,False,dfp_5 + fb_6
Trh-M-500163,dense,dfp_5,mb_4,13712.0,1291.0,15101.0,20003.0,4902.0,0.24506324051392292,0.6854971754236865,0.06454031895215717,0.7500374943758437,dfp_5_r,mb_4_r,0.6854971754236865,0.06454031895215717,False,dfp_5 + mb_4
Trh-M-700039,dense,spp_20,dlp_23,33148.0,31952.0,118992.0,143356.0,24364.0,0.1699545188202796,0.23122854990373615,0.22288568319428556,0.45411423309802174,spp_20_r,dlp_23_r,0.23122854990373615,0.22288568319428556,False,dlp_23 + spp_20
VGlut-F-000016,dense,vlp_21,dlp_23,221397.0,2767.0,226410.0,236731.0,10321.0,0.04359800786546755,0.9352260582686678,0.011688372034080876,0.9469144303027487,vlp_21_r,dlp_23_r,0.9352260582686678,0.011688372034080876,False,dlp_23 + vlp_21
VGlut-F-000111,dense,vlp_21,spp_20,114900.0,15075.0,148579.0,159648.0,11069.0,0.06933378432551614,0.7197083583884546,0.09442648827420325,0.8141348466626579,vlp_21_r,spp_20_r,0.7195893465624373,0.06510573261174583,False,spp_20 + vlp_21
VGlut-F-000158,dense,dlp_23,idlp_24,70027.0,12366.0,95509.0,104291.0,8782.0,0.08420669089374921,0.671457748031949,0.1185720723744139,0.7900298204063629,dlp_23_r,idlp_24_r,0.671457748031949,0.1185720723744139,False,dlp_23 + idlp_24
VGlut-F-000177,dense,vlp_21,dlp_23,40846.0,23444.0,73867.0,78640.0,4773.0,0.06069430315361139,0.5194048830111903,0.298118006103764,0.8175228891149542,vlp_21_r,dlp_23_r,0.5194048830111903,0.298118006103764,False,dlp_23 + vlp_21
VGlut-F-000303,dense,dlp_23,spp_20,37766.0,18916.0,128374.0,147643.0,19269.0,0.13051075906070725,0.2557926891217328,0.12811985668131912,0.38391254580305195,dlp_23_r,spp_20_r,0.2557926891217328,0.12811985668131912,False,dlp_23 + spp_20
VGlut-F-000463,dense,al_3,pan_11,53735.0,7124.0,81923.0,98333.0,16410.0,0.16688192163363266,0.5464594795236594,0.07244770321255327,0.6189071827362127,al_3_r,pan_11_r,0.5464594795236594,0.07244770321255327,False,al_3 + pan_11
VGlut-F-000556,dense,dmp_10,ccp_16,39366.0,7616.0,62853.0,75994.0,13141.0,0.17292154643787666,0.5180145800984288,0.10021843829776035,0.6182330183961892,dmp_10_r,spp_20_r,0.5133036818696213,0.09703397636655525,False,ccp_16 + dmp_10
VGlut-F-100002,dense,al_3,vmp_15,25351.0,22840.0,118473.0,145385.0,26912.0,0.185108505003955,0.1743714963717027,0.15710011349176325,0.33147160986346597,al_3_r,vmp_15_r,0.1743714963717027,0.15710011349176325,False,al_3 + vmp_15
VGlut-F-100003,dense,al_3,ms_12,67453.0,19461.0,129175.0,163796.0,34621.0,0.21136657793841118,0.4118110332364649,0.11881242521184888,0.5306234584483137,al_3_r,ms_12_r,0.3896310044201324,0.06963540013187135,False,al_3 + ms_12
VGlut-F-100035,dense,spp_20,dfp_5,23185.0,20343.0,102052.0,116353.0,14301.0,0.12291045353364331,0.19926430775313056,0.17483863759421758,0.37410294534734817,spp_20_r,dfp_5_r,0.19926430775313056,0.14820417178757747,False,dfp_5 + spp_20
VGlut-F-100125,dense,vlp_21,dlp_23,105470.0,23953.0,163642.0,173564.0,9922.0,0.05716623262888618,0.6076720979004863,0.13800672950611878,0.7456788274066051,vlp_21_r,dlp_23_r,0.5986667742158512,0.13800672950611878,False,dlp_23 + vlp_21
VGlut-F-200036,dense,vlp_21,dmp_10,61430.0,41595.0,133262.0,151001.0,17739.0,0.11747604320501188,0.4068184978907424,0.27546175190892774,0.6822802497996702,vlp_21_r,dmp_10_r,0.4068184978907424,0.27546175190892774,False,dmp_10 + vlp_21
VGlut-F-200062,dense,dfp_5,dlp_23,104998.0,65775.0,214364.0,251787.0,37423.0,0.1486295956502917,0.4170112039144197,0.2612327085989348,0.6782439125133546,dfp_5_r,dlp_23_r,0.4170112039144197,0.2612327085989348,False,dfp_5 + dlp_23
VGlut-F-200143,dense,dlp_23,idlp_24,80631.0,16910.0,119364.0,129205.0,9841.0,0.07616578305793119,0.6240547966409968,0.13087728803064896,0.7549320846716459,dlp_23_r,idlp_24_r,0.6159436554312914,0.12049843272319183,False,dlp_23 + idlp_24
VGlut-F-200251,dense,dfp_5,mb_4,142403.0,22331.0,198265.0,226507.0,28242.0,0.1246848883257471,0.6286913870211517,0.09858856459182277,0.7272799516129744,dfp_5_r,dfp_5_l,0.38526403157518313,0.24342735544596855,True,dfp_5 + mb_4
VGlut-F-200319,dense,lh_25,dlp_23,57306.0,15167.0,84300.0,93538.0,9238.0,0.09876200047039706,0.6126494045200881,0.16214800401975668,0.7747974085398448,lh_25_r,dlp_23_r,0.6126494045200881,0.16214800401975668,False,dlp_23 + lh_25
VGlut-F-200392,dense,vlp_21,lh_25,98924.0,21323.0,127103.0,135937.0,8834.0,0.06498598615535138,0.7277194582784672,0.15685942752892884,0.8845788858073961,vlp_21_r,lh_25_r,0.7277194582784672,0.15685942752892884,False,lh_25 + vlp_21
VGlut-F-200459,dense,dlp_23,ccp_16,26633.0,10057.0,82159.0,94237.0,12078.0,0.12816621921326019,0.2826172310239078,0.10672029033182295,0.38933752135573074,dlp_23_r,lh_25_r,0.2826172310239078,0.10562730137843947,False,ccp_16 + dlp_23
VGlut-F-300438,dense,dlp_23,lh_25,29153.0,17333.0,72772.0,80854.0,8082.0,0.0999579488955401,0.3605634847997625,0.21437405694214262,0.5749375417419051,dlp_23_r,lh_25_r,0.3605634847997625,0.21437405694214262,False,dlp_23 + lh_25
VGlut-F-400049,dense,dfp_5,dlp_23,18045.0,12805.0,36593.0,42169.0,5576.0,0.13222983708411393,0.4279209846095473,0.30365908605847897,0.7315800706680263,dfp_5_r,dlp_23_r,0.4279209846095473,0.30365908605847897,False,dfp_5 + dlp_23
VGlut-F-400184,dense,al_3,ms_12,33143.0,4342.0,39665.0,51749.0,12084.0,0.23351175868132718,0.6404568204216506,0.08390500299522696,0.7243618234168776,al_3_r,al_3_l,0.5633732052793291,0.0770836151423216,True,al_3 + ms_12
VGlut-F-400186,dense,al_3,ms_12,66935.0,6843.0,75434.0,94949.0,19515.0,0.20553139053597194,0.7049573981821821,0.07207026930246764,0.7770276674846497,al_3_r,al_3_l,0.6227448419677932,0.08221255621438878,True,al_3 + ms_12
VGlut-F-400334,dense,dfp_5,spp_20,38649.0,37999.0,134417.0,169527.0,35110.0,0.2071056527868717,0.2279813834964342,0.22414718599397146,0.45212856949040564,dfp_5_r,spp_20_r,0.227161455107446,0.22414718599397146,False,dfp_5 + spp_20
VGlut-F-400757,dense,al_3,ms_12,40279.0,5022.0,46239.0,56598.0,10359.0,0.18302766882221988,0.7116682568288633,0.08873105056715785,0.800399307396021,al_3_r,ms_12_r,0.6898476977985087,0.08675218205590303,False,al_3 + ms_12
VGlut-F-400898,dense,al_3,ms_12,42235.0,2605.0,45762.0,54150.0,8388.0,0.15490304709141275,0.7799630655586334,0.04810710987996306,0.8280701754385965,al_3_r,al_3_l,0.7059279778393351,0.07403508771929825,True,al_3 + ms_12
VGlut-F-500002,dense,dfp_5,fspp_19,49106.0,10777.0,71209.0,85334.0,14125.0,0.16552605057772987,0.5754564417465489,0.1262919820938899,0.7017484238404388,dfp_5_r,fspp_19_r,0.5754564417465489,0.1262919820938899,False,dfp_5 + fspp_19
VGlut-F-500335,dense,al_3,ms_12,46559.0,5590.0,53179.0,63392.0,10213.0,0.16110865724381626,0.7344617617364967,0.08818147400302877,0.8226432357395255,al_3_r,ms_12_r,0.6595784957092378,0.08818147400302877,False,al_3 + ms_12
VGlut-F-500876,dense,al_3,ms_12,30441.0,1878.0,32757.0,39230.0,6473.0,0.1650012745347948,0.7759622737700739,0.04787152689268417,0.8238338006627581,al_3_r,ms_12_r,0.7522559265867959,0.04787152689268417,False,al_3 + ms_12
VGlut-F-600204,dense,lob_27,vlp_21,65299.0,20480.0,136149.0,156810.0,20661.0,0.1317581786875837,0.4164211466105478,0.13060391556660927,0.5470250621771571,lob_27_r,vlp_21_r,0.4164211466105478,0.13060391556660927,False,lob_27 + vlp_21
VGlut-F-700261,dense,vlp_21,dmp_10,96900.0,25823.0,172003.0,196279.0,24276.0,0.12368108661649999,0.4936850096036764,0.13156272448912007,0.6252477340927964,vlp_21_r,dmp_10_r,0.4936850096036764,0.13156272448912007,False,dmp_10 + vlp_21
VGlut-F-700541,dense,al_3,ms_12,35817.0,7485.0,44322.0,52552.0,8230.0,0.1566067894656721,0.6815535089054651,0.1424303546963008,0.8239838636017659,al_3_r,ms_12_r,0.6146293195311311,0.13190744405541177,False,al_3 + ms_12
VGlut-F-800130,dense,al_3,ms_12,65724.0,10329.0,76836.0,89982.0,13146.0,0.14609588584383543,0.73041274921651,0.11478962459158498,0.8452023738080949,al_3_r,ms_12_r,0.73041274921651,0.11478962459158498,False,al_3 + ms_12
fru-F-000094,dense,dfp_5,dlp_23,52052.0,11841.0,79024.0,87154.0,8130.0,0.09328315395736284,0.5972416641806457,0.13586295522867567,0.7331046194093215,dfp_5_r,dlp_23_r,0.540950501411295,0.13586295522867567,False,dfp_5 + dlp_23
fru-F-000131,dense,dlp_23,dfp_5,35138.0,11498.0,65576.0,79514.0,13938.0,0.17528988605780113,0.44190960082501196,0.14460346605629198,0.5865130668813039,dlp_23_r,fspp_19_r,0.44190960082501196,0.10839600573483915,False,dfp_5 + dlp_23
fru-M-000335,dense,dfp_5,mb_4,34123.0,8027.0,54485.0,72923.0,18438.0,0.2528420388629102,0.4679319281982365,0.11007501062764834,0.5780069388258848,dfp_5_r,mb_4_r,0.4679319281982365,0.11007501062764834,False,dfp_5 + mb_4
fru-M-000339,dense,fb_6,dfp_5,22043.0,21236.0,45328.0,50663.0,5335.0,0.10530367329214614,0.4350906973530979,0.41916191303318,0.854252610386278,dfp_5_r,fb_6_r,0.41916191303318,0.2401160610307325,False,dfp_5 + fb_6
fru-M-300299,dense,dfp_5,fb_6,18506.0,14233.0,53799.0,89764.0,35965.0,0.4006617352167907,0.20616282696849517,0.15856022458892205,0.36472305155741724,dfp_5_r,ms_12_r,0.20616282696849517,0.1006528229579787,False,dfp_5 + fb_6
npf-M-300037,dense,dfp_5,dlp_23,77194.0,5862.0,93149.0,141608.0,48459.0,0.34220524264165864,0.5451245692333766,0.0413959663295859,0.5865205355629626,dfp_5_r,dfp_5_l,0.4637096774193548,0.08141489181402181,True,dfp_5 + dlp_23
Cha-F-000009,projection,mb_4,dfp_5,43935.0,6425.0,53597.0,64218.0,10621.0,0.16538976610919057,0.684153975520882,0.1000498302656576,0.7842038057865396,mb_4_r,mb_4_l,0.4235105422155782,0.2606434333053038,True,dfp_5 + mb_4
Cha-F-400112,projection,dfp_5,mb_4,11942.0,11153.0,23097.0,27446.0,4349.0,0.15845660569846243,0.43510894119361654,0.4063615827442979,0.8414705239379144,dfp_5_r,mb_4_r,0.43459884864825477,0.27861983531297824,False,dfp_5 + mb_4
Cha-F-400201,projection,mb_4,dfp_5,9082.0,6757.0,19931.0,30246.0,10315.0,0.3410368313165377,0.30027111022945185,0.22340144151292732,0.5236725517423791,mb_4_r,dfp_5_r,0.25084308668914895,0.2200952192025392,False,dfp_5 + mb_4
Cha-F-800086,projection,mb_4,dfp_5,9708.0,8241.0,25269.0,33654.0,8385.0,0.2491531467284721,0.2884649670172936,0.24487430914601532,0.533339276163309,mb_4_r,dfp_5_r,0.2783027277589588,0.2236881202828787,False,dfp_5 + mb_4
E0585-F-200015,projection,dfp_5,mb_4,11562.0,9657.0,27923.0,34557.0,6634.0,0.19197268281390167,0.33457765431027,0.27945134126226234,0.6140289955725323,dfp_5_r,mb_4_r,0.31539196110773504,0.27053853054373933,False,dfp_5 + mb_4
E0585-F-300042,projection,dfp_5,mb_4,11646.0,8925.0,27653.0,34858.0,7205.0,0.206695736990074,0.334098341844053,0.2560387859314935,0.5901371277755465,dfp_5_r,mb_4_r,0.33277870216306155,0.2423260083768432,False,dfp_5 + mb_4
G0239-F-000001,projection,mb_4,dfp_5,11323.0,10953.0,26978.0,32877.0,5899.0,0.17942634668613316,0.3444049031237643,0.3331508349301944,0.6775557380539587,mb_4_r,dfp_5_r,0.3444049031237643,0.3331508349301944,False,dfp_5 + mb_4
G0239-F-000003,projection,dfp_5,mb_4,11300.0,9498.0,25008.0,32602.0,7594.0,0.23293049506165267,0.3466045027912398,0.29133182013373415,0.6379363229249739,dfp_5_r,mb_4_r,0.3466045027912398,0.29133182013373415,False,dfp_5 + mb_4
G0239-F-000005,projection,mb_4,dfp_5,10305.0,10279.0,24465.0,31375.0,6910.0,0.2202390438247012,0.3284462151394422,0.3276175298804781,0.6560637450199203,mb_4_r,dfp_5_r,0.3284462151394422,0.3276175298804781,False,dfp_5 + mb_4
G0239-F-000007,projection,mb_4,dfp_5,9381.0,7812.0,21325.0,31083.0,9758.0,0.3139336614869865,0.3018048450921726,0.2513270919795387,0.5531319370717113,mb_4_r,dfp_5_r,0.3018048450921726,0.2513270919795387,False,dfp_5 + mb_4
G0239-F-000008,projection,mb_4,dfp_5,12689.0,10345.0,29123.0,36945.0,7822.0,0.21172012450940586,0.3434564893760996,0.28001082690485857,0.6234673162809582,mb_4_r,dfp_5_r,0.3434564893760996,0.28001082690485857,False,dfp_5 + mb_4
G0239-F-000009,projection,mb_4,dfp_5,9215.0,9125.0,24296.0,31556.0,7260.0,0.23006718215236405,0.29202053492204333,0.2891684624160223,0.5811889973380656,mb_4_r,dfp_5_r,0.29202053492204333,0.2891684624160223,False,dfp_5 + mb_4
G0239-F-000011,projection,dfp_5,mb_4,11664.0,10573.0,27910.0,32446.0,4536.0,0.1398015163656537,0.35948961351168096,0.3258645133452506,0.6853541268569315,dfp_5_l,mb_4_l,0.35948961351168096,0.3258645133452506,False,dfp_5 + mb_4
G0239-F-000012,projection,mb_4,dfp_5,12058.0,9351.0,27878.0,35452.0,7574.0,0.21364097935236376,0.34012185490240326,0.26376509082703375,0.603886945729437,mb_4_r,dfp_5_r,0.34012185490240326,0.26376509082703375,False,dfp_5 + mb_4
G0239-F-000013,projection,mb_4,dfp_5,11840.0,10609.0,25845.0,35102.0,9257.0,0.26371716711298504,0.3373027177938579,0.30223349096917557,0.6395362087630334,mb_4_r,dfp_5_r,0.3373027177938579,0.30223349096917557,False,dfp_5 + mb_4
Gad1-F-001409,projection,mb_4,dfp_5,990.0,521.0,1959.0,7192.0,5233.0,0.7276140155728588,0.13765294771968856,0.07244160177975528,0.21009454949944384,mb_4_r,dfp_5_r,0.13765294771968856,0.07244160177975528,False,dfp_5 + mb_4
Gad1-F-101173,projection,mb_4,eb_8,14008.0,12125.0,33501.0,39751.0,6250.0,0.15722874896229025,0.3523936504742019,0.3050237729868431,0.657417423461045,mb_4_r,eb_8_r,0.3523936504742019,0.16316570652310633,False,eb_8 + mb_4
Gad1-F-200227,projection,dfp_5,mb_4,12166.0,9814.0,22459.0,25187.0,2728.0,0.10830984237900504,0.48302695835153053,0.38964545201889866,0.8726724103704292,dfp_5_r,mb_4_r,0.48302695835153053,0.28935561996267917,False,dfp_5 + mb_4
Gad1-F-300153,projection,mb_4,dfp_5,7419.0,4461.0,12340.0,13911.0,1571.0,0.11293221191862554,0.533318956221695,0.32068147509165407,0.8540004313133491,mb_4_r,dfp_5_r,0.47307885845733594,0.3178779383221911,False,dfp_5 + mb_4
Gad1-F-300154,projection,dfp_5,mb_4,8138.0,5057.0,15300.0,18945.0,3645.0,0.19239904988123516,0.4295592504618633,0.26693058854579044,0.6964898390076537,dfp_5_r,mb_4_r,0.4295592504618633,0.26693058854579044,False,dfp_5 + mb_4
Gad1-F-300275,projection,dfp_5,mb_4,8311.0,6446.0,14765.0,20914.0,6149.0,0.2940135794204839,0.39738930859711197,0.3082145930955341,0.7056039016926461,dfp_5_r,mb_4_r,0.39738930859711197,0.24409486468394376,False,dfp_5 + mb_4
Gad1-F-300309,projection,mb_4,dfp_5,7825.0,6771.0,17867.0,24434.0,6567.0,0.26876483588442335,0.32025047065564377,0.2771138577392159,0.5973643283948596,dfp_5_r,mb_4_r,0.2631578947368421,0.2378243431284276,False,dfp_5 + mb_4
Gad1-F-301525,projection,mb_4,dlp_23,10388.0,5662.0,23760.0,33564.0,9804.0,0.29209867715409366,0.3094982719580503,0.16869264688356572,0.478190918841616,mb_4_r,dlp_23_r,0.21812060541055894,0.16869264688356572,False,dlp_23 + mb_4
Gad1-F-301704,projection,mb_4,eb_8,56203.0,9799.0,81326.0,102942.0,21616.0,0.20998232014143886,0.545967632258942,0.09518952419809212,0.6411571564570341,mb_4_r,mb_4_l,0.31412834411610424,0.23183928814283772,True,eb_8 + mb_4
Gad1-F-400259,projection,dfp_5,mb_4,14250.0,8135.0,30600.0,37675.0,7075.0,0.18779031187790313,0.37823490378234903,0.2159256801592568,0.5941605839416059,dfp_5_r,mb_4_r,0.37664233576642336,0.20575978765759786,False,dfp_5 + mb_4
Gad1-F-400718,projection,dfp_5,mb_4,22400.0,15436.0,38357.0,47593.0,9236.0,0.19406215199714244,0.4706574496249448,0.32433341037547536,0.7949908600004202,dfp_5_r,mb_4_r,0.4706574496249448,0.26142499947471265,False,dfp_5 + mb_4
Gad1-F-400957,projection,mb_4,eb_8,9231.0,5849.0,17227.0,27239.0,10012.0,0.36756121737215025,0.3388890928448181,0.2147288813833107,0.5536179742281288,mb_4_r,eb_8_l,0.3144388560519843,0.13161276111457837,False,eb_8 + mb_4
Gad1-F-402516,projection,dfp_5,mb_4,12398.0,12163.0,27408.0,40071.0,12663.0,0.3160140750168451,0.30940081355593824,0.30353622320381324,0.6129370367597514,dfp_5_r,mb_4_r,0.30668064186069727,0.24424147138828578,False,dfp_5 + mb_4
Gad1-F-500136,projection,mb_4,dfp_5,7547.0,6118.0,14168.0,17851.0,3683.0,0.20631897372696206,0.4227774354377906,0.34272589770881184,0.7655033331466025,mb_4_r,dfp_5_r,0.3460310346759285,0.34272589770881184,False,dfp_5 + mb_4
Gad1-F-500365,projection,dfp_5,mb_4,20310.0,6168.0,27662.0,35360.0,7698.0,0.21770361990950227,0.5743778280542986,0.17443438914027148,0.7488122171945701,dfp_5_r,mb_4_r,0.5743778280542986,0.17443438914027148,False,dfp_5 + mb_4
Gad1-F-500524,projection,mb_4,dfp_5,11037.0,5144.0,20738.0,32663.0,11925.0,0.36509200012246273,0.33790527508189694,0.1574870648746288,0.4953923399565257,mb_4_r,dfp_5_r,0.2622233107797814,0.15708906101705294,False,dfp_5 + mb_4
Gad1-F-500559,projection,dfp_5,mb_4,14583.0,13416.0,29873.0,43005.0,13132.0,0.3053598418788513,0.3391001046389955,0.31196372514823856,0.6510638297872341,dfp_5_r,mb_4_r,0.3391001046389955,0.20878967561911405,False,dfp_5 + mb_4
Gad1-F-502126,projection,dfp_5,mb_4,20850.0,15712.0,36977.0,48007.0,11030.0,0.2297581602682942,0.4343116628824963,0.32728560418272334,0.7615972670652197,dfp_5_r,mb_4_r,0.3965046764013581,0.3039348428354198,False,dfp_5 + mb_4
Gad1-F-600109,projection,mb_4,dfp_5,6196.0,3035.0,11694.0,18734.0,7040.0,0.37578733852887797,0.33073556101206364,0.16200491085726487,0.4927404718693285,mb_4_r,dfp_5_r,0.29118180847656666,0.1569872958257713,False,dfp_5 + mb_4
Gad1-F-600115,projection,dfp_5,mb_4,5777.0,5353.0,11356.0,15018.0,3662.0,0.24384072446397656,0.3846717272606206,0.35643893993874015,0.7411106671993608,dfp_5_r,mb_4_r,0.3846717272606206,0.27467039552536954,False,dfp_5 + mb_4
Gad1-F-600345,projection,dfp_5,mb_4,5577.0,5031.0,10608.0,17071.0,6463.0,0.37859527854255753,0.32669439400152306,0.2947103274559194,0.6214047214574424,dfp_5_r,mb_4_r,0.32669439400152306,0.24409817819694218,False,dfp_5 + mb_4
Gad1-F-601324,projection,mb_4,cal_18,6706.0,6177.0,14089.0,18844.0,4755.0,0.2523349607302059,0.3558692421991085,0.3277966461473148,0.6836658883464233,mb_4_r,cal_18_r,0.3558692421991085,0.3277966461473148,False,cal_18 + mb_4
Gad1-F-700131,projection,dfp_5,mb_4,14317.0,3368.0,20459.0,26394.0,5935.0,0.22486171099492308,0.5424338864893536,0.12760475865727058,0.6700386451466243,dfp_5_r,mb_4_r,0.5424338864893536,0.12760475865727058,False,dfp_5 + mb_4
Gad1-F-800094,projection,mb_4,dfp_5,6425.0,3688.0,10259.0,13519.0,3260.0,0.24114209630889857,0.47525704563947035,0.27280124269546563,0.748058288334936,mb_4_r,dfp_5_r,0.41127302315260006,0.2727272727272727,False,dfp_5 + mb_4
Gad1-F-900001,projection,dfp_5,mb_4,9837.0,6446.0,16290.0,18698.0,2408.0,0.12878382714728848,0.5260990480265268,0.3447427532356402,0.870841801262167,dfp_5_r,mb_4_r,0.5196277676756872,0.27992298641565944,False,dfp_5 + mb_4
Gad1-F-900194,projection,mb_4,dfp_5,10723.0,4386.0,16570.0,20012.0,3442.0,0.1719968019188487,0.535828502898261,0.2191684989006596,0.7549970017989206,mb_4_r,dfp_5_r,0.48890665600639616,0.21267239656206277,False,dfp_5 + mb_4
TH-F-000101,projection,dfp_5,mb_4,53397.0,31232.0,112883.0,139036.0,26153.0,0.1881023619781927,0.3840516125320061,0.2246324692885296,0.6086840818205357,dfp_5_r,mb_4_r,0.35431830605023157,0.1414885353433643,False,dfp_5 + mb_4
TH-F-200030,projection,dfp_5,spp_20,53386.0,1771.0,59518.0,63419.0,3901.0,0.061511534398208736,0.841798199277819,0.02792538513694634,0.8697235844147653,dfp_5_l,dfp_5_r,0.7051199167441934,0.13667828253362557,True,dfp_5 + spp_20
TH-F-200033,projection,dfp_5,mb_4,61445.0,25356.0,124789.0,145512.0,20723.0,0.1424143713233273,0.42226757930617403,0.17425366980042883,0.5965212491066029,dfp_5_r,mb_4_r,0.3663752817637033,0.11042388256638627,False,dfp_5 + mb_4
TH-F-300020,projection,dfp_5,idlp_24,94531.0,4512.0,106688.0,124384.0,17696.0,0.14226910213532287,0.7599932467198354,0.03627476202727039,0.7962680087471057,dfp_5_l,dfp_5_r,0.6202566246462567,0.1397366220735786,True,dfp_5 + idlp_24
TH-F-300073,projection,dfp_5,idlp_24,89549.0,8518.0,113043.0,129568.0,16525.0,0.1275392072116572,0.6911351568288466,0.06574154112126451,0.7568766979501111,dfp_5_l,dfp_5_r,0.5571746110150655,0.13396054581378117,True,dfp_5 + idlp_24
TH-F-700001,projection,dfp_5,mb_4,20276.0,18210.0,40741.0,49665.0,8924.0,0.1796838820094634,0.408255310580892,0.36665659921473875,0.7749119097956307,dfp_5_r,mb_4_r,0.408255310580892,0.2600221483942414,False,dfp_5 + mb_4
TH-F-700004,projection,dfp_5,mb_4,29035.0,21581.0,52463.0,68868.0,16405.0,0.23820932798977754,0.4216036475576465,0.31336760178892953,0.7349712493465761,dfp_5_r,mb_4_r,0.4216036475576465,0.24850438520067375,False,dfp_5 + mb_4
TH-F-700016,projection,dfp_5,mb_4,26716.0,20353.0,47494.0,54382.0,6888.0,0.1266595564708911,0.4912654922584679,0.3742598653966386,0.8655253576551065,dfp_5_r,mb_4_r,0.4912654922584679,0.2979294619543231,False,dfp_5 + mb_4
TH-F-700022,projection,dfp_5,mb_4,20404.0,18291.0,43866.0,62468.0,18602.0,0.297784465646411,0.32663123519241855,0.2928059166293142,0.6194371518217328,dfp_5_r,mb_4_r,0.32663123519241855,0.21084395210347698,False,dfp_5 + mb_4
TH-M-300021,projection,dfp_5,mb_4,45453.0,21816.0,86850.0,112087.0,25237.0,0.2251554595983477,0.405515358605369,0.19463452496721298,0.600149883572582,dfp_5_r,mb_4_r,0.38074888256443656,0.12722260387020795,False,dfp_5 + mb_4
TH-M-500003,projection,mb_4,dfp_5,10107.0,8234.0,20254.0,29275.0,9021.0,0.3081468830059778,0.34524338172502134,0.28126387702818106,0.6265072587532023,dfp_5_r,mb_4_r,0.2615542271562767,0.24546541417591802,False,dfp_5 + mb_4
TH-M-600002,projection,dfp_5,mb_4,18913.0,14576.0,33555.0,37292.0,3737.0,0.10020916014158533,0.5071597125388824,0.3908613107368873,0.8980210232757696,dfp_5_r,mb_4_r,0.5071597125388824,0.3246540813043012,False,dfp_5 + mb_4
TH-M-600003,projection,mb_4,dfp_5,11901.0,9722.0,21665.0,25592.0,3927.0,0.1534463894967177,0.46502813379180996,0.37988433885589246,0.8449124726477024,dfp_5_r,mb_4_r,0.37988433885589246,0.3761722413254142,False,dfp_5 + mb_4
TH-M-700002,projection,mb_4,dfp_5,11217.0,10342.0,23153.0,31513.0,8360.0,0.26528734173198365,0.3559483387808206,0.3281820201186812,0.6841303588995018,dfp_5_r,mb_4_r,0.32684923682289846,0.25278456510011743,False,dfp_5 + mb_4
TH-M-700013,projection,dfp_5,mb_4,26665.0,17736.0,44432.0,50720.0,6288.0,0.12397476340694007,0.5257294952681388,0.3496845425867508,0.8754140378548896,dfp_5_r,mb_4_r,0.5253548895899054,0.27626182965299684,False,dfp_5 + mb_4
TH-M-700017,projection,mb_4,dfp_5,11888.0,11778.0,24729.0,35973.0,11244.0,0.31256775915269785,0.330470074778306,0.3274122258360437,0.6578823006143496,dfp_5_r,mb_4_r,0.30811997887304365,0.22705918327634614,False,dfp_5 + mb_4
Trh-M-000099,projection,mb_4,dfp_5,54102.0,15337.0,70132.0,85636.0,15504.0,0.18104535475734504,0.6317670138726704,0.1790952403194918,0.8108622541921622,mb_4_r,mb_4_l,0.4630529216684572,0.16871409220421318,True,dfp_5 + mb_4
Trh-M-800009,projection,mb_4,dfp_5,48499.0,3485.0,52672.0,62311.0,9639.0,0.15469178796681163,0.778337693184189,0.055929129688177044,0.8342668228723661,mb_4_l,mb_4_r,0.46749370095167786,0.31084399223251113,True,dfp_5 + mb_4
