fc_id,em_id,group
TH-F-700022,946645313,projection
TH-F-700022,981362334,projection
TH-M-300021,517514142,projection
TH-M-300021,5813049380,projection
TH-M-500003,580287695,projection
TH-M-500003,456156825,projection
TH-M-600002,1224258912,projection
TH-M-600002,1193560072,projection
TH-M-600003,1224595289,projection
TH-M-600003,1224258912,projection
TH-M-700002,1224595289,projection
TH-M-700002,1224945418,projection
TH-M-700013,5812979156,projection
TH-M-700013,644417074,projection
TH-M-700017,604864392,projection
TH-M-700017,454439022,projection
Trh-M-000099,1602402027,projection
Trh-M-000099,986828383,projection
Trh-M-800009,1048215779,projection
Trh-M-800009,1016835041,projection
VGlut-F-200594,5813058048,projection
VGlut-F-200594,328632707,projection
VGlut-F-300680,5813020585,projection
VGlut-F-300680,1322474586,projection
VGlut-F-800070,894551935,projection
VGlut-F-800070,832357089,projection
VT0765-F-700001,613079053,projection
VT0765-F-700001,486544396,projection
VT16811-F-700000,1078693835,projection
VT16811-F-700000,1729935421,projection
VT24618-F-700000,5813058048,projection
VT24618-F-700000,299082033,projection
VT38815-F-700000,799586652,projection
VT38815-F-700000,1640555311,projection
VT38815-F-700001,799586652,projection
VT38815-F-700001,485745069,projection
VT43401-F-700002,575768294,projection
VT43401-F-700002,5813020673,projection
VT50245-F-700000,5813058316,projection
VT50245-F-700000,700486220,projection
VT50245-F-700001,612414168,projection
VT50245-F-700001,674807824,projection
VT50733-F-700000,919763043,projection
VT50733-F-700000,519046655,projection
VT58722-F-700000,549282467,projection
VT58722-F-700000,326253554,projection
VT58722-F-700001,673509195,projection
VT58722-F-700001,946990515,projection
VT5948-F-700000,422725634,projection
VT5948-F-700000,519279166,projection
VT5948-F-700001,422725634,projection
VT5948-F-700001,736174181,projection
