fc_id,em_id,group,label,score,em_density,em_cable_in_query_hull_um,query_hull_um3,eff_density,orphan_fwd
fru-M-500377,1100792636,projection,0,-0.7203424356138199,0.0116892928304314,0.0,460344.7898208657,0.0,1.0
fru-M-500377,5813057274,projection,0,-0.7254548415527564,0.0126600842898228,0.0,460344.7898208657,0.0,1.0
fru-M-500383,5813034306,projection,1,-0.7256332658133,0.0049760965828224,0.0,392449.1927863732,0.0,1.0
fru-M-500383,1205090786,projection,1,0.2479284762808049,0.0051644024342298,3525.0,392449.1927863732,0.00898205440294741,0.30650319829424305
fru-M-700067,1228683492,projection,0,-0.6782312144387583,0.0124914602425787,0.0,327147.47765237244,0.0,1.0
fru-M-700067,550617370,projection,0,-0.4879943183677135,0.0065847522030642,0.0,327147.47765237244,0.0,0.9935608499678042
fru-M-700270,1204175835,projection,1,0.2206670526895728,0.0052954052537903,4641.0,440872.00574603066,0.01052686480319075,0.33519837232960326
fru-M-700270,1510648834,projection,0,-0.6138498547238722,0.0146032207321978,594.0,440872.00574603066,0.0013473298196714728,0.9867751780264497
G0239-F-000001,300972942,projection,1,0.5135707511702099,0.005985216972147,3512.0,846769.7445615084,0.004147526553182005,0.12956521739130436
G0239-F-000001,5813068729,projection,1,0.5221390183404121,0.0069903720262214,3826.0,846769.7445615084,0.004518347549110009,0.13608695652173913
G0239-F-000003,300972942,projection,1,0.5551236073358927,0.005985216972147,3832.0,686725.6954338541,0.005580102835061457,0.10659477395271671
G0239-F-000003,5813068729,projection,1,0.5651625100757107,0.0069903720262214,4199.0,686725.6954338541,0.00611452291347157,0.13396930734135212
G0239-F-000005,300972942,projection,1,0.5894776499278734,0.005985216972147,3567.0,680470.3204969956,0.005241962643418111,0.06142506142506143
G0239-F-000005,5813068729,projection,1,0.5955835507162022,0.0069903720262214,3891.0,680470.3204969956,0.005718103909599066,0.06715806715806716
G0239-F-000007,300972942,projection,1,0.4997948028877351,0.005985216972147,4008.0,809227.142859453,0.004952873906129112,0.09853249475890985
G0239-F-000007,5813068729,projection,1,0.4951243731427685,0.0069903720262214,4235.0,809227.142859453,0.0052333884711718535,0.09276729559748427
G0239-F-000008,300972942,projection,1,0.4655931909482209,0.005985216972147,3746.0,753187.6327830749,0.0049735282908965174,0.19534883720930232
G0239-F-000008,267896360,projection,0,0.1211111690951077,0.0097779583306895,2961.0,753187.6327830749,0.003931291315895512,0.5683720930232559
G0239-F-000009,5813068729,projection,1,0.489135512695489,0.0069903720262214,3648.0,819652.7955516187,0.004450664988636963,0.18629807692307693
G0239-F-000009,300972942,projection,1,0.4940878016779785,0.005985216972147,3433.0,819652.7955516187,0.004188358800984292,0.1658653846153846
G0239-F-000011,676573560,projection,0,-0.5012170399629218,0.0082262112470957,989.0,712752.1571696945,0.001387579104533717,1.0
G0239-F-000011,636667489,projection,0,-0.5057045896717446,0.0020613388662037,118.0,712752.1571696945,0.0001655554442214142,0.9427055702917772
G0239-F-000012,300972942,projection,1,0.4685702517458884,0.005985216972147,3430.0,714445.8351404334,0.004800923780773094,0.1464720194647202
G0239-F-000012,5813068729,projection,1,0.4730291817773632,0.0069903720262214,3648.0,714445.8351404334,0.0051060553796677104,0.14549878345498785
G0239-F-000013,300972942,projection,1,0.4834444461687129,0.005985216972147,3842.0,892149.4983419039,0.004306453130490476,0.1307277628032345
G0239-F-000013,5813068729,projection,1,0.4944533209245346,0.0069903720262214,3996.0,892149.4983419039,0.004479069939989574,0.09838274932614555
Gad1-F-001409,1610224198,projection,0,-0.8820797010724477,0.0283434007818147,0.0,7692.665290846125,0.0,1.0
Gad1-F-001409,1641250106,projection,0,-0.8818152153940519,0.0223240952983404,0.0,7692.665290846125,0.0,1.0
Gad1-F-101173,5813020585,projection,0,0.402603146330554,0.0128784071140858,1027.0,70052.42376087973,0.014660449201666606,0.14007782101167315
Gad1-F-101173,5813020455,projection,0,0.4152235638353836,0.0132007818220763,1119.0,70052.42376087973,0.01597375136968348,0.11284046692607004
Gad1-F-200227,5813022201,projection,1,0.4205122859817187,0.0076505074096679,2866.0,332258.45936812763,0.008625814991890392,0.13804713804713806
Gad1-F-200227,860983686,projection,1,0.391943241091181,0.007709191480587,6672.0,332258.45936812763,0.020080752835273098,0.2149270482603816
Gad1-F-300153,1224258912,projection,0,-0.8809869182363503,0.0091179727043628,0.0,256279.6450363688,0.0,1.0
Gad1-F-300153,1224945418,projection,0,-0.8813741139082931,0.0082173427940821,0.0,256279.6450363688,0.0,1.0
Gad1-F-300154,517854468,projection,1,0.3290313411239342,0.0112691192251281,7218.0,269908.5563284268,0.02674239045322106,0.2402069475240207
Gad1-F-300154,423774471,projection,1,0.3622029144202836,0.0080950330826297,6457.0,269908.5563284268,0.023922917034697753,0.29711751662971175
Gad1-F-300275,702389193,projection,0,-0.6516056145874369,0.0023422687984393,0.0,252544.90473168978,0.0,1.0
Gad1-F-300309,955464899,projection,1,0.3755691799347976,0.0043481874364012,2617.0,491150.10904281086,0.005328309923620297,0.18215417106652587
Gad1-F-300309,862705904,projection,1,0.262544453395317,0.0067382309598167,5311.0,491150.10904281086,0.01081339472844761,0.42502639915522705
Gad1-F-301525,422682603,projection,1,0.2836150141078277,0.0023744133649632,1462.0,578772.8310251603,0.002526034260126568,0.24808429118773948
Gad1-F-301525,1419019956,projection,1,0.2387922535795708,0.0043475376782139,2613.0,578772.8310251603,0.004514724707052478,0.4061302681992337
Gad1-F-301704,424789697,projection,0,0.1406277311875048,0.0143558613541491,3937.0,873330.9227249402,0.00450802771040775,0.28346456692913385
Gad1-F-301704,760686202,projection,0,-0.632043110582835,0.0048388000023311,259.0,873330.9227249402,0.00029656570408829243,0.9901574803149606
Gad1-F-400259,518899665,projection,0,0.169938010205174,0.0046005613689424,8627.0,2070569.4209311618,0.004166486722343425,0.4595300261096606
Gad1-F-400259,296543992,projection,0,-0.4227613710242072,0.0066247097783533,1479.0,2070569.4209311618,0.0007142962631674888,0.8936963819470347
Gad1-F-400718,1266871604,projection,1,0.4341772553405796,0.0083503085801258,6485.0,317981.78296335734,0.020394250071700804,0.1890359168241966
Gad1-F-400718,673518025,projection,0,-0.8786782289130235,0.0034863711203493,0.0,317981.78296335734,0.0,1.0
Gad1-F-400957,1262114202,projection,1,0.4872525562364931,0.015997778606868,1499.0,53929.20597663186,0.027795699433244645,0.061866125760649086
Gad1-F-400957,1261423370,projection,1,0.351191904816407,0.0216175000922359,828.0,53929.20597663186,0.015353461728303246,0.17545638945233266
Gad1-F-402516,829261936,projection,1,0.3609311164170303,0.0056753607039504,2423.0,372111.0560751564,0.006511496932008974,0.23609330940784415
Gad1-F-402516,862705904,projection,1,0.4569903802649208,0.0067382309598167,6137.0,372111.0560751564,0.01649238822605822,0.12612150730581903
Gad1-F-500136,946641153,projection,0,-0.6592942613242988,0.0059020794720564,41.0,257105.85211904018,0.0001594673931459832,0.9794913863822805
Gad1-F-500136,1290416713,projection,0,-0.4442813842257424,0.0103089118135138,0.0,257105.85211904018,0.0,0.9934372436423298
Gad1-F-500365,613719036,projection,1,0.4722665514715091,0.0115937881779525,2918.0,250188.7597654314,0.011663193833071553,0.16132478632478633
Gad1-F-500365,768555687,projection,1,0.5146983590344532,0.0104618102834578,8973.0,250188.7597654314,0.03586492058401338,0.08920940170940171
Gad1-F-500524,1173045815,projection,1,0.3219448402121427,0.0057789996728459,2667.0,431082.83787046676,0.00618674594696203,0.24802110817941952
Gad1-F-500524,1141337605,projection,1,0.3121736251719429,0.0076383527427941,6135.0,431082.83787046676,0.014231603443799045,0.24010554089709762
Gad1-F-500559,5813022201,projection,1,0.3260096448238729,0.0076505074096679,2888.0,330198.4647248129,0.008746255081491239,0.21324717285945072
Gad1-F-500559,1171690479,projection,1,0.1639127967436627,0.006734355267511,2445.0,330198.4647248129,0.00740463769883867,0.5148088314485729
Gad1-F-502126,1142365351,projection,1,0.3522153215916843,0.0083744298424367,4475.0,252874.31317055205,0.017696538426114555,0.2791154791154791
Gad1-F-502126,956138930,projection,1,0.3818088970918813,0.0068730254676122,2061.0,252874.31317055205,0.00815029401032896,0.21572481572481572
Gad1-F-600109,1670278227,projection,0,-0.7878823021757302,0.0070300179808473,0.0,323227.4987676632,0.0,1.0
Gad1-F-600109,1510648834,projection,0,-0.6712642742115904,0.0146032207321978,0.0,323227.4987676632,0.0,0.9952095808383233
Gad1-F-600115,946641153,projection,0,-0.6207911642035018,0.0059020794720564,40.0,264132.4714966669,0.0001514391614682815,0.9822595704948646
Gad1-F-600345,922810839,projection,0,-0.7132535733418972,0.0066790293565221,0.0,293174.91291767015,0.0,1.0
Gad1-F-600345,5813077405,projection,0,-0.5908366293303225,0.00902816824589,344.0,293174.91291767015,0.0011733609693152791,0.9960191082802548
Gad1-F-601324,5812980638,projection,0,-0.1674050423232148,0.0016398108513937,317.0,373205.26511333685,0.0008493985204194047,0.7183600713012478
Gad1-F-601324,1172372382,projection,0,0.2031029389483405,0.0021149551481907,457.0,373205.26511333685,0.0012245272045163028,0.3538324420677362
Gad1-F-700131,613719036,projection,1,0.4683100526384354,0.0115937881779525,2934.0,211863.66461831378,0.013848528511416965,0.1332116788321168
Gad1-F-700131,673085197,projection,1,0.4384331727483326,0.0117310384362937,8253.0,211863.66461831378,0.03895429645696122,0.1356447688564477
Gad1-F-800094,1198330641,projection,0,-0.6869364245656756,0.0468348137662644,0.0,218588.29268491015,0.0,1.0
