fc_id,em_id,group,label,score,em_density,em_cable_in_query_hull_um,query_hull_um3,eff_density,orphan_fwd
VT58722-F-700000,326253554,projection,0,-0.0675408607593156,0.0037987360134181,23338.0,5497088.891088203,0.00424551984921241,0.5898333333333333
VT58722-F-700001,673509195,projection,0,0.0792308978501987,0.0440042048768488,30318.0,910157.6587357036,0.03331071239032874,0.5407407407407407
VT58722-F-700001,946990515,projection,0,-0.6744812251673471,0.0067895349345395,292.0,910157.6587357036,0.00032082353776555157,1.0
VT5948-F-700000,422725634,projection,1,0.3186992594586652,0.0068477540219964,7057.0,1037451.9642596635,0.006802242651336584,0.17317143683145417
VT5948-F-700000,519279166,projection,0,-0.3529572092097367,0.0052879051978479,3989.0,1037451.9642596635,0.0038449972985945347,0.9025729979762938
VT5948-F-700001,422725634,projection,1,0.3230441953749494,0.0068477540219964,5595.0,831128.5146123996,0.006731810907256927,0.19708029197080293
VT5948-F-700001,736174181,projection,0,-0.201532935112521,0.0055059241521354,5781.0,831128.5146123996,0.006955603012484771,0.855898281139628
5HT1A-F-200016,1191315642,dense,1,0.349490647063804,0.0022967246287062,17248.0,3654055.951540242,0.0047202342352556746,0.218
Cha-F-400298,1167304403,dense,1,0.5182442374415873,0.0189057546800887,4479.0,196834.69686923837,0.022755134492246042,0.017937219730941704
Cha-F-400298,1261000309,dense,1,0.5525302965165131,0.0176566467156159,4458.0,196834.69686923837,0.02264844598491468,0.002242152466367713
Gad1-F-700172,5813039309,dense,0,0.2069563508260464,0.0268565280090131,22799.0,636693.4541909365,0.03580844101651917,0.3240084985835694
TH-F-100083,331662710,dense,1,0.3124930450489763,0.007491428241166,23949.0,1586227.6926347294,0.01509808466413837,0.28298153034300794
TH-F-200037,331662710,dense,1,0.3197232188981903,0.007491428241166,26415.0,1709985.5350794261,0.01544749909172364,0.29808429118773944
TH-F-200096,331662710,dense,1,0.3656418337702284,0.007491428241166,25586.0,1433860.63806277,0.017844133049476962,0.2039737898964278
TH-F-200106,5813041180,dense,1,0.4186373560548033,0.0023738258138058,10225.0,2042138.1940735355,0.005007006886053965,0.15556698380046285
TH-M-000008,1131827390,dense,0,0.2753487549286409,0.0052813893208387,25440.0,2122714.918833458,0.011984652189649942,0.421
TH-M-000021,604289581,dense,0,0.372412465943558,0.0140319776362921,21048.0,745386.4765814651,0.028237700389375942,0.2723333333333333
TH-M-000021,550404663,dense,0,0.3028996502890294,0.0148031476115297,15693.0,745386.4765814651,0.02105350780171402,0.401
TH-M-000032,859265651,dense,1,0.5192585465278696,0.0266176754671112,62197.0,864714.5782768554,0.07192778005887442,0.14266666666666666
TH-M-000032,5813027592,dense,1,0.3738746988034935,0.0158088778785255,28678.0,864714.5782768554,0.033164700492441766,0.2678333333333333
TH-M-200035,294436967,dense,1,0.2710908220532363,0.0105789450303191,13818.0,995235.1481007283,0.013884155946833052,0.30516666666666664
TH-M-200035,452971138,dense,1,0.1869911730959587,0.0089979098401447,17107.0,995235.1481007283,0.017188902575081273,0.44233333333333336
TH-M-300017,5813054384,dense,1,0.3416893718220296,0.0057155635864661,24339.0,2490162.76314625,0.009774059896891384,0.2981666666666667
TH-M-300017,947573616,dense,0,0.3166847899504436,0.0156777002888211,65184.0,2490162.76314625,0.026176602174245778,0.33366666666666667
Trh-F-000008,1671638278,dense,1,0.413864099550324,0.0028446691201657,18476.0,3317903.6068613506,0.0055685764835940515,0.1705
Trh-F-100052,361312808,dense,1,0.2314608457756147,0.0073725653804609,32952.0,1863851.8195482825,0.01767951703799401,0.4083333333333333
Trh-M-100024,329289084,dense,1,0.1703284277446725,0.0063103455683726,4063.0,601197.801643122,0.006758175077978486,0.362962962962963
Trh-M-700039,5813021583,dense,0,0.0729286725349774,0.0055672555347458,21721.0,1858218.030428363,0.011689155763380898,0.5608333333333333
Trh-M-700039,981000564,dense,0,0.0176704348611034,0.0038377253240329,15919.0,1858218.030428363,0.008566809566652572,0.6823333333333333
VGlut-F-200143,328870472,dense,1,0.4601265329274544,0.0157092068075062,22046.0,588896.3071062389,0.03743613219164376,0.12549675800041832
VGlut-F-200143,298612190,dense,0,0.3071779943390753,0.0118512678613709,10526.0,588896.3071062389,0.01787411446290675,0.21459945618071533
VGlut-F-200251,548712377,dense,1,0.4593901804164131,0.0071815574257366,40475.0,2400939.8733587,0.016857981513455852,0.13933333333333334
VGlut-F-200251,5813020996,dense,1,0.3580144992037654,0.0062001493530176,34288.0,2400939.8733587,0.014281073999589234,0.254
VGlut-F-200319,424716408,dense,1,0.3353374278569212,0.0163217790364334,14613.0,640312.5925108,0.022821665809662373,0.2768197088465845
VGlut-F-200392,857793013,dense,0,0.2903734985925111,0.0111469740916529,21859.0,852843.5428096463,0.025630726977174174,0.37966666666666665
VGlut-F-400186,1762359683,dense,0,0.3282110816405185,0.0218124189258447,21107.0,691028.5359330598,0.030544324731105816,0.20417005144868672
VGlut-F-400186,1916800213,dense,0,0.3011551641499405,0.0199215950928022,18769.0,691028.5359330598,0.02716096228161866,0.2594096940157054
VGlut-F-700541,1762359683,dense,0,0.324861330287381,0.0218124189258447,19044.0,636854.9531052827,0.02990319837687077,0.2019731433269389
VGlut-F-700541,1888199872,dense,1,0.2437750856631718,0.0080810472445391,9828.0,636854.9531052827,0.01543208536273293,0.3636612770622088
Cha-F-000088,1640887603,dense,1,0.2997459824695961,0.0207472586556197,19535.0,435837.650690229,0.044821735729032905,0.2657272269753397
Cha-F-000088,5813047691,dense,1,0.317653678136554,0.0207574409294838,20037.0,435837.650690229,0.045973540762868303,0.23200805234021138
Cha-F-000239,1640572741,dense,0,0.098264689631567,0.0400679388603649,21447.0,1377276.1282526215,0.015572040754972098,0.4918752744839701
Cha-F-000239,5813054726,dense,0,0.0927604778407396,0.0272099393133129,13373.0,1377276.1282526215,0.009709745000057904,0.47738252086078176
Cha-F-000329,640539567,dense,1,0.3640240772470223,0.0065023328463784,18661.0,2211104.078989877,0.00843967508238016,0.18420441347270616
Cha-F-000329,1043705078,dense,1,0.2515305891143056,0.0028217895623246,8317.0,2211104.078989877,0.003761469249244724,0.27363530778164924
Cha-F-000427,573670049,dense,1,0.2850398691389392,0.0042485083225237,2821.0,311447.22905020806,0.00905771423493779,0.25436507936507935
Cha-F-000427,573333284,dense,1,0.2631179316548384,0.006797907865454,3342.0,311447.22905020806,0.010730549795520062,0.3488095238095238
Cha-F-000461,487144598,dense,0,0.307963944750989,0.006179140899506,44762.0,2697577.656746623,0.016593405527381408,0.39016666666666666
Cha-F-100135,393063351,dense,1,0.3861172101305609,0.0036493165421767,16947.0,1938839.6624464456,0.00874079498591241,0.15534604671094923
Cha-F-200299,5813027276,dense,1,0.5221886311726456,0.0288889589258127,69350.0,1009842.8286281296,0.06867405306448718,0.1095
Cha-F-200299,1321564092,dense,1,0.4295882673524554,0.0266060785890412,70500.0,1009842.8286281296,0.06981284413909655,0.171
Cha-F-300267,328611004,dense,1,0.465078538164594,0.0066598917914075,38774.0,2001187.3655329011,0.019375497101279556,0.11049107142857142
Cha-F-300344,5812978978,dense,1,0.3945956251234596,0.0053303847186888,13277.0,1461059.2304215499,0.009087242819149279,0.14304753442914261
Cha-F-300344,5813053836,dense,1,0.3100362430758369,0.0043155105167172,8870.0,1461059.2304215499,0.006070937998482647,0.2674366948023101
Cha-F-300344,859507274,dense,1,0.3958020868156513,0.0039931821749594,12809.0,1461059.2304215499,0.00876692726297229,0.167258996001777
Cha-F-400237,5813098368,dense,0,0.4738105465616067,0.0191315952296854,44350.0,889960.0297908339,0.04983369872287806,0.11466666666666667
Cha-F-400237,5813027276,dense,0,0.5296505737101467,0.0288889589258127,68010.0,889960.0297908339,0.07641916234820602,0.09516666666666666
Cha-F-500071,1105169664,dense,1,0.3134453785950378,0.0029485587666852,9678.0,1782964.1654936017,0.005428039546336429,0.2199248120300752
Cha-F-500071,1012954687,dense,1,0.1807594497091317,0.0045843458054071,13257.0,1782964.1654936017,0.0074353709718724985,0.3692266380236305
Cha-F-500310,5813009312,dense,0,0.3576733881649101,0.0244545475804164,17313.0,475550.0111401699,0.03640626557549788,0.22578295702840495
Cha-F-700236,360259229,dense,0,0.1512891485757118,0.0144361022727562,8836.0,716227.8953839361,0.012336855429602384,0.4769158659479728
Cha-F-800090,296139882,dense,1,0.4844055035295087,0.0092306915524376,43174.0,1905668.8466765177,0.02265556267831914,0.11383333333333333
Cha-F-800090,297251714,dense,1,0.4630075109963777,0.0103776723772329,40260.0,1905668.8466765177,0.02112644076131766,0.15733333333333333
E0585-F-600004,5813010510,dense,1,0.2200482425866698,0.0148394770020042,10314.0,388433.4039069306,0.0265528141922399,0.3596531264262894
GH146-M-000001,610274029,dense,1,0.2461639370854905,0.0054607533508875,10521.0,1610079.1505267066,0.006534461362696521,0.37716666666666665
Gad1-F-000245,953414780,dense,0,0.1948285261377577,0.0056183269388605,15923.0,1032418.6127763436,0.015423007492261722,0.46932447397563676
Gad1-F-000694,5813033371,dense,0,0.3428013711977685,0.0148149624710751,22223.0,598340.743783697,0.0371410441807281,0.334273127753304
Gad1-F-000694,1480525278,dense,0,0.233720528982482,0.0054651914683415,8092.0,598340.743783697,0.01352406648564333,0.39665198237885463
Gad1-F-000703,424716408,dense,0,0.3842377967929047,0.0163217790364334,15534.0,612866.6498435102,0.025346459958241262,0.22716666666666666
Gad1-F-000703,5813068669,dense,0,0.1775566385316512,0.0255439437891369,29369.0,612866.6498435102,0.04792070184843489,0.584
Gad1-F-100171,1224595608,dense,1,0.4237874965715952,0.0039382934224275,7104.0,788264.7121404705,0.009012200965725903,0.17195496417604914
Gad1-F-100784,832016427,dense,1,0.3580647581398521,0.002762966281092,9058.0,1429169.8920755554,0.006337944879908745,0.2626915708812261
Gad1-F-200186,1916800213,dense,0,0.216946871582561,0.0199215950928022,12846.0,522314.2954808867,0.024594387155673934,0.40087878004652366
Gad1-F-200186,1762359683,dense,0,0.177732659607034,0.0218124189258447,10968.0,522314.2954808867,0.020998850873690775,0.46058413026621864
Gad1-F-200219,5901197108,dense,1,0.3643609038193991,0.0027361326485601,5852.0,1841214.5595529394,0.0031783368047127052,0.21096743295019157
Gad1-F-200247,543692985,dense,1,0.3884916324794504,0.0102024433851842,47424.0,1791918.4583343414,0.02646548997775405,0.24483333333333332
Gad1-F-200719,5813039309,dense,0,0.2401571243529963,0.0268565280090131,22255.0,512703.96152195387,0.04340711535353925,0.3295819935691318
Gad1-F-200719,1640555311,dense,0,0.2312407862781594,0.0252402226461247,18596.0,512703.96152195387,0.0362704433661836,0.31736334405144695
Gad1-F-400220,550638250,dense,1,0.5336041251066015,0.0121724680257982,11484.0,324209.5237110603,0.035421538110751764,0.03802469135802469
Gad1-F-500004,294436967,dense,1,0.3016875686536128,0.0105789450303191,21468.0,1274563.1091322002,0.016843418616294892,0.31033333333333335
Gad1-F-500321,574377562,dense,1,0.3396777062986245,0.0076058949098625,12312.0,657636.2291518189,0.018721596308462665,0.23586744639376217
Gad1-F-500457,1261423370,dense,1,0.5600481882885329,0.0216175000922359,3182.0,83642.26445170623,0.03804296811975049,0.012987012987012988
Gad1-F-600059,328546871,dense,1,0.3520709146854626,0.0037417285173903,7589.0,994153.5612249173,0.007633629547782774,0.2579699523635031
Gad1-F-600604,1793403571,dense,1,0.2514189331338039,0.0030691487686645,6961.0,1745626.6568467005,0.003987679709574525,0.2774010063443448
Gad1-F-700193,634379734,dense,1,0.2262570676827949,0.0012663331058843,1612.0,1002901.2364865516,0.0016073367360152978,0.4339152119700748
Gad1-F-700607,977338882,dense,1,0.4585142299899586,0.0046209474410813,8511.0,847781.3473461418,0.01003914514826549,0.1022944550669216
Gad1-F-700607,915610561,dense,1,0.4719906013071082,0.0050230607965273,9306.0,847781.3473461418,0.010976886940401675,0.10930528999362651
Gad1-F-700607,1008378609,dense,1,0.4130459620320326,0.0046789464263146,9880.0,847781.3473461418,0.01165394830981824,0.12619502868068833
Gad1-F-800371,5813082723,dense,1,0.360941417767692,0.0074083547262467,7016.0,400181.23780392477,0.017532056321535,0.17446093531223747
Gad1-F-900395,5813049380,dense,1,0.4933236693836502,0.0059667901423478,23138.0,1480317.0693021668,0.015630435181638105,0.13233333333333333
TH-F-000009,5813054384,dense,1,0.3818217351208129,0.0057155635864661,27618.0,2616380.0214790953,0.010555806027133229,0.25966666666666666
TH-F-000009,1378251040,dense,1,0.1460252899473692,0.0034647790488889,17738.0,2616380.0214790953,0.006779596180363864,0.44233333333333336
TH-F-000010,5812980529,dense,1,0.3743189980008728,0.0086198761712028,13980.0,719306.6360949413,0.019435383045951462,0.23588039867109634
TH-F-000010,360591860,dense,1,0.3260260519422755,0.0129901909508792,21146.0,719306.6360949413,0.0293977546416087,0.32948993550908734
TH-F-000010,5901203505,dense,1,0.2924370793256629,0.006176114837931,8090.0,719306.6360949413,0.011246941977235145,0.3093609536837991
TH-F-000012,487144598,dense,0,0.2998460126513635,0.006179140899506,44479.0,2675123.9128844934,0.016626893350910176,0.39466666666666667
TH-F-000019,859265651,dense,1,0.5933659043795997,0.0266176754671112,64107.0,734472.1677876452,0.087283089559542,0.053
TH-F-000019,5813027592,dense,1,0.3951188945126659,0.0158088778785255,30829.0,734472.1677876452,0.04197436111549629,0.24283333333333335
TH-F-000036,859265651,dense,0,0.4039830322763585,0.0266176754671112,61211.0,1205319.3953636256,0.05078404963485518,0.17420814479638008
TH-F-000046,604289581,dense,0,0.2835026929658818,0.0140319776362921,22649.0,755719.426179108,0.029970117500502248,0.3998333333333333
TH-F-000046,550404663,dense,0,0.3273992073193026,0.0148031476115297,19902.0,755719.426179108,0.026335170581261676,0.36283333333333334
TH-F-000079,1378251040,dense,0,0.1315982624517631,0.0034647790488889,20309.0,3036880.9579581935,0.006687453436981108,0.5401666666666667
TH-F-000091,331662710,dense,1,0.4949132942320437,0.007491428241166,28528.0,1441682.7278143088,0.019787987640838584,0.12174205481755507
TH-F-100005,1378251040,dense,0,0.1525667528571591,0.0034647790488889,18781.0,2776937.732689893,0.00676320530306155,0.4405
TH-F-100005,5813054384,dense,1,0.3834161441397025,0.0057155635864661,27378.0,2776937.732689893,0.009859061540238492,0.302
TH-F-100036,360591860,dense,1,0.3061804923772439,0.0129901909508792,21676.0,898610.2372337653,0.0241216927004151,0.2820158102766798
TH-F-100036,5901203505,dense,1,0.2716350784578656,0.006176114837931,8758.0,898610.2372337653,0.00974616094621865,0.33162055335968377
TH-F-100050,1131827390,dense,1,0.4934501295045874,0.0052813893208387,27642.0,2196659.5868870397,0.01258365208929455,0.12966666666666668
TH-F-100075,859265651,dense,0,0.4417777926279676,0.0266176754671112,65681.0,1257279.5808117804,0.052240568448262026,0.15930157361500324
TH-F-100095,331662710,dense,1,0.2833317712862245,0.007491428241166,21458.0,1513786.5596609681,0.014175049886032675,0.29879211697393515
TH-F-100099,331662710,dense,1,0.3483735981214356,0.007491428241166,20648.0,1200098.5026374366,0.017205254364222797,0.17690025108422736
TH-F-200004,859265651,dense,0,0.4208471866719001,0.0266176754671112,65698.0,1197016.218437569,0.054884803554085274,0.17418957734919985
TH-F-200004,5813011298,dense,1,0.3836944912267557,0.0056270715394623,15926.0,1197016.218437569,0.013304748719936102,0.21748050882232253
TH-F-200010,331662710,dense,1,0.3649739326679015,0.007491428241166,23570.0,1733559.9188561998,0.013596299581932795,0.26366666666666666
TH-F-200026,5813009595,dense,1,0.4460739964814617,0.0049981589559049,15534.0,1382876.9938294876,0.0112331032111417,0.1825
TH-F-200034,331662710,dense,1,0.3606885912089813,0.007491428241166,25144.0,1684323.787549554,0.01492824609250509,0.21383333333333332
TH-F-200064,331662710,dense,1,0.264669325573206,0.007491428241166,20444.0,1654970.5518196595,0.01235308989487552,0.3309614717112114
TH-F-200081,331662710,dense,1,0.3207124758996531,0.007491428241166,21596.0,1420016.2902909406,0.015208276234334815,0.27830740926576353
TH-F-200085,1131827390,dense,1,0.4477205326691447,0.0052813893208387,26297.0,1805602.1392753955,0.014564116550367637,0.12816666666666668
TH-F-300037,331662710,dense,1,0.4331299444205933,0.007491428241166,26873.0,1664619.1167319196,0.016143632936739722,0.19366666666666665
TH-F-300046,1131827390,dense,1,0.3889705905196848,0.0052813893208387,27441.0,2158960.799889824,0.012710281725078274,0.2735
TH-F-300062,5813060068,dense,1,0.5410722375734256,0.0101277375795017,26081.0,1203994.0662224072,0.021662066891932837,0.07664050759726164
TH-F-300078,5813071348,dense,1,0.4075880983639822,0.0051918733178953,31709.0,2842390.054589046,0.011155752514967372,0.20416666666666666
TH-F-700015,1224941044,dense,1,0.3821627753085903,0.0033615056735901,13215.0,1950297.2750457341,0.006775890101005299,0.15744769007665216
TH-M-000029,859265651,dense,1,0.50526119743491,0.0266176754671112,57818.0,738210.6990482695,0.07832181255912608,0.13316666666666666
TH-M-000029,510049477,dense,1,0.3415140469182823,0.0188060090518777,23560.0,738210.6990482695,0.03191500750446246,0.32
TH-M-000030,792692885,dense,0,0.0403735471192063,0.0046828313530984,11867.0,2005535.3305883505,0.005917123382971597,0.6591666666666667
TH-M-000045,331662710,dense,1,0.2238787196360502,0.007491428241166,17981.0,1644907.5139273328,0.010931313674328773,0.3825490569632311
TH-M-100016,331662710,dense,1,0.1391154542736749,0.007491428241166,14187.0,1361051.0177571604,0.01042356224337452,0.49683751363140677
TH-M-100027,947573616,dense,0,0.3089811008419975,0.0156777002888211,63523.0,1900834.8378818044,0.033418474206200297,0.3045
TH-M-100027,5813054384,dense,1,0.3154459436750663,0.0057155635864661,21134.0,1900834.8378818044,0.011118272655161706,0.30916666666666665
TH-M-100057,1198330286,dense,1,0.3786424274666926,0.0062052047410874,15410.0,1562856.3983956038,0.009860150949133643,0.2421290659245086
TH-M-100063,1198330286,dense,1,0.3767219824812446,0.0062052047410874,13783.0,1511274.0685234044,0.009120119432385105,0.2200374531835206
TH-M-200010,422738252,dense,1,0.372451104075423,0.0053233713691514,24624.0,1729872.0661838185,0.014234578661254261,0.2247961452928095
TH-M-200013,5813062871,dense,1,0.2990231396054242,0.0040266742752025,7631.0,1015218.8925079332,0.007516605587538718,0.2671491504090623
TH-M-200034,5813054384,dense,1,0.328415123721777,0.0057155635864661,24993.0,2289103.7543960772,0.010918246913012372,0.29783333333333334
TH-M-200034,947573616,dense,0,0.3029466009398587,0.0156777002888211,66466.0,2289103.7543960772,0.02903581800185173,0.331
TH-M-200049,331662710,dense,1,0.2660346373239517,0.007491428241166,17448.0,1348979.1014002748,0.01293422557983925,0.3554279749478079
TH-M-200064,331662710,dense,1,0.1715794756231006,0.007491428241166,14914.0,1403126.01620545,0.010629123705034521,0.4006997324552377
TH-M-200095,422738252,dense,1,0.3408275768598164,0.0053233713691514,23312.0,1609930.6968268582,0.014480126409135185,0.26247755834829445
TH-M-300005,1131827390,dense,1,0.3369346967124307,0.0052813893208387,24004.0,1965228.7278717377,0.012214354318947572,0.302
TH-M-300063,5813009595,dense,1,0.3318514416350918,0.0049981589559049,11287.0,1321855.0586647457,0.008538757654263103,0.3305064782096584
Trh-F-100001,1225290633,dense,1,0.3893695385344594,0.0067830047094586,31611.0,1400583.0348265665,0.022569886407280648,0.26116666666666666
Trh-F-100038,1671638278,dense,1,0.3357339880653512,0.0028446691201657,19201.0,3966910.4931880534,0.0048402907080892805,0.27466666666666667
Trh-F-100066,5813062858,dense,1,0.5196216245655183,0.0125198785153089,58926.0,1479397.7426569161,0.03983107334892385,0.05266666666666667
Trh-F-300112,957506896,dense,1,0.4176280381303235,0.0024950966738276,7774.0,1313751.4502759776,0.005917405456235218,0.13171140939597314
Trh-F-400055,957506896,dense,1,0.4381029993410777,0.0024950966738276,7201.0,1254989.1184884885,0.0057378983561808886,0.12333476579286635
Trh-M-000172,1671638278,dense,1,0.3105189129573317,0.0028446691201657,14923.0,2970115.183827368,0.0050243842667306365,0.26116666666666666
Trh-M-100020,361312808,dense,1,0.280973888732733,0.0073725653804609,28042.0,2824614.772431803,0.009927725463199262,0.3006666666666667
Trh-M-100025,1225290633,dense,1,0.3855680290633685,0.0067830047094586,30793.0,1195442.2930896047,0.02575866704566383,0.25533333333333336
Trh-M-100025,5813062858,dense,1,0.4795093564928623,0.0125198785153089,54049.0,1195442.2930896047,0.045212554643947786,0.079
Trh-M-100037,1671638278,dense,1,0.2865441866939945,0.0028446691201657,15022.0,3108657.445274638,0.0048323111389562785,0.28833333333333333
Trh-M-100060,297230760,dense,1,0.3832264937115155,0.0098886577187052,26284.0,1640776.9327451966,0.01601924032173224,0.2841666666666667
Trh-M-100060,361312808,dense,1,0.3355115584222954,0.0073725653804609,32110.0,1640776.9327451966,0.019569997212403826,0.25666666666666665
Trh-M-100071,673746277,dense,0,0.2566175900877646,0.0062419666066232,21540.0,1339307.5604103517,0.01608293765877073,0.45816666666666667
Trh-M-100071,1225290633,dense,1,0.3715574138560844,0.0067830047094586,31097.0,1339307.5604103517,0.023218714594930055,0.2505
Trh-M-200043,5813054716,dense,0,0.4945269844009418,0.0656279066536399,20996.0,231906.29041594834,0.09053656958740301,0.11359461114513165
Trh-M-300071,977339122,dense,1,0.2300700939527576,0.004769924852457,13652.0,1413900.7901884224,0.009655557231975715,0.44553204925797285
Trh-M-300138,922069357,dense,1,0.2961263383922392,0.0020224414303772,5246.0,1207743.3879710077,0.00434363793853031,0.2765167148163434
Trh-M-300138,832016427,dense,1,0.2851470943360317,0.002762966281092,6664.0,1207743.3879710077,0.005517728406855887,0.30581923235658276
Trh-M-300138,957506896,dense,1,0.2971470976261516,0.0024950966738276,6627.0,1207743.3879710077,0.00548709275993907,0.2921997523730912
Trh-M-300140,5813053851,dense,1,0.2539567062028616,0.0021215376882567,3928.0,1130939.933922724,0.0034732171728833797,0.3684633950120676
Trh-M-300140,957506896,dense,1,0.2676263364646076,0.0024950966738276,5037.0,1130939.933922724,0.0044538174388527455,0.2831858407079646
Trh-M-400023,5813053851,dense,1,0.3245774317632433,0.0021215376882567,4798.0,1096256.0428959595,0.0043767147566413514,0.32956521739130434
Trh-M-400052,957506896,dense,1,0.3138425143658476,0.0024950966738276,6488.0,1210332.5875717313,0.0053605100503959485,0.2809463455851289
Trh-M-400052,5813053851,dense,1,0.2805534711253475,0.0021215376882567,5343.0,1210332.5875717313,0.004414489087433038,0.32953105196451205
Trh-M-400110,5813053851,dense,1,0.3176732830626873,0.0021215376882567,4696.0,1119956.0430217367,0.004193021707646483,0.23563941299790356
Trh-M-400110,5813065004,dense,1,0.3317288939302665,0.0030315614013732,8692.0,1119956.0430217367,0.007761018884766446,0.2469601677148847
Trh-M-400131,832016427,dense,1,0.2682337588689183,0.002762966281092,6440.0,1222737.1789617112,0.005266871827246256,0.3141078838174274
Trh-M-500163,922354084,dense,1,0.3343288800831804,0.0137184215772662,3788.0,103787.74626313378,0.03649756485121334,0.26481149012567323
Trh-M-500163,829598814,dense,1,0.3332311686655761,0.0198594262984413,5717.0,103787.74626313378,0.055083573984790565,0.25673249551166966
VGlut-F-000016,5813027276,dense,1,0.4070930065620557,0.0288889589258127,65689.0,866371.7645259477,0.0758207996724628,0.1755
VGlut-F-000016,950880008,dense,1,0.5644253045266603,0.0264839921877304,75118.0,866371.7645259477,0.08670411834243269,0.035666666666666666
VGlut-F-000111,5812987694,dense,0,0.1431132037417829,0.0070221367288957,17127.0,1969958.4054742053,0.008694092196265036,0.5063333333333333
VGlut-F-000111,5813021583,dense,1,0.3325828130697197,0.0055672555347458,24979.0,1969958.4054742053,0.01267996315586526,0.15883333333333333
VGlut-F-000158,298254384,dense,1,0.4289599654729973,0.0172205125450256,20994.0,530480.2833873575,0.03957545767006415,0.13636363636363635
VGlut-F-000158,5813020785,dense,1,0.3219604265586078,0.019896021239276,19027.0,530480.2833873575,0.03586749705098174,0.31403318903318905
VGlut-F-000177,5813056321,dense,1,0.4027468984944147,0.0074022577915638,11921.0,692876.1887527442,0.01720509406082947,0.19257993653893093
VGlut-F-000303,5813011119,dense,1,0.4631561649341024,0.0051551423134414,16223.0,1562511.3705020803,0.010382644444236639,0.14866666666666667
VGlut-F-000463,1733677514,dense,1,0.3015279428267141,0.0035662085023254,12860.0,1844759.988476582,0.006971096554744714,0.3026729559748428
VGlut-F-000556,885168486,dense,1,0.4773069495535738,0.0132511837841061,34889.0,860445.3926646666,0.04054760510943542,0.10173741715923339
VGlut-F-100002,914778159,dense,1,0.194577355999331,0.0034886345922922,16459.0,2051935.2017057939,0.008021208460343909,0.45266666666666666
VGlut-F-100003,1671638278,dense,1,0.2945573107605437,0.0028446691201657,15168.0,3330544.8467349946,0.004554209805902935,0.3431666666666667
VGlut-F-100035,575768294,dense,1,0.3009568020279424,0.0048727490221169,24819.0,2282218.0115905977,0.010874947035713883,0.30333333333333334
VGlut-F-100125,1107081827,dense,1,0.2166064470120867,0.0030152120731293,15462.0,3653272.458831391,0.00423236979290233,0.343
VGlut-F-200036,797442049,dense,1,0.3816082023652505,0.0072627900877114,27123.0,1486744.1171998836,0.018243219990729233,0.12133333333333333
VGlut-F-200036,5813059915,dense,0,0.1131243622135496,0.0080482783213203,14741.0,1486744.1171998836,0.009914954314911316,0.476
VGlut-F-200062,297251714,dense,1,0.4023308379646759,0.0103776723772329,37163.0,1409930.694070042,0.02635803316879477,0.17266666666666666
VGlut-F-200062,296139882,dense,1,0.394921846147481,0.0092306915524376,39953.0,1409930.694070042,0.028336853838303082,0.144
VGlut-F-200459,5813011119,dense,1,0.4369175167571966,0.0051551423134414,16667.0,1383533.9254592,0.012046686888771564,0.11483761409467204
VGlut-F-300438,329566197,dense,1,0.3905512008361941,0.0073691441253847,12600.0,795289.980680878,0.015843277679938404,0.141925777331996
VGlut-F-400049,297917475,dense,1,0.3590380226012833,0.0115776729246933,11258.0,655842.4543745084,0.017165707899676922,0.21268257926612041
VGlut-F-400184,1762359683,dense,0,0.3013515310485196,0.0218124189258447,22431.0,761397.3843883302,0.02946030608972998,0.21062740076824585
VGlut-F-400184,1667251683,dense,1,0.3465133671516698,0.0320342143948245,37621.0,761397.3843883302,0.049410466559749074,0.1939820742637644
VGlut-F-400334,447599745,dense,1,0.352273275090245,0.00253443677943,15926.0,4394226.06709591,0.0036243014712543675,0.28
VGlut-F-400757,5813039309,dense,0,0.2774896428803149,0.0268565280090131,18773.0,594495.2845142061,0.031578046940002935,0.27026286966046004
VGlut-F-400757,1670597533,dense,0,0.3085636178362353,0.0155216331438215,19897.0,594495.2845142061,0.033468726360477194,0.24534501642935377
VGlut-F-400898,1762359683,dense,0,0.3422421859397301,0.0218124189258447,21077.0,713166.1368669978,0.029554123380833998,0.21777290181020295
VGlut-F-400898,1916800213,dense,0,0.3049684666986365,0.0199215950928022,18461.0,713166.1368669978,0.025885973892564237,0.2737246297312123
VGlut-F-500002,5813011298,dense,1,0.3627480973624614,0.0056270715394623,15229.0,1120233.660088022,0.013594485278011898,0.2297979797979798
VGlut-F-500335,1762359683,dense,0,0.2621340738591927,0.0218124189258447,20463.0,644658.2860508822,0.03174239817090457,0.24584103512014788
VGlut-F-500335,5813039309,dense,0,0.2142351340727699,0.0268565280090131,22486.0,644658.2860508822,0.03488049480872601,0.36506469500924216
VGlut-F-500876,1640555311,dense,0,0.3123798910091361,0.0252402226461247,19163.0,440868.5949805823,0.04346646646682561,0.24914035636136292
VGlut-F-500876,1639886198,dense,0,0.3174057643219865,0.0297841940948102,25477.0,440868.5949805823,0.057788194237609766,0.2591434823382307
VGlut-F-600204,5813061218,dense,1,0.2167423064321983,0.0022514461959329,12479.0,3672160.683764572,0.0033982717736651333,0.3928333333333333
VGlut-F-700261,5813047489,dense,1,0.3440322227016676,0.0048268052985017,20294.0,2063830.574672214,0.009833171505962003,0.2718333333333333
VGlut-F-700261,5813057579,dense,0,0.1502508931506829,0.0269443117810214,81276.0,2063830.574672214,0.03938113961360835,0.5483333333333333
