neuron_id,group,exclusive,n_pairs,sidetot_top1,sidetot_top2,sidetot_top1_2_sum,sidetot_top3_sum,sidetot_balance21,sidetot_dominance_gap,sidetot_hhi,sidetot_entropy,sidetot_neff_shannon,sidetot_neff_simpson,sidetot_n_above_thr,sidetot_n_above_10pct,sidetot_n_above_20pct,regiontot_top1,regiontot_top2,regiontot_top1_2_sum,regiontot_top3_sum,regiontot_balance21,regiontot_dominance_gap,regiontot_hhi,regiontot_entropy,regiontot_neff_shannon,regiontot_neff_simpson,regiontot_n_above_thr,regiontot_n_above_10pct,regiontot_n_above_20pct,top_region,second_region,top_region_laterality,other_fraction,neuropil_fraction,total_voxels,neuropil_voxels,source,cable_length_um,n_nodes,n_branch_points,n_tips,branch_per_100um,span_um,radius_gyration_um,hull_volume_um3,hull_area_um2,occupied_volume_um3,n_voxels,fill_ratio,cable_per_occupied_um2,cable_per_hull_um2,cable_per_rg,cable_per_span,local_density_r5,local_density_r10,revisit_r4um,revisit_r8um,revisit_r16um,overdraw_2d_mean,overdraw_2d_max,elongation,flatness,arbor_separation,arbor_balance,arbor_centroid_dist_um,bridge_fraction
TH-F-700004,projection,True,2,0.4216036475576465,0.2485043852006737,0.6701080327583202,0.734971249346576,0.5894265541587739,0.1730992623569727,0.3008112776513327,1.346001543932225,3.8420325787070015,3.3243434481837806,3.0,2.0,2.0,0.4216036475576465,0.3133676017889295,0.7349712493465761,0.7494482197827729,0.7432753573273635,0.1082360457687169,0.3330544922261961,1.1850503906968326,3.2708516378065773,3.002511671035632,2.0,2.0,2.0,dfp_5,mb_4,1.0,0.2382093279897775,0.7617906720102224,68868.0,52463.0,FC,2094.161255493329,433,106,110,5.061692346849824,151.2778876045989,45.89259190865326,407196.5924144975,32310.987502257623,9536.0,1192,0.0234186635586896,0.2196058363562635,0.0051428751971519,45.63179302798247,13.84314184084142,18.0,58.0,0.8653558906997225,0.9915536247600988,1.52191951707364,1.5383991757323052,1.5535320886449024,0.5420637606148417,0.2742789407562193,2.3743846263936264,0.5054886281151826,72.52596937383764,0.3880918915954033
G0239-F-000001,projection,True,2,0.3444049031237643,0.3331508349301944,0.6775557380539587,0.7416430939562613,0.9673231475757308,0.0112540681935699,0.2696941375630206,1.4723054877142798,4.359273816822266,3.707904105873735,4.0,2.0,2.0,0.3444049031237643,0.3331508349301944,0.6775557380539587,0.7416430939562613,0.9673231475757308,0.0112540681935699,0.2696941375630205,1.4723054877142798,4.359273816822266,3.707904105873736,4.0,2.0,2.0,mb_4,dfp_5,1.0,0.1794263466861331,0.8205736533138669,32877.0,26978.0,FC,2101.6226103058184,430,102,117,4.853392778504483,273.84697283580533,66.48618732796801,782229.2786692096,62321.16699252087,9088.0,1136,0.0116180770112072,0.2312524879297775,0.0026867092138014,31.609913198041845,7.674441636299996,27.0,164.0,1.026182915188388,1.3682438869178506,1.7750190965420765,1.818464859854001,1.9036436687552705,0.4743081471066447,0.2760884607706325,4.5566339862515095,0.1206314977654884,175.0721125060568,0.2955416732584905
fru-M-400362,projection,True,2,0.3442210458850618,0.2604030669167042,0.6046241128017661,0.7000023737745389,0.7564995517550512,0.0838179789683576,0.2701611758201507,1.4034551471157397,4.069235512788834,3.7014941061172726,3.0,2.0,2.0,0.3557813278894771,0.3443634723573955,0.7001448002468726,0.725757827521542,0.967907659460902,0.0114178555320815,0.3199328115476712,1.1953729085095977,3.304789925032415,3.1256562750238457,2.0,2.0,2.0,mb_4,dfp_5,0.4638377368561516,0.2722244641203978,0.7277755358796022,42127.0,30659.0,FC,2313.746659390556,586,123,127,5.316053056232111,177.92092155444294,52.51732700452551,477388.3104020088,37002.82931404067,10400.0,1300,0.0217852003775336,0.2224756403260149,0.0048466764036223,44.0568245065324,13.004354064581214,18.0,51.0,0.8556755397154422,0.9804011268604048,1.364237417093488,1.5447309569466376,1.6538575120733063,0.6357732163878412,0.3437054452972903,3.23630084782773,0.1565985617011785,113.91494908132114,0.3768087882851124
Gad1-F-402516,projection,True,2,0.3066806418606972,0.2442414713882857,0.550922113248983,0.621796311547004,0.7964032874928798,0.0624391704724114,0.2621182450188872,1.4436003063681404,4.235919002646754,3.815072086752083,4.0,2.0,2.0,0.3094008135559382,0.3035362232038132,0.6129370367597515,0.6838112350577725,0.981045329891918,0.0058645903521249,0.292751180335621,1.2779990098174094,3.589450080391732,3.4158700875383743,3.0,2.0,2.0,dfp_5,mb_4,0.9824165187933538,0.3160140750168451,0.6839859249831549,40071.0,27408.0,FC,2380.853319308235,3436,110,112,4.620192227212085,208.4043488632716,51.00401615329008,371855.6476165327,32178.70498767684,10912.0,1364,0.0293447203772275,0.2181867044820596,0.0064026278330548,46.67972247818087,11.424201713133384,28.0,105.0,0.8937137084490371,1.11463170379599,1.6533703606307186,1.6114035331258023,1.82720899409688,0.3916087839782436,0.3178147553883401,4.217138271513771,0.1479117022895803,124.25992472205404,0.3824519249825762
fru-F-400229,projection,True,2,0.2361007878697785,0.2309722015757395,0.467072989445518,0.6341236806897577,0.9782779789076028,0.0051285862940389,0.2114244515483322,1.634543687639075,5.127117895887415,4.729821894661021,4.0,3.0,2.0,0.3187899509439572,0.2309722015757395,0.5497621525196967,0.7168128437639364,0.7245278619724878,0.0878177493682176,0.2504704046485446,1.452064459493655,4.271924633339189,3.992487660980072,3.0,3.0,2.0,mb_4,dfp_5,0.4812310561902541,0.259105098855359,0.740894901144641,26908.0,19936.0,FC,2391.396612374212,630,119,123,4.976171638959341,195.43269848653253,53.607894342781606,548561.1914063878,40251.72353757717,11024.0,1378,0.0200962083587009,0.2169263980745838,0.0043593980942093,44.60903830848222,12.236420163532694,18.0,53.0,0.8338202972016081,0.9312292104260952,1.3226751174636129,1.536733756214482,1.6458338694936077,0.5960988879184488,0.3840618787018814,3.281448206660172,0.1362980043118958,120.34418758740254,0.4137359523777114
Gad1-F-400259,projection,True,2,0.3766423357664233,0.2057597876575978,0.5824021234240212,0.6338420703384207,0.5463002114164904,0.1708825481088255,0.2268100402941548,1.837021575764694,6.277812399494499,4.408975893232409,3.0,2.0,2.0,0.378234903782349,0.2159256801592568,0.5941605839416059,0.66542800265428,0.5708771929824562,0.1623092236230922,0.2362913413140799,1.6816266961901405,5.374291203436525,4.232063665298652,4.0,2.0,2.0,dfp_5,mb_4,0.991578947368421,0.1877903118779031,0.8122096881220969,37675.0,30600.0,FC,2408.498843121015,564,98,104,4.06892452034597,395.864886484454,88.4994247630401,1957509.5165233028,112265.20225673652,10816.0,1352,0.005525388208181,0.2226792569453601,0.0012303893405324,27.214853085992864,6.0841436695992455,15.0,55.0,0.8651217108911692,0.9680461588106972,1.176024825742683,1.511260992210539,1.7154550164679594,0.3847593782346513,0.2961797427052541,3.989637763004112,0.1428173607170687,213.2812023982771,0.2546013329418278
VT5948-F-700001,projection,True,2,0.6166760426663137,0.0856856061859536,0.7023616488522674,0.7757260884432532,0.1389475190498336,0.53099043648036,0.4246011017367468,1.2265297583273909,3.409377619383221,2.355151684509761,3.0,1.0,1.0,0.639354931224285,0.0856856061859536,0.7250405374102387,0.8060160825970417,0.134018839929609,0.5536693250383313,0.4537041802089879,1.099422807110185,3.0024325410027286,2.2040793178043323,3.0,1.0,1.0,mb_4,dfp_5,0.9290569683585798,0.1758165392633773,0.8241834607366226,90657.0,74718.0,FC,2750.344864982076,3826,111,120,4.035857517843435,292.80807208456474,62.19859416709175,830897.5728573534,57785.59133457621,12520.0,1565,0.0150680425710539,0.2196761074266834,0.0033100889385486,44.21876252690673,9.392995368610466,24.0,84.0,0.8895035139010595,1.01413896201404,1.3862625327530629,1.526958604157313,1.6699118791633736,0.497354554465,0.2555019202293546,2.1966305019929964,0.8601701605469274,92.12501265792316,0.3259689743707666
fru-M-500377,projection,True,2,0.3999807168510618,0.3130619230120278,0.7130426398630896,0.7862703979559862,0.7826925394720983,0.0869187938390339,0.3035062243713425,1.31630964342373,3.729632276561929,3.2948253436031387,3.0,2.0,2.0,0.4045845686600622,0.3862896811049244,0.7908742497649867,0.7974064164678092,0.954781054512958,0.0182948875551377,0.3530387737978662,1.1035452757798527,3.014835522972636,2.832550060273419,2.0,2.0,2.0,dfp_5,mb_4,0.9772415847482872,0.2002072938510858,0.7997927061489141,41487.0,33181.0,FC,2953.626553605241,665,147,159,4.976932504231774,173.0459214989537,41.06819387658248,431348.7862890359,32935.5324309628,13496.0,1687,0.0312879053540599,0.2188519971551008,0.0068474205735357,71.92004991700964,17.068455170861107,17.0,61.0,0.8546373129644796,1.000551000543781,1.551274450422921,1.5997004596003377,1.6612072854922617,0.647997277832211,0.4257788118771132,2.706097503184365,0.1270474675277659,84.43464828779186,0.3906227927844599
Cha-F-000009,projection,True,2,0.4235105422155782,0.2606434333053038,0.6841539755208821,0.7559407019838675,0.6154355259771298,0.1628671089102744,0.2825516248721065,1.477654995112457,4.382656270899845,3.53917624948233,3.0,2.0,2.0,0.684153975520882,0.1000498302656576,0.7842038057865396,0.8324457317263072,0.1462387618072152,0.5841041452552244,0.507760157657954,0.9488114338037594,2.5826381979006814,1.969433766943244,2.0,2.0,1.0,mb_4,dfp_5,0.2380562194150449,0.1653897661091905,0.8346102338908095,64218.0,53597.0,FC,3058.018268338639,692,170,181,5.559155802308456,246.7337019037174,68.80308396618327,452088.44356478925,41669.06838582385,13952.0,1744,0.0308612179731608,0.2191813552421616,0.0067642035797811,44.4459476531845,12.394003108387544,22.0,97.0,0.9090422914205228,1.2657360382196352,1.9908973101163008,1.828377606241886,2.2501974012793515,0.2897398375135345,0.156827560413066,4.5276732593660265,0.7511683049734555,126.9496190218956,0.2488079855969394
Trh-M-800009,projection,True,2,0.4674937009516778,0.3108439922325111,0.778337693184189,0.8186836995073101,0.6649158942670786,0.1566497087191667,0.341025737283317,1.2618651871358295,3.532003194321462,2.932329999390108,2.0,2.0,2.0,0.778337693184189,0.055929129688177,0.8342668228723661,0.839338158591581,0.0718571516938493,0.7224085634960119,0.6329183875657005,0.7051442573043167,2.024138660648774,1.579982537473987,2.0,1.0,1.0,mb_4,dfp_5,0.2012618816882822,0.1546917879668116,0.8453082120331884,62311.0,52672.0,FC,3393.3320162551418,772,197,208,5.805503235648832,256.53834984017726,68.85797410989352,457696.57032603706,41959.770284142265,15048.0,1881,0.0328776769930363,0.22550053271233,0.0074139336762736,49.28016050602319,13.22738693208707,28.0,129.5,0.9489183490646368,1.4186170636518152,2.232455273852067,1.9662860331256689,2.2896977167713506,0.2491902042638501,0.1426646053068256,5.039101641529571,0.7426487356699248,129.2257440440835,0.2387520518771968
TH-F-000101,projection,True,2,0.3543183060502315,0.1414885353433643,0.4958068413935959,0.5789507753387612,0.3993260662160242,0.2128297707068672,0.1964835186741095,1.967026318372174,7.149384852377261,5.089485401870348,4.0,2.0,1.0,0.3840516125320061,0.2246324692885296,0.6086840818205357,0.6895552231076844,0.584901773507875,0.1594191432434765,0.2440885923621357,1.6483051574286736,5.198162290379769,4.096873148894956,3.0,2.0,2.0,dfp_5,mb_4,0.8451598404404742,0.1881023619781927,0.8118976380218073,139036.0,112883.0,FC,4434.238601814164,942,204,218,4.600564343031478,357.4966672845023,88.565308125875,1186524.4277835884,77251.66152168416,19864.0,2483,0.0167413325295844,0.2232298933655942,0.003737165875377,50.06744396476241,12.403580250121092,18.0,70.0,0.8680968288594684,1.0975838123302386,1.630234780078737,1.6869693771738163,2.0472015705513225,0.2372935827564902,0.203121416273402,3.9714668104150177,0.1803969950967037,201.66406211556244,0.2859818584085477
VGlut-F-200594,projection,True,2,0.3115857099448713,0.2642488171202847,0.575834527065156,0.6939380127620783,0.8480774589022012,0.0473368928245865,0.2191026695272401,1.680619973781582,5.368883506533454,4.564070360976017,4.0,3.0,2.0,0.4040673698832313,0.3823523028172071,0.7864196727004384,0.8099253375005426,0.946258795724338,0.0217150670660242,0.3391565821207364,1.2262599680224606,3.408457926423365,2.948490616773611,2.0,2.0,2.0,mb_4,dfp_5,0.5422463339958102,0.1703672353170985,0.8296327646829014,92148.0,76449.0,FC,4586.974137762856,888,237,256,5.166804801641826,283.2125625344532,51.385346400145664,1082122.8516202446,64298.76384244111,20448.0,2556,0.0188961909171251,0.224323852590124,0.004238866345808,89.26619083275953,16.196224124785584,19.0,79.0,0.9015279358810644,1.1606715935634755,1.8495863458721196,1.8059159164678569,1.957735440786537,0.5503128996329627,0.3693319871600247,3.117374080182873,0.0380471561597677,138.2191653434566,0.3901671612450476
TH-M-300021,projection,True,2,0.3807488825644365,0.1272226038702079,0.5079714864346445,0.5759454709288321,0.3341378259952667,0.2535262786942286,0.2253309133156585,1.7996422696135017,6.047483708730975,4.437917484491501,4.0,2.0,1.0,0.405515358605369,0.1946345249672129,0.600149883572582,0.668302300891272,0.4799683189228434,0.210880833638156,0.2613674273187463,1.5795999537520553,4.853013992815694,3.8260314617569633,3.0,2.0,1.0,dfp_5,mb_4,0.8778518469627967,0.2251554595983477,0.7748445404016523,112087.0,86850.0,FC,4665.63133991466,1086,243,250,5.208298347988308,340.93511652119673,73.94848392069251,1458710.525345968,84590.39317337263,21416.0,2677,0.0146814598427064,0.2178572721289998,0.0031984627922034,63.0929951845721,13.68480720766289,19.0,78.0,0.8665734286617125,1.0962479652055124,1.8000120910164583,1.6684838905396673,1.83325396460301,0.367562346332767,0.2927201099196853,4.185338860564238,0.1242065761918319,187.60899304013748,0.2994441380023653
TH-F-200030,projection,True,2,0.7051199167441934,0.1366782825336255,0.841798199277819,0.8697235844147653,0.1938369336732412,0.5684416342105678,0.5214917047951273,1.0889624248257104,2.9711896400658486,1.9175760435017064,2.0,2.0,1.0,0.841798199277819,0.0279253851369463,0.8697235844147653,0.8958829372900865,0.0331734911774622,0.8138728141408726,0.7145979240791176,0.6913172599499853,1.9963435053478895,1.399388336159347,1.0,1.0,1.0,dfp_5,spp_20,0.6752706702131644,0.0615115343982087,0.9384884656017912,63419.0,59518.0,FC,4719.175858731229,1162,263,276,5.573006979882049,337.6694096880388,69.48679001348857,1350255.818914321,79655.49566322846,21424.0,2678,0.0158666229761009,0.2202751987831977,0.0034950235300786,67.91471958648768,13.975728103683169,18.0,80.0,0.8713397080375238,1.1151171688873414,1.73499112453354,1.7815371218295322,2.0124417308022298,0.3949280670067703,0.278768362038081,3.8155986178808248,0.2252997392393916,148.56872219118094,0.2579887602906208
VT43401-F-700002,projection,True,2,0.3581826389894464,0.1396836483505251,0.4978662873399715,0.552414374664611,0.3899788352238948,0.2184989906389212,0.2130440920420978,1.921310619934748,6.829904014258971,4.693864027932764,3.0,2.0,1.0,0.3829950341138491,0.1700155876014684,0.5530106217153176,0.6216812463266923,0.4439106841028378,0.2129794465123806,0.2431582220982077,1.6476987373828855,5.19501097617225,4.112548575865619,4.0,2.0,1.0,lh_25,mb_4,0.8704296770749933,0.2377918416367833,0.7622081583632166,117401.0,89484.0,FC,4850.96583102174,6468,166,175,3.421998954072947,550.8658566360743,157.47820616948437,2531587.862137635,145317.79918569894,22768.0,2846,0.0089935650034184,0.2130606918052415,0.0019161751814237,30.804045518533123,8.806074605249126,24.0,87.0,0.855247854552493,1.0866858940460886,1.604155367401369,1.612730102822163,1.938835264197338,0.1950875780109956,0.0736188327682785,4.76404277136719,0.3182169636210794,330.39195213798456,0.3835467844821383
TH-F-300073,projection,True,2,0.5571746110150655,0.1339605458137811,0.6911351568288466,0.7476228698444061,0.2404283023049645,0.4232140652012843,0.3514619551220949,1.4991053622531585,4.477681375111152,2.8452581721188244,4.0,2.0,1.0,0.6911351568288466,0.0657415411212645,0.7568766979501111,0.8102000493949123,0.0951211068800321,0.6253936157075821,0.5022088873369405,1.109746170130853,3.033588281384453,1.9912033124357733,3.0,1.0,1.0,dfp_5,idlp_24,0.6123463131916604,0.1275392072116572,0.8724607927883428,129568.0,113043.0,FC,4907.384255611368,1132,227,240,4.625682200052624,355.2515509747425,74.77429620464343,1427872.0211073726,85315.48753226489,22496.0,2812,0.0157549133728059,0.2181447482046305,0.0034368516106965,65.62929381750065,13.813829220861786,17.0,70.0,0.8507947738577267,1.0876294892755691,1.6314442339133537,1.7558279460366657,2.094487518400072,0.3405814602261508,0.2421870036272387,4.202089127498123,0.2214690694996799,165.1197877720618,0.2432572851331347
TH-F-200033,projection,True,2,0.3663752817637033,0.1104238825663862,0.4767991643300896,0.5695131672989169,0.3013955582232893,0.255951399197317,0.1901667786740758,1.993140723266676,7.338545947942133,5.258542038585435,6.0,2.0,1.0,0.422267579306174,0.1742536698004288,0.5965212491066029,0.6897712903403156,0.4126617300024412,0.2480139095057452,0.2453179535612654,1.7103189045422982,5.530724969731286,4.076342499531984,4.0,2.0,1.0,dfp_5,mb_4,0.7352754495890634,0.1424143713233273,0.8575856286766728,145512.0,124789.0,FC,5479.643886301044,1262,270,281,4.927327497960085,352.9509574803385,85.38098691060006,1662719.6311861891,92402.76836593969,24448.0,3056,0.0147036214292837,0.2241346484907168,0.003295591020593,64.17873679579998,15.52522742938385,19.0,76.0,0.8843841004359335,1.1012146073756115,1.7837382442386212,1.677844953717048,1.8708241332540267,0.2945180593686607,0.271242805726856,3.818840743484428,0.163243833815697,196.28511760786063,0.2976870697200725
TH-F-300020,projection,True,2,0.6202566246462567,0.1397366220735786,0.7599932467198354,0.788734885515822,0.2252883992222942,0.4805200025726781,0.4262794872788361,1.256357591436298,3.512603819711504,2.3458787716564093,2.0,2.0,1.0,0.7599932467198354,0.0362747620272703,0.7962680087471058,0.8195346668381785,0.0477303741629729,0.723718484692565,0.6003829433837397,0.8535961633936666,2.348075751054425,1.6656036135271115,1.0,1.0,1.0,dfp_5,idlp_24,0.6322687795537971,0.1422691021353228,0.8577308978646772,124384.0,106688.0,FC,6938.135202796053,1611,387,402,5.577867664556895,343.6377230227444,72.09986409254282,1987115.891177096,99363.9146838131,31576.0,3947,0.0158903666062956,0.2197281227133282,0.0034915604236279,96.22951846193084,20.19026066686176,19.0,76.0,0.8638116537345684,1.1336822226790937,1.9187320804192625,1.8501433956392583,2.144709490817945,0.4412622499617668,0.3020645669892464,3.6701030089508606,0.2460508529734542,149.4596295941974,0.3033834504656992
VT50733-F-700000,projection,True,2,0.3235449364255313,0.3040015501079062,0.6275464865334375,0.7788490448796327,0.939596068065422,0.0195433863176251,0.232978227163154,1.706851710301997,5.511582077211969,4.292246585341653,3.0,3.0,2.0,0.4748474947717265,0.3072153514134712,0.7820628461851977,0.83145917269672,0.6469768816220856,0.1676321433582553,0.3333187868631409,1.3746399992242226,3.953653148491391,3.0001309239451754,2.0,2.0,2.0,mb_4,dfp_5,0.362731992852017,0.0984251705452771,0.9015748294547228,149667.0,134936.0,FC,7102.958318083687,9848,317,323,4.462929188151616,310.134664379336,79.650808962472,2272953.380800733,101796.7960734692,33296.0,4162,0.0146487826284717,0.2133276765402356,0.0031249907622748,89.17622319982077,22.90281975508492,26.0,105.0,0.8666371788779511,1.0867439287153744,1.7546833789732428,1.6599282870733447,1.8330215014409517,0.5127764320460543,0.3268929839981718,3.2630304873259264,0.1485468991334629,175.26760466551605,0.3748828157903897
VT58722-F-700000,projection,True,2,0.2079377243576816,0.1651837212116323,0.3731214455693139,0.4825797604162465,0.7943903479846376,0.0427540031460492,0.1573876178930462,2.1286342670597778,8.403382194892842,6.353739978957913,5.0,3.0,1.0,0.239309482515226,0.2181583511475013,0.4574678336627273,0.6445448312023555,0.9116159913705926,0.0211511313677247,0.2063731130862724,1.7316135874459553,5.649762943898173,4.845592456522953,3.0,3.0,2.0,mb_4,sog_1,0.7378143329063575,0.251740410599766,0.748259589400234,123965.0,92758.0,FC,8044.5511219267555,12049,231,236,2.871508882209366,406.9641047151666,124.44581907196596,5492459.039778319,189245.6192810714,38752.0,4844,0.0070554918515266,0.2075906049217267,0.0014646538214787,64.6430003186741,19.767225238592285,21.0,74.0,0.8182008870958865,0.9415439047198918,1.2991846127142692,1.514120675606705,1.6829604857587357,0.3555181974744644,0.2793275237569452,3.236502489036101,0.427141578535748,225.2676515501078,0.3428809589464504
Gad1-F-500457,dense,True,1,0.1861125126135216,0.1610116044399596,0.3471241170534813,0.5009775479313825,0.865130464249407,0.025100908173562,0.2407553629264032,1.656013114078262,5.238384315644042,4.153593871575319,4.0,3.0,0.0,0.3471241170534813,0.1573852169525731,0.5045093340060545,0.5597565590312815,0.4533975290697674,0.1897389001009082,0.3017746662603441,1.3994116683564553,4.052814866067205,3.3137307793003727,3.0,2.0,1.0,eb_8,mb_4,0.0723110465116279,0.3907038345105953,0.6092961654894047,31712.0,19322.0,FC,754.6857029217058,174,35,39,4.637692202793862,151.21190548957568,42.61223003139219,73440.28103741563,12793.381447466896,3416.0,427,0.046513983222091,0.2209267280215766,0.010276182120507,17.710542310640236,4.990914574340396,17.0,69.0,0.8348293173912674,0.9826636756793043,1.5215437558905358,1.5743335678292478,1.940066074348858,0.2415442437916183,0.147441741883835,4.41617881378067,0.3094035836904505,88.51958512225069,0.3619020378669299
Trh-M-500163,dense,True,8,0.6854971754236865,0.0645403189521571,0.7500374943758437,0.7549367594860771,0.0941511085180863,0.6209568564715293,0.5341518249341037,0.8063967559142073,2.2398228007150656,1.872126899731862,2.0,1.0,1.0,0.6854971754236865,0.0645403189521571,0.7500374943758437,0.7549367594860771,0.0941511085180863,0.6209568564715293,0.5341518249341037,0.8063967559142073,2.2398228007150656,1.872126899731862,2.0,1.0,1.0,dfp_5,mb_4,1.0,0.2450632405139229,0.7549367594860771,20003.0,15101.0,FC,1004.2183953386576,212,44,48,4.381517028988665,133.9804250833911,32.66985697097818,90729.36489164172,13588.986833915094,4688.0,586,0.0516701511754092,0.2142104085620003,0.0110682841937447,30.738377466137702,7.495262048270255,17.0,66.0,0.8258374961666591,0.996248408074065,1.530820724601612,1.496676310255528,1.6489628823294868,0.3719047182216511,0.2960161158708177,2.6406196538253446,0.3619161286274583,56.149411960960045,0.3657445157070231
Cha-F-400298,dense,True,2,0.261619305137493,0.22820264272231,0.489821947859803,0.5766032345288505,0.8722698907956318,0.0334166624151829,0.2337495673240611,1.658934209705477,5.253708507981235,4.278082785127212,3.0,2.0,2.0,0.4898219478598031,0.0867812866690475,0.5766032345288505,0.6174684965052804,0.1771690448911571,0.4030406611907556,0.3539049551537198,1.289815677173562,3.6321170119750033,2.825617402179765,2.0,1.0,1.0,eb_8,lat_tri_7,0.0682220602020622,0.3211570838222539,0.6788429161777461,19601.0,13306.0,FC,1189.8350704901975,287,51,54,4.286308351878434,178.41210275576668,48.8748129505912,179558.50999958074,23134.53931318557,5480.0,685,0.0305192998093646,0.2171231880456565,0.0066264476715304,24.344544739087443,6.669026664177577,17.0,60.0,0.8332178364777295,0.9720874758906844,1.3046437176427608,1.506018847602164,1.7946230324135712,0.5106249014632055,0.1452758866222386,2.112711564183199,0.6097872917431773,72.11314755670615,0.3526309808925901
Gad1-F-700193,dense,True,1,0.5128840667820231,0.0746387317027545,0.5875227984847776,0.6392227470420427,0.1455274915656059,0.4382453350792686,0.3936852500500025,1.11141911954759,3.0386675686411,2.540100244733549,3.0,1.0,1.0,0.5128840667820231,0.0746387317027545,0.5875227984847776,0.6392227470420427,0.1455274915656059,0.4382453350792686,0.3936852500500025,1.1114191195475898,3.0386675686410998,2.540100244733549,3.0,1.0,1.0,al_3,lh_25,1.0,0.3497170649581443,0.6502829350418556,42766.0,27810.0,FC,1460.1337115290607,294,30,31,2.0546063530430936,330.8588525063486,117.14010103274234,943330.447920851,70616.21296697273,6736.0,842,0.0071406578838269,0.2167656935167845,0.0015478496583538,12.464849344127956,4.413161988769949,13.0,42.0,0.8166295925777745,0.8990971130105054,1.0489466318455896,1.4360106670526196,1.4763738235885346,0.2009966010960226,0.1035221763254124,5.311241453487401,0.3892833382691023,240.5491884942985,0.258574193671293
Trh-M-100024,dense,True,5,0.3690069921584687,0.2465759657824089,0.6155829579408776,0.8431693740425596,0.6682148875827202,0.1224310263760598,0.2648034412336024,1.4708005495586711,4.35271831337548,3.776385968933943,3.0,3.0,3.0,0.4741623818840909,0.3690069921584687,0.8431693740425596,0.8522546298402875,0.778229160002559,0.1051553897256222,0.3770433270246235,1.1405139729462317,3.128375852602128,2.652215085972581,2.0,2.0,2.0,fb_6,dfp_5,0.0400486213294095,0.1258436850646888,0.8741563149353112,65931.0,57634.0,FC,1818.4569770983587,402,83,87,4.564309249286715,281.5404015047109,68.80088088505958,539965.4356158109,46333.64560975639,8296.0,1037,0.0153639463802691,0.2191968390909304,0.0033677284825175,26.430722306249493,6.4589556858607065,17.0,59.0,0.8465814604740962,0.9713979578516874,1.248940231523598,1.5269700298958382,1.7090761062954498,0.4402519737802953,0.2142640452609479,2.5360079950739123,0.6009745226488822,110.17542253451629,0.359341138162293
Gad1-F-400220,dense,True,1,0.7914115694913315,0.0449733936030211,0.8363849630943526,0.8626194426961149,0.0568268083721939,0.7464381758883104,0.6398145362933108,0.8099815658612557,2.247866548810697,1.5629529235040216,1.0,1.0,1.0,0.7914115694913315,0.0449733936030211,0.8363849630943526,0.8626194426961149,0.0568268083721939,0.7464381758883104,0.6398145362933108,0.8099815658612557,2.247866548810697,1.5629529235040216,1.0,1.0,1.0,dfp_5,fspp_19,1.0,0.1015906620129312,0.8984093379870687,34954.0,31403.0,FC,1821.887391750136,393,101,107,5.543701573288658,240.12873361095544,50.437777178651615,297672.6293113147,31893.480990962933,7984.0,998,0.0268214112210165,0.2281923085859389,0.0061204397460565,36.12148460264168,7.587127805795482,19.0,97.0,0.8930820547794786,1.2178391656083798,1.866687901383336,1.6628487705320494,1.9177762018422488,0.3647851156288281,0.2093190458014756,3.746742978559322,0.1622783929389605,115.29975902806788,0.3778364518097305
E0585-F-600004,dense,True,1,0.7054680906789279,0.102493961528388,0.807962052207316,0.8484416378081076,0.1452850424882435,0.6029741291505398,0.5214391924334134,1.0446743359242383,2.842472681664462,1.917769156041522,2.0,2.0,1.0,0.7054680906789279,0.102493961528388,0.807962052207316,0.8484416378081076,0.1452850424882435,0.6029741291505398,0.5214391924334133,1.0446743359242383,2.842472681664462,1.9177691560415224,2.0,2.0,1.0,dlp_23,idlp_24,1.0,0.103978115996857,0.8960218840031429,34363.0,30790.0,FC,1988.121459647003,436,73,78,3.671807858910259,174.44814816255348,39.354419151877714,368022.87281145086,30915.5026271486,9288.0,1161,0.0252375618098022,0.214052698067076,0.0054021681980227,50.518378939208496,11.396632641777549,13.0,45.0,0.808179455141058,0.8750534593516737,1.350625991608018,1.476517523204512,1.5791274500770474,0.7588046171773392,0.5500963819320964,2.7198287984574887,0.081122946147627,87.00709710340469,0.4234432416044878
Trh-M-400023,dense,True,5,0.215864678110246,0.1520182597004658,0.3678829378107119,0.5022668292530407,0.7042294322132098,0.0638464184097802,0.1754976559871987,1.897608150553959,6.669921898935524,5.698081802716173,5.0,4.0,1.0,0.2864021511427946,0.215864678110246,0.5022668292530407,0.6084482381265047,0.7537117903930131,0.0705374730325485,0.2178794324759549,1.662158992393792,5.270677922859166,4.589694349008181,5.0,3.0,2.0,fb_6,dfp_5,0.0615720524017467,0.2669855860926117,0.7330144139073883,31983.0,23444.0,FC,2103.2025157795288,433,73,76,3.4708973316791303,226.7728567687191,61.719026318274864,1038929.3260716782,61500.64237100651,9728.0,1216,0.0093634858078198,0.2162009165069417,0.0020243942133503,34.07705275409984,9.274489662246223,13.0,42.0,0.8039764968576181,0.8763343815748037,1.1331910106570735,1.447407514066673,1.506592060013989,0.8810905940278938,0.4388729834147147,2.4560188283885367,0.103640891814673,123.22355121511688,0.3495101057414769
