fc_id,em_id,score,label_c,label
VGlut-F-500098,1005624122,0.6599779086892489,0.7730629,1
VGlut-F-500098,1130458829,0.6280234968901175,0.78291,1
VGlut-F-500098,2247340372,0.6371297242083758,0.7582771,1
VGlut-F-500098,1976090538,0.2867487328023171,0.40318623,0
VGlut-F-500098,1099073905,0.6293282548476454,0.7971521,1
VGlut-F-500098,2247336031,0.5757772020725389,0.6749518,1
VGlut-F-500098,975289165,0.6192621557293437,0.7911013,1
Cha-F-400095,5812983510,0.4570664884731039,0.6930415,1
Cha-F-400095,798849134,0.4662735849056604,0.8775321,1
Cha-F-400095,5813033255,0.47922937989163156,0.72050905,1
Cha-F-400095,795982617,0.509718635313307,0.795049,1
Cha-F-400095,362866879,0.4787001399580125,0.8329695,1
Cha-F-400095,766653726,0.49520913948774636,0.72419256,1
Cha-F-400095,672524871,0.5282534246575342,0.63058,1
Cha-F-400095,765975775,0.5442908926144087,0.66097593,1
Cha-F-400095,643350227,0.4922825070159027,0.8200147,1
Cha-F-400095,767486231,0.4849605522682445,0.7817447,1
Gad1-F-500760,1873734612,0.5316265060240963,0.4448221,0
Gad1-F-500760,5812989160,0.4261437908496732,0.32279527,0
Gad1-F-500760,1750243366,0.6432,0.490018,0
Gad1-F-500760,1288893503,0.5075885328836425,0.49877676,0
Gad1-F-500760,5813069377,0.6037441497659907,0.4731364,0
Gad1-F-500760,1567482299,0.48344370860927155,0.46231598,0
Gad1-F-500760,1538471582,0.5688729874776386,0.43187788,0
Gad1-F-500760,1814781537,0.40393890675241156,0.43861172,0
Gad1-F-500760,1907578957,0.68,0.48393378,0
Gad1-F-500760,1968872215,0.5423728813559322,0.43029037,0
fru-F-200049,753852432,0.5027196652719664,0.66711247,1
fru-F-200049,5813093014,0.48753224419604463,0.6139333,1
fru-F-200049,753839564,0.5386740331491712,0.8247096,1
fru-F-200049,570643135,0.5683060109289617,0.8119699,1
fru-F-200049,508940291,0.5639367816091952,0.7043015,1
fru-F-200049,5813021289,0.5107816711590297,0.70983607,1
fru-F-200049,662081902,0.624262847514743,0.61268634,1
fru-F-200049,631400190,0.6615174920490686,0.72715056,1
fru-F-200049,631396256,0.5059473237043332,0.59012634,1
fru-F-200049,5812981986,0.5204678362573099,0.6461421,1
Gad1-F-800502,1194246820,0.47452853294146463,0.13531318,0
Gad1-F-800502,1224591262,0.49612692487167526,0.31193474,0
Gad1-F-800502,1730608428,0.34214597103079736,0.11136301,0
Gad1-F-800502,1224591253,0.44121585431173005,0.09619044,0
Gad1-F-800502,5813071020,0.33483846349529384,0.20930603,0
Gad1-F-800502,5813077469,0.4368029739776952,0.049739685,0
Gad1-F-800502,422052346,0.36926889714993805,0.69219965,1
Gad1-F-800502,1075499064,0.41078066914498146,0.120738514,0
Gad1-F-800502,700779022,0.4175960346964064,0.32881305,0
Gad1-F-800502,1068039476,0.4386617100371748,0.20091489,0
fru-M-100126,5813048522,0.4346108257605689,0.56705225,1
fru-M-100126,1007981340,0.4824518042511122,0.52141094,1
fru-M-100126,511025402,0.41610455311973016,0.2388989,0
fru-M-100126,1347979604,0.44720850740600077,0.55051315,1
fru-M-100126,852763857,0.3830502476999293,0.2048518,0
fru-M-100126,418970196,0.39290586630286495,0.34511006,0
fru-M-100126,1282827758,0.5567805953693495,0.70340097,1
fru-M-100126,1565488046,0.6091536167039522,0.67264843,1
fru-M-100126,1407593231,0.6423398328690808,0.6626254,1
fru-M-100126,1718438146,0.6710801393728223,0.6739766,1
Cha-F-200066,1503677795,0.39646464646464646,0.38979715,0
Cha-F-200066,1536793384,0.27060653188180406,0.2606124,0
Cha-F-200066,1283030884,0.2545045045045045,0.25500152,0
Cha-F-200066,5901217847,0.36444591029023743,0.3154874,0
Cha-F-200066,1189563993,0.22032772364924708,0.22008388,0
Gad1-F-600663,1075741037,0.6933333333333334,0.5197817,1
Gad1-F-600663,1322306508,0.5258292550299076,0.53418386,1
Gad1-F-600663,1632309827,0.6376712328767123,0.4987627,0
Gad1-F-600663,1075400240,0.6180742334588488,0.55162096,1
Gad1-F-600663,1446756739,0.498582039162728,0.53565115,1
Gad1-F-600663,1414354109,0.6318211702827087,0.5167511,1
Gad1-F-600663,1570565128,0.4760425909494233,0.5178338,1
Gad1-F-600663,1507139129,0.498133554541684,0.49637687,0
Gad1-F-600663,1728479593,0.6195797943674565,0.35572568,0
Gad1-F-600663,1414073219,0.4988764044943821,0.50406474,1
TH-F-700004,612371421,0.5309384164222873,0.49359357,0
TH-F-700004,5813089803,0.49258303772976453,0.20212688,0
TH-F-700004,5813070070,0.40434477925718293,0.4106911,0
TH-F-700004,643830129,0.44609665427509293,0.25619745,0
TH-F-700004,829697614,0.43382530849262047,0.13487321,0
TH-F-700004,762058745,0.4311077769442361,0.7335507,1
TH-F-700004,550750102,0.4987638396216273,0.026742013,0
TH-F-700004,581336531,0.5628265737745708,0.3071228,0
TH-F-700004,5813082723,0.4558149228845353,0.14378428,0
TH-F-700004,676573560,0.47107702141259195,0.07418547,0
Trh-M-000086,5812994094,0.4789988492520138,0.48557395,0
Trh-M-000086,1593417998,0.529562383612663,0.5124462,1
Trh-M-000086,5812994062,0.4679487179487179,0.5251343,1
Trh-M-000086,5813026773,0.49789029535864987,0.61282533,1
Trh-M-000086,1469269528,0.4882017900732303,0.4496648,0
Trh-M-000086,1407874177,0.4528718703976435,0.41616434,0
Trh-M-000086,1158994954,0.4664246823956443,0.5837401,1
Trh-M-000086,1749275570,0.44,0.42875466,0
Trh-M-000086,1378212488,0.553173241852487,0.5392216,1
Trh-M-000086,2065745704,0.48794063079777367,0.502953,1
VGlut-F-700420,542311358,0.57663782447466,0.7385292,1
VGlut-F-700420,542652506,0.5123609394313968,0.8040212,1
VGlut-F-700420,5901222910,0.4672435105067985,0.7317514,1
VGlut-F-700420,542665377,0.6029785688339993,0.773237,1
VGlut-F-700420,572663539,0.5270704573547591,0.7795305,1
VGlut-F-700420,573333835,0.48984702240029143,0.743204,1
VGlut-F-700420,1447201088,0.5567367119901113,0.76883703,1
VGlut-F-700420,727855437,0.5028430160692213,0.7117068,1
VGlut-F-700420,604726283,0.6402439024390244,0.74586976,1
VGlut-F-700420,637462647,0.6637824474660075,0.7482353,1
fru-F-400378,1628291400,0.3660930528999363,0.26091605,0
fru-F-400378,1807342446,0.5315487571701721,0.48519734,0
fru-F-400378,5813078186,0.461440407903123,0.3676085,0
fru-F-400378,1629996612,0.4185742315238719,0.32839057,0
fru-F-400378,1744266747,0.5188017845761632,0.58006376,1
fru-F-400378,1628973439,0.46179401993355484,0.4446991,0
fru-F-400378,1996276282,0.48642447418738055,0.39837244,0
fru-F-400378,1995952560,0.49394518801784576,0.49598914,0
fru-F-400378,1965254114,0.4507329509241555,0.436474,0
fru-F-400378,1806664939,0.37093690248565964,0.35094917,0
Cha-F-400222,1602247856,0.6102603369065851,0.36348546,0
Cha-F-400222,944802835,0.530146659424226,0.45356172,0
Cha-F-400222,1479225680,0.580104106419896,0.34593794,0
Cha-F-400222,1635354529,0.5776397515527951,0.38687778,0
Cha-F-400222,389239243,0.547584187408492,0.31611943,0
Cha-F-400222,665735597,0.4173486088379706,0.25446674,0
Cha-F-400222,1414746150,0.5966709346991037,0.30074784,0
Cha-F-400222,883415421,0.5983213429256595,0.44462278,0
Cha-F-400222,483349859,0.4198250728862974,0.2766141,0
Cha-F-400222,886130319,0.6597753956100052,0.40769407,0
E0585-F-600001,1039723833,0.46956521739130436,0.54313374,1
E0585-F-600001,1195554644,0.44811594202898547,0.65871644,1
E0585-F-600001,1134581674,0.4156521739130435,0.25425288,0
E0585-F-600001,1069762054,0.48478260869565215,0.565887,1
E0585-F-600001,1289000850,0.4660609299839658,0.6330243,1
E0585-F-600001,358613830,0.33575482406356405,0.098440476,0
E0585-F-600001,881506038,0.4910277324632953,0.75918186,1
E0585-F-600001,327566137,0.42348589921405455,0.7262454,1
E0585-F-600001,1261751722,0.3477715003138731,0.041327033,0
E0585-F-600001,602562786,0.5416908492938672,0.7801008,1
fru-F-400010,862705904,0.5381585425898572,0.8106133,1
fru-F-400010,1206114100,0.4941803116985599,0.8482639,1
fru-F-400010,1173045815,0.5637703819522002,0.7965144,1
fru-F-400010,1141692008,0.6027397260273973,0.5963568,1
fru-F-400010,1173745330,0.5669021622778847,0.70564115,1
fru-F-400010,1205090786,0.5096592142392012,0.7616703,1
fru-F-400010,983759126,0.5010206396008166,0.80964595,1
fru-F-400010,924429714,0.47418535759627595,0.5809158,1
fru-F-400010,516875221,0.5081904761904762,0.640398,1
fru-F-400010,1141678665,0.5067324955116697,0.7594103,1
VGlut-F-400723,1750243366,0.4546075085324232,0.42729312,0
VGlut-F-400723,1877468736,0.42478125882020884,0.281263,0
VGlut-F-400723,1779221851,0.36518448438978235,0.24517745,0
VGlut-F-400723,5901217847,0.48532423208191117,0.36689958,0
VGlut-F-400723,1567482299,0.5679423183582916,0.39272106,0
VGlut-F-400723,1659231557,0.5324232081911262,0.4534631,0
VGlut-F-400723,1537466874,0.5810580204778156,0.44709083,0
VGlut-F-400723,1286083010,0.4317269076305221,0.36943474,0
VGlut-F-400723,1567482594,0.5314009661835748,0.36637545,0
VGlut-F-400723,1499248377,0.3437757625721352,0.30423123,0
VGlut-F-400782,1817785682,0.43127147766323026,0.3641211,0
VGlut-F-400782,5812991769,0.40378006872852235,0.3284334,0
VGlut-F-400782,1847806203,0.6428571428571428,0.3384186,0
VGlut-F-400782,5813034336,0.44673539518900346,0.33070174,0
VGlut-F-400782,1879877415,0.5223367697594502,0.36091632,0
VGlut-F-400782,1974682390,0.33676975945017185,0.35190117,0
VGlut-F-400782,1817112807,0.3951890034364261,0.34502047,0
VGlut-F-400782,1817457987,0.4054982817869416,0.32863536,0
VGlut-F-400782,1849183960,0.4209621993127148,0.3465943,0
VGlut-F-400782,1878845629,0.5063001145475372,0.34345868,0
Gad1-F-000248,849832122,0.503409312293006,0.5858297,1
Gad1-F-000248,1349114660,0.5452553144860838,0.64786226,1
Gad1-F-000248,880526398,0.47660961695191517,0.65455633,1
Gad1-F-000248,911220331,0.5210433669387102,0.6337744,1
Gad1-F-000248,726024758,0.49921899406435494,0.61404353,1
Gad1-F-000248,694985489,0.4956726986624705,0.69741344,1
Gad1-F-000248,1349114669,0.5452555684305394,0.5982917,1
Gad1-F-000248,757055403,0.5648886163907623,0.5604852,1
Gad1-F-000248,819138027,0.5005524861878452,0.6134871,1
Gad1-F-000248,880526177,0.5542483660130719,0.65666765,1
Cha-F-100366,767502639,0.3982683982683983,0.617657,1
Cha-F-100366,1343891368,0.2823445318084346,0.24437706,0
Cha-F-100366,363379387,0.26927374301675977,0.6721358,1
Cha-F-100366,301314150,0.41624609468877666,0.7346484,1
Cha-F-100366,5812983423,0.3771305285868393,0.7074251,1
Cha-F-100366,878324222,0.28689275893675525,0.7426592,1
Cha-F-100366,549916869,0.3625922887612797,0.77024096,1
Cha-F-100366,736122569,0.3896713615023474,0.7493474,1
Cha-F-100366,332003899,0.3333333333333333,0.6574506,1
Cha-F-100366,5813060614,0.3683060109289617,0.58668905,1
Gad1-F-800547,1537793884,0.36421725239616615,0.44759968,0
Gad1-F-800547,1537803404,0.2827476038338658,0.42405528,0
Gad1-F-800547,5812982246,0.3210862619808307,0.41012627,0
Gad1-F-800547,1507787627,0.36421725239616615,0.44151372,0
Gad1-F-800547,1536451903,0.38817891373801916,0.4417492,0
Gad1-F-800547,1536788564,0.38338658146964855,0.41140914,0
Gad1-F-800547,1507781967,0.4185303514376997,0.43197682,0
Gad1-F-800547,1536452097,0.4153354632587859,0.41504398,0
Gad1-F-800547,1222018576,0.3418530351437699,0.42422676,0
Gad1-F-800547,1253394541,0.3007518796992481,0.35697755,0
fru-F-100082,5813060068,0.47866419294990725,0.40489292,0
fru-F-100082,5901218894,0.5615636066466904,0.4094888,0
fru-F-100082,1670287030,0.5898547328959701,0.39727667,0
fru-F-100082,1139909038,0.51604788970855,0.50400406,1
fru-F-100082,1666561406,0.49088820826952534,0.7323063,1
fru-F-100082,1168915489,0.4781383568149439,0.66585183,1
fru-F-100082,1262360335,0.5229519482307585,0.43221363,0
fru-F-100082,987117151,0.4860434496379197,0.3483438,0
fru-F-100082,1140249804,0.5087141640647176,0.30001107,0
fru-F-100082,1640909284,0.5587990885940223,0.38007322,0
Gad1-F-200313,880875927,0.4424418604651163,0.44314402,0
Gad1-F-200313,915947054,0.46802325581395354,0.32800406,0
Gad1-F-200313,920994194,0.42732558139534893,0.39772853,0
Gad1-F-200313,1002999221,0.4058139534883721,0.5862045,1
Gad1-F-200313,696682163,0.4903100775193798,0.698074,1
Gad1-F-200313,915605802,0.4734829592684954,0.6084698,1
Gad1-F-200313,1947563799,0.3944104254985084,0.29719666,0
Gad1-F-200313,5813057963,0.3965116279069768,0.45321447,0
Gad1-F-200313,606362007,0.4176356589147287,0.45659336,0
Gad1-F-200313,449438847,0.5479651162790697,0.72792053,1
Trh-F-700063,1970698685,0.5935668334524661,0.31957534,0
Trh-F-700063,1782201421,0.5203136136849608,0.17929263,0
Trh-F-700063,2002103845,0.6220125786163522,0.20552707,0
Trh-F-700063,1781869202,0.5318280739934712,0.22006838,0
Trh-F-700063,2127949176,0.6627056672760513,0.24454038,0
Trh-F-700063,1876276621,0.6564689063616869,0.3042311,0
Trh-F-700063,1813222721,0.6353109363831309,0.27225465,0
Trh-F-700063,1971052935,0.6112937812723375,0.3041288,0
Trh-F-700063,2221053439,0.6507505360972123,0.30714184,0
Trh-F-700063,1812902999,0.5708234830575255,0.23007451,0
fru-M-300381,1164305231,0.3015037593984962,0.32801372,0
Gad1-F-200343,797981213,0.386173438447544,0.13875626,0
Gad1-F-200343,1162862472,0.36143117040630685,0.14856279,0
Gad1-F-200343,921814579,0.4429351121892056,0.09360085,0
Gad1-F-200343,1103577592,0.49638645872955495,0.53524166,1
Gad1-F-200343,1073504644,0.45603395997574286,0.3967257,0
Gad1-F-200343,1194242354,0.4753283933984507,0.045856956,0
Gad1-F-200343,1318049780,0.4298362644026683,0.26790828,0
Gad1-F-200343,1318028213,0.4434202546998181,0.12480246,0
Gad1-F-200343,786989471,0.4629068122094198,0.3693681,0
Gad1-F-200343,5813016287,0.5168353105373342,0.5222771,1
VGlut-F-700350,2157555663,0.16666666666666669,0.2596003,0
VGlut-F-700350,2246861609,0.125979843225084,0.20914952,0
VGlut-F-700350,2188590741,0.13823064770932073,0.27469313,0
Cha-F-500223,452162916,0.319362950544845,0.55381763,1
Cha-F-500223,386280932,0.27761944677284156,0.0090732835,0
Cha-F-500223,786691714,0.301257334450964,0.18617028,0
Cha-F-500223,673518025,0.3137049455155071,0.39483252,0
Cha-F-500223,947685653,0.2927074601844091,0.0031901805,0
Cha-F-500223,916296860,0.2969406988545744,0.0044012684,0
Cha-F-500223,946641278,0.37267393126571674,0.46650124,0
Cha-F-500223,5813033535,0.2932103939647946,0.10321362,0
Cha-F-500223,1220576923,0.37870913663034367,0.35761306,0
Cha-F-500223,1097718659,0.21475272422464378,0.018529959,0
fru-M-300117,821193443,0.38935771214252224,0.42718694,0
fru-M-300117,798995311,0.40872011251758084,0.3683129,0
fru-M-300117,1605518663,0.3689639006094702,0.027495755,0
fru-M-300117,852906243,0.3984997655883732,0.53818053,1
fru-M-300117,760806798,0.3516174402250351,0.5170198,1
fru-M-300117,5813080768,0.40857946554149077,0.17037012,0
fru-M-300117,797635637,0.40028129395218,0.24717776,0
fru-M-300117,5813078571,0.4034791012321817,0.16573986,0
fru-M-300117,946339109,0.372948898265354,0.42006424,0
fru-M-300117,694299183,0.44796061884669475,0.18829106,0
VGlut-F-000663,943269573,0.22448542024013726,0.15530346,0
VGlut-F-000663,787421325,0.3557032590051458,0.54700124,1
VGlut-F-000663,849491263,0.286106346483705,0.4426728,0
VGlut-F-000663,5813041382,0.1939965694682676,0.26248187,0
VGlut-F-000663,787421505,0.30051457975986284,0.5246852,1
VGlut-F-000663,880875742,0.2161234991423671,0.21138304,0
VGlut-F-000663,945354221,0.4039451114922813,0.49520284,0
VGlut-F-000663,1003672833,0.20480274442538599,0.17434159,0
VGlut-F-000663,942959557,0.2536878216123499,0.16253084,0
VGlut-F-000663,1288790426,0.3805970149253731,0.067146495,0
Trh-M-300074,5813054777,0.7221389305347325,0.44235227,0
Trh-M-300074,5813054725,0.7698893910998421,0.4609632,0
Trh-M-300074,5813069085,0.8121255406102448,0.43399164,0
Trh-M-300074,5813078440,0.7952518818760855,0.48551157,0
Trh-M-300074,1642623277,0.8124364139502706,0.4456721,0
Trh-M-300074,5813069055,0.8059394631639065,0.41087797,0
Trh-M-300074,5813062199,0.8340569348758611,0.3218331,0
Trh-M-300074,1547454812,0.786090195125901,0.49223307,0
Trh-M-300074,5813054622,0.6785506909766577,0.47853434,0
Trh-M-300074,1824101645,0.8556993792101438,0.37475628,0
fru-M-800169,1905110758,0.5655737704918032,0.25085723,0
fru-M-800169,2041255721,0.6425806451612904,0.34345922,0
fru-M-800169,2183418336,0.5656003708854891,0.27506045,0
fru-M-800169,5901193401,0.560759493670886,0.3961972,0
fru-M-800169,2070239660,0.5983870967741935,0.33004418,0
fru-M-800169,2100934217,0.47058823529411764,0.30940822,0
fru-M-800169,2070222337,0.5630153121319199,0.35684866,0
fru-M-800169,2071949565,0.5778781038374717,0.35268125,0
fru-M-800169,1977800169,0.47715517241379296,0.3693631,0
fru-M-800169,2069194719,0.645751633986928,0.32084224,0
fru-M-800145,5813060068,0.4317214700193423,0.27354068,0
fru-M-800145,1139909038,0.4451086956521739,0.5706195,1
fru-M-800145,1591463117,0.4972273567467653,0.21865463,0
fru-M-800145,1666561406,0.4031063321385902,0.6501728,1
fru-M-800145,1606503024,0.44608013937282226,0.3432178,0
fru-M-800145,1168915489,0.41453104359313075,0.567005,1
fru-M-800145,1262360335,0.45449101796407193,0.598938,1
fru-M-800145,1140249804,0.43651201450808524,0.51848626,1
fru-M-800145,5813022629,0.44062929586069965,0.58113563,1
fru-M-800145,5813075030,0.4493948430099984,0.5784131,1
Gad1-F-100644,729479296,0.47007779772591257,0.47449207,0
Gad1-F-100644,1224591262,0.5167213114754098,0.5659553,1
Gad1-F-100644,986098785,0.3881390593047035,0.19601451,0
Gad1-F-100644,5813078133,0.44634655532359085,0.23820479,0
Gad1-F-100644,5813058195,0.5073724320742213,0.4053263,0
Gad1-F-100644,853778346,0.5203841630733046,0.48060343,0
Gad1-F-100644,612738462,0.46416144745998605,0.17372523,0
Gad1-F-100644,544956941,0.43006263048016696,0.21822831,0
Gad1-F-100644,1794080892,0.3662125340599455,0.32601362,0
Gad1-F-100644,1075499064,0.4286660046342271,0.27300438,0
Gad1-F-400672,1840636280,0.6123287671232877,0.63282603,1
Gad1-F-400672,1690011290,0.5862533692722371,0.61296743,1
Gad1-F-400672,1907510214,0.5759768451519537,0.62218493,1
Gad1-F-400672,1868255513,0.5369127516778524,0.51785856,1
Gad1-F-400672,1837198715,0.5616835994194485,0.5718434,1
Gad1-F-400672,1907156409,0.7081967213114754,0.6155635,1
Gad1-F-400672,5813045792,0.5639692585895117,0.6279056,1
Gad1-F-400672,5812993165,0.5019108280254777,0.52883023,1
Gad1-F-400672,5813069053,0.577020202020202,0.6089105,1
Gad1-F-400672,1874035952,0.6026986506746627,0.6309628,1
fru-F-700238,5813134294,0.6338287227781048,0.5994553,1
fru-F-700238,544270890,0.5716945996275605,0.71503305,1
fru-F-700238,581409749,0.47392923649906893,0.11803334,0
fru-F-700238,1101133698,0.5423261729790841,0.06043828,0
fru-F-700238,543256347,0.6291123525760397,0.836076,1
fru-F-700238,484829654,0.5536933581626319,0.31500137,0
fru-F-700238,544611593,0.6006276709401709,0.8945364,1
fru-F-700238,1006366928,0.5223412112259971,0.646472,1
fru-F-700238,669421910,0.647929405225125,0.8419345,1
fru-F-700238,699687305,0.49043062200956933,0.89513636,1
Cha-F-900026,5813022738,0.5096798926586161,0.31717682,0
Cha-F-900026,632570417,0.49240879220484934,0.43567178,0
Cha-F-900026,1194652343,0.48481418600264103,0.38318822,0
Cha-F-900026,1006967204,0.5589755639097744,0.25868884,0
Cha-F-900026,794225197,0.49445997721859786,0.078731745,0
Cha-F-900026,1605518663,0.40994035785288274,0.035412062,0
Cha-F-900026,796978752,0.5305651672433679,0.021007538,0
Cha-F-900026,1605842920,0.5151571856287425,0.025124352,0
Cha-F-900026,917691380,0.42089958775029446,0.42900068,0
Cha-F-900026,5901217908,0.510752688172043,0.13798971,0
VGlut-F-100390,5813068707,0.5097027481772296,0.17105797,0
VGlut-F-100390,919846263,0.6797323135755258,0.4832134,0
VGlut-F-100390,703282980,0.5541350936730044,0.30420628,0
VGlut-F-100390,327499164,0.5560787934749154,0.17923728,0
VGlut-F-100390,479935033,0.5674903649965994,0.25110555,0
VGlut-F-100390,5813056020,0.4862834376778599,0.39048615,0
VGlut-F-100390,5813021535,0.47727047964397556,0.14701873,0
VGlut-F-100390,614081151,0.48440332852958945,0.019486094,0
VGlut-F-100390,417550216,0.4125858630622645,0.21929775,0
VGlut-F-100390,418607079,0.43886779426993444,0.095802665,0
fru-F-500513,733203990,0.5169297768100164,0.07116486,0
fru-F-500513,550422384,0.4094811388929037,0.7533648,1
fru-F-500513,952166828,0.4148867313915858,0.0072420416,0
fru-F-500513,579420623,0.40841121495327104,0.060828935,0
fru-F-500513,946300206,0.520723608884818,0.13909961,0
fru-F-500513,484829654,0.5546199276052582,0.14191061,0
fru-F-500513,5813014693,0.5793365729980985,0.13754591,0
fru-F-500513,577373434,0.4324829931972789,0.24109061,0
fru-F-500513,608754263,0.5057501306847882,0.6231041,1
fru-F-500513,915960391,0.46094069529652354,0.4174954,0
Cha-F-700115,5813040779,0.5338629592850049,0.09989059,0
Cha-F-700115,5813133450,0.4656023222060958,0.18869874,0
Cha-F-700115,1314342109,0.43998705920414105,0.19989069,0
Cha-F-700115,1561925676,0.4023558586484811,0.18615748,0
Cha-F-700115,1438157188,0.4075333507716453,0.39955217,0
Cha-F-700115,1543535599,0.3320594479830148,0.005797096,0
Cha-F-700115,1502532477,0.3995060203766595,0.052795168,0
Cha-F-700115,1068441202,0.45603271983640087,0.26953354,0
Cha-F-700115,977413163,0.389691235059761,0.02399925,0
Cha-F-700115,884635896,0.42513167795334833,0.3617477,0
5HT1A-M-300007,1284675398,0.44013444767441856,0.14592771,0
5HT1A-M-300007,1252927798,0.28746250749850033,0.0880841,0
5HT1A-M-300007,1038420643,0.33689262147570487,0.26179296,0
5HT1A-M-300007,1344042108,0.42135572885422923,0.36477932,0
5HT1A-M-300007,1344724350,0.40599880023995205,0.39733776,0
5HT1A-M-300007,1406017361,0.3100179964007199,0.38604075,0
5HT1A-M-300007,1777054942,0.3707312546399406,0.8148433,1
5HT1A-M-300007,1229107423,0.2855428914217157,0.19794457,0
5HT1A-M-300007,5812992357,0.31289742051589675,0.64093643,1
5HT1A-M-300007,1345048347,0.417996400719856,0.47603628,0
Trh-M-500083,1038420643,0.28319559228650143,0.26001123,0
Trh-M-500083,1344042108,0.3295786399666249,0.29537418,0
Trh-M-500083,5813133450,0.3399725274725275,0.25098482,0
Trh-M-500083,1344724350,0.2902262057191634,0.39297402,0
Trh-M-500083,5813078518,0.3044077134986226,0.52244335,1
