fc_id,em_id,KT_score,model_predict,binary_label
VT4419-F-100000,5813054726,0.6948595337716681,0.2943058,0
VT4419-F-100000,1704347707,0.7116371268656722,0.44267902,0
VT4419-F-100000,1732995501,0.7057812637701601,0.45803577,0
VT4419-F-100000,5813069085,0.755452127659575,0.52974725,1
VT4419-F-100000,1699974843,0.7523880393020392,0.3713889,0
VT4419-F-100000,1139909038,0.5149863760217983,0.06760011,0
VT4419-F-100000,1672320134,0.731978481769277,0.4120592,0
VT4419-F-100000,1262360335,0.5156596013919651,0.17241597,0
VT4419-F-100000,5813032595,0.699296796517469,0.3224837,0
VT4419-F-100000,1762354941,0.6140638564676378,0.22476588,0
Trh-M-300108,1812488920,0.3360655737704918,0.1852546,0
Trh-M-300108,1129755551,0.30476900149031294,0.03704945,0
Trh-M-300108,2006926086,0.33174366616989565,0.22066054,0
Trh-M-300108,1345596879,0.32935916542473925,0.0077835782,0
Trh-M-300108,1719388267,0.2707401887729757,0.029354682,0
Trh-M-300108,5813016716,0.3387978142076503,0.0030656806,0
Trh-M-300108,729742221,0.3007451564828613,0.19363743,0
Trh-M-300108,5813055134,0.3326378539493294,0.12941767,0
Trh-M-300108,1686000717,0.38002980625931443,0.078990154,0
Trh-M-300108,1623266542,0.31505216095380034,0.023491398,0
VGlut-F-700472,1222233946,0.4251944330740892,0.7516965,1
VGlut-F-700472,1035640810,0.33424908424908434,0.5488276,1
VGlut-F-700472,5901230686,0.48808545603944126,0.66067445,1
VGlut-F-700472,1685594997,0.4739583333333333,0.8207817,1
VGlut-F-700472,1777054942,0.3449865861837693,0.73423815,1
VGlut-F-700472,1622584190,0.29560059317844783,0.3810634,0
VGlut-F-700472,5813016796,0.36445147679324896,0.30799624,0
VGlut-F-700472,1345048347,0.3974303135888502,0.76631415,1
VGlut-F-700472,5813045442,0.34741225461035097,0.6783913,1
VGlut-F-700472,1622229929,0.47069051167411813,0.7797064,1
Trh-M-700084,481268653,0.47597977243994943,0.9308492,1
Trh-M-700084,635048729,0.5254156769596201,0.8251609,1
Trh-M-700084,542311358,0.5771683673469388,0.87988436,1
Trh-M-700084,634379734,0.5720046082949308,0.88944083,1
Trh-M-700084,1694850602,0.5354676710608914,0.91121787,1
Trh-M-700084,760250511,0.47170971709717097,0.84597725,1
Trh-M-700084,5813090752,0.5992196209587514,0.79779935,1
Trh-M-700084,603349484,0.584870848708487,0.9208247,1
Trh-M-700084,636418270,0.5756773787019536,0.8260247,1
Trh-M-700084,635407942,0.6011356466876971,0.92034096,1
VGlut-F-500014,1224560577,0.43588532883642495,0.33165768,0
VGlut-F-500014,1070950293,0.41652613827993246,0.12931214,0
VGlut-F-500014,889838921,0.44283305227655984,0.49662864,0
VGlut-F-500014,1693719111,0.5352445193929175,0.28260902,0
VGlut-F-500014,1068885266,0.40775716694772335,0.24960081,0
VGlut-F-500014,5813021943,0.5722765598650927,0.14761169,0
VGlut-F-500014,5813062668,0.41922428330522765,0.34581366,0
VGlut-F-500014,1352335144,0.35615514333895437,0.5483043,1
VGlut-F-500014,544046671,0.44384485666104545,0.3954414,0
VGlut-F-500014,829141094,0.48768971332209093,0.29921123,0
Gad1-F-400442,5812992408,0.4787234042553193,0.4133862,0
Gad1-F-400442,1139153107,0.5246913580246912,0.72586685,1
Gad1-F-400442,1079872487,0.5358490566037736,0.6440949,1
Gad1-F-400442,1109194016,0.45747800586510273,0.70836496,1
Gad1-F-400442,1110186452,0.5999339279814999,0.5805102,1
Gad1-F-400442,1230531193,0.3546511627906976,0.33496064,0
Gad1-F-400442,1533040541,0.5,0.564701,1
Gad1-F-400442,1625804723,0.48301329394386994,0.7192944,1
Gad1-F-400442,1080545525,0.6156058971592951,0.7007374,1
Gad1-F-400442,1439927802,0.45367717287488074,0.58471143,1
Tdc2-F-100018,1075827302,0.3719608462267129,0.49977902,0
Tdc2-F-100018,1011996877,0.4473942969518189,0.007088708,0
Tdc2-F-100018,858933153,0.37358294331773273,0.506055,1
Tdc2-F-100018,452401246,0.4607724803862401,0.10945421,0
Tdc2-F-100018,952624405,0.41109101868595543,0.016983487,0
Tdc2-F-100018,667931999,0.4038697788697788,0.28948796,0
Tdc2-F-100018,452029745,0.4750062173588659,0.09721892,0
Tdc2-F-100018,453765256,0.4073133270321362,0.32181758,0
Tdc2-F-100018,677182018,0.5020043731778426,0.96296525,1
Tdc2-F-100018,5813055834,0.4664520149563772,0.13745965,0
Gad1-F-100494,363029976,0.4947662247034192,0.9549131,1
Gad1-F-100494,704750673,0.5239197530864196,0.9658212,1
Gad1-F-100494,5813083719,0.463768115942029,0.97786087,1
Gad1-F-100494,488179585,0.4631642512077295,0.9587274,1
Gad1-F-100494,394755782,0.4263285024154589,0.9625015,1
Gad1-F-100494,642689607,0.40579710144927517,0.968218,1
Gad1-F-100494,908699052,0.5120120120120117,0.9671687,1
Gad1-F-100494,5812980219,0.4770531400966184,0.97075695,1
Gad1-F-100494,549572017,0.3514492753623189,0.95267576,1
Gad1-F-100494,880055173,0.45893719806763295,0.96142423,1
5HT1A-F-000001,1225251556,0.30269058295964124,0.27239063,0
5HT1A-F-000001,849745643,0.3786897980321077,0.37051108,0
5HT1A-F-000001,1168059800,0.3587287766652155,0.54877037,1
5HT1A-F-000001,1198684596,0.36221158032215933,0.75012606,1
5HT1A-F-000001,915623433,0.5076763937282229,0.6043541,1
5HT1A-F-000001,1132483817,0.36279204759831674,0.3421037,0
5HT1A-F-000001,1129042596,0.34477699530516426,0.35487667,0
5HT1A-F-000001,5813044992,0.40414761593729587,0.03677499,0
5HT1A-F-000001,1168664374,0.48019591141396917,0.37423155,0
5HT1A-F-000001,1198413357,0.3500252270433905,0.48725107,0
VGlut-F-600791,797981213,0.35697602950215124,0.0052669793,0
VGlut-F-600791,674882250,0.45061023794889804,0.015246293,0
VGlut-F-600791,1102514975,0.436140135218193,0.0026881015,0
VGlut-F-600791,1436758299,0.37364945978391345,0.011256119,0
VGlut-F-600791,1049351868,0.39385371850030726,0.012264342,0
VGlut-F-600791,5813058316,0.4031960663798402,0.018429346,0
VGlut-F-600791,1068449058,0.43771827706635624,0.024001775,0
VGlut-F-600791,864156049,0.3239241092086997,0.00017053341,0
VGlut-F-600791,1099800130,0.32599877074370004,0.078445405,0
VGlut-F-600791,5813088712,0.482965359725923,0.0020649845,0
Gad1-F-100043,1166328873,0.3400653971917676,0.0493486,0
Gad1-F-100043,983093876,0.340942347088089,0.02148704,0
Gad1-F-100043,1014457195,0.36097560975609766,0.043250322,0
Gad1-F-100043,1127476096,0.2658313579410769,0.003518488,0
Gad1-F-100043,1259097611,0.32914923291492326,0.16497529,0
Gad1-F-100043,1168664512,0.33041788143828965,0.085851185,0
Gad1-F-100043,1135984965,0.31170370370370376,0.0072874185,0
Gad1-F-100043,1138696627,0.3369040117622349,0.0043572076,0
Gad1-F-100043,1044822631,0.3429329291398257,0.019779896,0
Gad1-F-100043,1320480289,0.2943046020849225,0.022533018,0
Gad1-F-600457,1606010743,0.5776436303080764,0.65582675,1
Gad1-F-600457,1502342193,0.3726513569937369,0.7640289,1
Gad1-F-600457,1657516638,0.4164785553047404,0.67304647,1
Gad1-F-600457,1200536428,0.31456611570247933,0.78011304,1
Gad1-F-600457,1563372679,0.3804930332261522,0.67988735,1
Gad1-F-600457,5813024368,0.4590846047156727,0.5633224,1
Gad1-F-600457,1479825087,0.573881932021467,0.28829744,0
Gad1-F-600457,1714795031,0.39166666666666666,0.29913658,0
Gad1-F-600457,5901193401,0.49087656529517,0.56353843,1
Gad1-F-600457,2155505207,0.42068361086765993,0.5827282,1
VGlut-F-000153,1908171744,0.4142921754862054,0.2452884,0
Gad1-F-400922,295490863,0.35428571428571426,0.5756073,1
Gad1-F-400922,1261129931,0.3129432624113475,0.63597107,1
Gad1-F-400922,327565511,0.3076241134751773,0.31992778,0
Gad1-F-400922,295490804,0.3462264150943396,0.32524112,0
Gad1-F-400922,1198749960,0.25855263157894737,0.09221578,0
Gad1-F-400922,5813041131,0.3377659574468085,0.31198916,0
Gad1-F-400922,326184549,0.36506469500924216,0.24246757,0
Gad1-F-400922,1199082254,0.3146979260595131,0.16493529,0
Gad1-F-400922,357573309,0.3120567375886525,0.6361186,1
Gad1-F-400922,1220576923,0.31118421052631584,0.069423586,0
Trh-M-800007,1568596284,0.4269258459323254,0.45699254,0
Trh-M-800007,1602704738,0.4038876889848812,0.23260544,0
Trh-M-800007,1505149370,0.3650107991360691,0.41148174,0
Trh-M-800007,5813065458,0.37787481804949047,0.21300822,0
Trh-M-800007,1568936570,0.3634269258459323,0.1866934,0
Trh-M-800007,1598944549,0.44348452123830095,0.16552134,0
Trh-M-800007,862270125,0.44118070554355654,0.10559064,0
Trh-M-800007,892268533,0.5062634989200864,0.29969358,0
Trh-M-800007,1221837020,0.3695704343652507,0.05155658,0
Trh-M-800007,892609503,0.5033837293016559,0.16345887,0
Trh-M-600066,1508127542,0.591792656587473,0.30174768,0
