fc_id,em_id,KT_score,model_predict,binary_label
VGlut-F-200539,1312899483,0.6291390728476821,0.62005854,1
VGlut-F-200539,5813057274,0.4381735911147676,0.013667077,0
VGlut-F-200539,975560497,0.49438929650409985,0.26125184,0
VGlut-F-200539,789726348,0.5566896551724135,0.21177015,0
VGlut-F-200539,1100404634,0.5429147465437787,0.14083132,0
VGlut-F-200539,1100404581,0.603967084254483,0.26093197,0
VGlut-F-200539,5813058224,0.5177000346380326,0.49580458,0
VGlut-F-200539,1374900967,0.6216983623877442,0.25640154,0
VGlut-F-200539,1747379889,0.5953972602739726,0.59431386,1
VGlut-F-200539,1069352248,0.5182998053212197,0.0008517911,0
fru-M-500008,861915746,0.6240090600226501,0.7139522,1
fru-M-500008,955365826,0.7257831325301203,0.6520716,1
fru-M-500008,986396204,0.6791707798617966,0.6285675,1
fru-M-500008,5813015764,0.6929898648648649,0.77164626,1
fru-M-500008,892277609,0.6446469248291572,0.7020952,1
fru-M-500008,985731781,0.7228601252609602,0.67898446,1
fru-M-500008,986063833,0.6165338645418327,0.73050725,1
fru-M-500008,892268282,0.6504950495049505,0.7364711,1
fru-M-500008,893632417,0.6472527472527473,0.72662014,1
fru-M-500008,923648748,0.615321252059308,0.7694483,1
VGlut-F-300168,611646132,0.4007801072647489,0.7303207,1
VGlut-F-300168,5812980618,0.429064039408867,0.6813726,1
VGlut-F-300168,877659583,0.4334170854271357,0.6172188,1
VGlut-F-300168,736813212,0.37743506493506496,0.68604463,1
VGlut-F-300168,1359553384,0.46714129244249725,0.76048493,1
VGlut-F-300168,394397189,0.47464167585446526,0.6365638,1
VGlut-F-300168,519223027,0.4563361785948785,0.7601405,1
VGlut-F-300168,5813077616,0.47291941875825627,0.6017909,1
VGlut-F-300168,5813021301,0.4838513101767215,0.74312943,1
VGlut-F-300168,846620223,0.5108043217286915,0.7836709,1
fru-M-800046,363724985,0.37883631713554994,0.5058909,1
fru-M-800046,940087822,0.32218934911242597,0.5617486,1
fru-M-800046,940070913,0.4537607891491984,0.73178273,1
fru-M-800046,332007728,0.3905657265380176,0.82441735,1
fru-M-800046,891637860,0.43425707547169806,0.7420721,1
fru-M-800046,923018290,0.3550488599348533,0.71063286,1
fru-M-800046,363370913,0.4492846465940636,0.6936062,1
fru-M-800046,5812980594,0.42147700201575955,0.7401544,1
fru-M-800046,363375475,0.4318181818181819,0.768404,1
fru-M-800046,939738473,0.5141612200435729,0.70851076,1
Gad1-F-400448,1356743173,0.44824902723735405,0.21298529,0
Gad1-F-400448,1660690370,0.35577421025375444,0.057484787,0
Gad1-F-400448,1753367903,0.6407263294422828,0.36163107,0
Gad1-F-400448,1876820783,0.4575875486381322,0.24721004,0
Gad1-F-400448,5813075792,0.6056515478761698,0.51541203,1
Gad1-F-400448,1752672460,0.4814526588845655,0.37548372,0
Gad1-F-400448,5813075754,0.4295719844357976,0.43782413,0
Gad1-F-400448,1690283476,0.6546854942233633,0.19499156,0
Gad1-F-400448,5901200775,0.46433203631647213,0.43370542,0
Gad1-F-400448,1563436478,0.6560283687943261,0.4813362,0
Gad1-F-100105,1362674294,0.3502704241389126,0.0029846418,0
Gad1-F-100105,1331311183,0.4664996869129618,0.0042535,0
Gad1-F-100105,1541701145,0.4077639094563148,0.0034163212,0
Gad1-F-100105,1543535599,0.4981681253816407,0.065964766,0
Gad1-F-100105,1628062270,0.40097003521360697,0.009802723,0
