fc_id,em_id,KT_score,model_predict,binary_label
Gad1-F-100555,388898135,0.5152992602555481,0.46884832,0
Gad1-F-100555,1321642426,0.6006944444444444,0.27058667,0
Gad1-F-100555,1541213697,0.5823148813803017,0.23340122,0
Gad1-F-100555,695798021,0.7023486901535683,0.46625882,0
Gad1-F-100555,418865948,0.6108490566037735,0.4238101,0
Gad1-F-100555,386825792,0.6114605171208944,0.442134,0
Gad1-F-100555,453708274,0.6069364161849711,0.385212,0
Gad1-F-100555,1357774525,0.6194379391100703,0.5073499,1
Gad1-F-100555,419596232,0.5353881278538812,0.36385295,0
Gad1-F-100555,480258202,0.6453252032520327,0.38302892,0
Gad1-F-300165,666312288,0.4728307254623045,0.87645906,1
Gad1-F-300165,915623395,0.4895953757225433,0.6305653,1
Gad1-F-300165,1132168736,0.45358769931662873,0.69700325,1
Gad1-F-300165,1070439674,0.4040523494165877,0.7632702,1
Gad1-F-300165,944262351,0.45994065281899116,0.8514558,1
Gad1-F-300165,788461444,0.4728323699421964,0.583508,1
Gad1-F-300165,1133890586,0.46008245877061443,0.7893954,1
Gad1-F-300165,912583959,0.411849710982659,0.33154646,0
Gad1-F-300165,789130596,0.3804964539007091,0.7551156,1
Gad1-F-300165,885253534,0.4083942877046325,0.19795369,0
fru-M-100062,5813022512,0.30076797765883173,0.121157095,0
fru-M-100062,5813053990,0.288134135855546,0.021959802,0
fru-M-100062,1775284660,0.4931116389548693,0.37094468,0
fru-M-100062,1509560728,0.3955785512699906,0.24307929,0
fru-M-100062,1292713151,0.2693130496791063,0.06557566,0
fru-M-100062,1353363841,0.38818791946308734,0.18902747,0
fru-M-100062,1763037543,0.4664981036662451,0.047842227,0
fru-M-100062,5813056622,0.26928805481084306,0.26068756,0
fru-M-100062,1726184390,0.38076923076923075,0.25216222,0
fru-M-100062,2096909904,0.26578236305576025,0.047228012,0
Tdc2-F-100006,1008378609,0.4345514950166111,0.57198983,1
Tdc2-F-100006,1255634702,0.39640273311897106,0.31907764,0
Tdc2-F-100006,5813057169,0.4107795371498173,0.5369936,1
Tdc2-F-100006,421698065,0.4667572035899858,0.60561883,1
Tdc2-F-100006,734801540,0.5063679952052741,0.7334909,1
Tdc2-F-100006,946308203,0.4238972370334464,0.23269843,0
Tdc2-F-100006,677182018,0.5278195488721805,0.93215084,1
Tdc2-F-100006,1255630350,0.41266246553761315,0.7939521,1
Tdc2-F-100006,5813055834,0.41724825523429715,0.33985317,0
Tdc2-F-100006,981362334,0.42174652679330865,0.57321167,1
fru-F-400252,5813022370,0.4316163410301953,0.00091296865,0
fru-F-400252,5813111272,0.492755604155276,0.31315315,0
fru-F-400252,5901232053,0.4207317073170731,0.09971224,0
fru-F-400252,701383309,0.47288229842446705,0.12875035,0
fru-F-400252,703866010,0.4248623131392606,0.0008167953,0
fru-F-400252,611452437,0.4542066220372717,0.01117644,0
fru-F-400252,762037782,0.39664,0.014044519,0
fru-F-400252,859372751,0.40638810767376454,0.006012093,0
fru-F-400252,549722579,0.4547832071576045,0.0029338747,0
fru-F-400252,982540894,0.43884147918282895,0.009190385,0
Cha-F-000010,5813040779,0.42097788598092917,0.11512059,0
Cha-F-000010,1224258912,0.458709308966305,0.407304,0
Cha-F-000010,1224595673,0.4053996447602132,0.8025599,1
Cha-F-000010,1224591253,0.409397650587353,0.3220547,0
Cha-F-000010,1224945418,0.42524038461538455,0.5118112,1
Cha-F-000010,1100801075,0.4892069171138939,0.367821,0
Cha-F-000010,1193560469,0.4315525876460768,0.36035442,0
Cha-F-000010,5813045216,0.4247416922647303,0.465602,0
Cha-F-000010,1131836229,0.4927470075065935,0.9329903,1
Cha-F-000010,5812989296,0.36148430066603243,0.032574292,0
VGlut-F-400504,1284675398,0.44704307927606424,0.6515378,1
VGlut-F-400504,1200014419,0.4219280380176511,0.5487756,1
VGlut-F-400504,1602751898,0.3935845213849287,0.65287876,1
VGlut-F-400504,1541701033,0.38577154308617234,0.29938933,0
VGlut-F-400504,1224945418,0.38148233134465354,0.028990036,0
VGlut-F-400504,1259309269,0.3904233870967742,0.20307584,0
VGlut-F-400504,1572873534,0.4174857734092085,0.6261598,1
VGlut-F-400504,1045832508,0.4270196877121521,0.56782424,1
VGlut-F-400504,1568711739,0.455750977107761,0.023956439,0
VGlut-F-400504,5812979148,0.42581353305785136,0.7701525,1
Trh-F-500039,1782201421,0.4254825538233109,0.34786236,0
Trh-F-500039,5813018729,0.4880774962742174,0.0823397,0
Trh-F-500039,1813222721,0.582441113490364,0.41783312,0
Trh-F-500039,1971052935,0.5236259814418271,0.43210593,0
Trh-F-500039,1813559869,0.5538900785153462,0.542464,1
Trh-F-500039,1970707631,0.5024982155603139,0.38973892,0
Trh-F-500039,1813900946,0.4465381870092791,0.27462125,0
Trh-F-500039,1812898952,0.4969450101832994,0.5671634,1
Trh-F-500039,1813901048,0.42792538157150933,0.32240286,0
Trh-F-500039,1813206171,0.502927400468384,0.53278345,1
Trh-M-300167,1732995501,0.7711217858152023,0.55413365,1
Trh-M-300167,5901218894,0.7205944414300354,0.39327922,0
Trh-M-300167,1670287030,0.8062310688013845,0.37819108,0
Trh-M-300167,1671292719,0.7656212633664718,0.41328382,0
