fc_id,em_id,KT_score,model_predict,binary_label
Gad1-F-300149,1167593263,0.5536366006256517,0.57592463,1
Gad1-F-300149,1134849005,0.5459049141030762,0.75215316,1
Gad1-F-300149,612738462,0.38811011653436917,0.5513164,1
Gad1-F-300149,1229309429,0.5163761225567883,0.6394056,1
Gad1-F-300149,5813049445,0.5142628845385538,0.8673069,1
Gad1-F-300149,1167235473,0.5080532212885154,0.726239,1
Gad1-F-300149,1448929233,0.41038129696632347,0.033143185,0
Gad1-F-300149,1167235720,0.5094929103580869,0.7812934,1
Gad1-F-300149,1196573821,0.5606048547552727,0.9234935,1
Gad1-F-300149,1260011966,0.5833262801523489,0.8490965,1
VGlut-F-500342,1936848448,0.5191709844559588,0.8368641,1
VGlut-F-500342,5812991436,0.41386010362694303,0.698756,1
VGlut-F-500342,1808279335,0.43782383419689125,0.8383132,1
VGlut-F-500342,1907584319,0.3924870466321244,0.8282789,1
VGlut-F-500342,5812999239,0.4786324786324786,0.8598511,1
VGlut-F-500342,1907571222,0.40932642487046633,0.8251719,1
VGlut-F-500342,1806885187,0.2227979274611399,0.81163704,1
VGlut-F-500342,1714138479,0.25647668393782386,0.8267317,1
VGlut-F-500342,1753695198,0.5012953367875648,0.70166713,1
VGlut-F-500342,1907169406,0.4235751295336788,0.8297172,1
fru-F-500094,5813080838,0.19962511715089032,0.0014991745,0
fru-F-500094,569736250,0.221326164874552,0.023187622,0
fru-F-500094,5812983764,0.19165085388994305,0.00013511162,0
fru-F-500094,1036330791,0.2829537612146308,0.0057323608,0
fru-F-500094,601470598,0.1881720430107527,0.0053432486,0
fru-F-500094,1351874277,0.22335025380710655,0.0071096346,0
fru-F-500094,1036296133,0.2317497103128621,0.00014978784,0
fru-F-500094,416642425,0.17583183901175536,9.062575e-05,0
fru-F-500094,633546217,0.18494897959183673,0.00016304813,0
fru-F-500094,757699000,0.268192048012003,0.0025363343,0
fru-F-700108,1562712175,0.39371727748691104,0.724249,1
fru-F-700108,1167438288,0.5602094240837696,0.71844536,1
fru-F-700108,1201568464,0.599476439790576,0.7019715,1
fru-F-700108,1968215498,0.45549738219895286,0.6150091,1
fru-F-700108,2092019182,0.46596858638743455,0.7866619,1
fru-F-700108,1167783672,0.6522801302931596,0.824978,1
fru-F-700108,639905310,0.4949389179755673,0.8101653,1
fru-F-700108,5813041581,0.5424083769633508,0.7350113,1
fru-F-700108,1198132028,0.563350785340314,0.79092526,1
fru-F-700108,5812988109,0.6742808798646363,0.8694443,1
Cha-F-200047,1166328873,0.3551575046324892,0.1080875,0
Cha-F-200047,1004700437,0.3121852970795568,0.002243947,0
Cha-F-200047,1230095228,0.35446489434219514,0.046083104,0
Cha-F-200047,1044800536,0.36226114649681523,0.02659755,0
Cha-F-200047,424193190,0.31247443762781185,0.036776602,0
Cha-F-200047,941939879,0.32619047619047614,0.015136515,0
Cha-F-200047,699687305,0.3023032629558541,0.042575788,0
Cha-F-200047,947681560,0.3586065573770491,0.04609256,0
Cha-F-200047,850194651,0.3409436834094369,0.0031308092,0
Cha-F-200047,789130596,0.2969983089064261,0.0036694466,0
fru-M-600067,1004017998,0.235251097025841,0.01402907,0
fru-M-600067,516965856,0.27231988969320925,0.12000396,0
fru-M-600067,1072844208,0.30697575950037037,0.14486356,0
fru-M-600067,1065409934,0.21740987527763536,0.0056198207,0
fru-M-600067,885262118,0.26152099886492625,0.22165135,0
fru-M-600067,1008041969,0.20951156812339325,0.002264068,0
fru-M-600067,1008391068,0.308993766696349,0.021583239,0
fru-M-600067,484554412,0.24464342820594817,0.1557968,0
fru-M-600067,1168664495,0.2082405345211581,0.005065186,0
fru-M-600067,881898734,0.23258478460128315,0.032261517,0
fru-M-100265,2093097881,0.6265848670756645,0.40621623,0
fru-M-100265,2041567042,0.5902828136330674,0.4872098,0
fru-M-100265,1691630995,0.5088902513795217,0.73398674,1
fru-M-100265,5813000220,0.550834597875569,0.43250966,0
fru-M-100265,1599199567,0.42839582052858033,0.7644001,1
fru-M-100265,1760922408,0.5358410220014195,0.60139376,1
fru-M-100265,5813001765,0.6470959595959597,0.5270102,1
fru-M-100265,1916080175,0.5698924731182796,0.4438094,0
fru-M-100265,1882325087,0.6257183908045978,0.48988616,0
fru-M-100265,1572998452,0.4948948948948951,0.65481985,1
TH-M-700017,946658448,0.3225744476464938,0.03126913,0
TH-M-700017,1008037566,0.31186634299585897,0.1704117,0
TH-M-700017,1110298200,0.5265028131477639,0.9651279,1
TH-M-700017,977343309,0.31481634337598013,0.2196623,0
TH-M-700017,580287695,0.3844419391206313,0.005188878,0
TH-M-700017,1233436426,0.5402868318122555,0.90967005,1
TH-M-700017,1070810640,0.34866008462623416,0.015414577,0
TH-M-700017,331006655,0.45147313691507784,0.023428392,0
TH-M-700017,946649598,0.2961590296495957,0.31628156,0
TH-M-700017,393051378,0.3806866952789699,0.00510433,0
VGlut-F-500587,1188004374,0.5198784502405669,0.53877056,1
VGlut-F-500587,1190417843,0.5466301914946529,0.19038565,0
VGlut-F-500587,5813048127,0.5407559198542803,0.3178797,0
VGlut-F-500587,947590512,0.48829353523587665,0.10272812,0
VGlut-F-500587,5813057274,0.4327566320645906,0.0046075573,0
VGlut-F-500587,914846465,0.6030972182391738,0.5250827,1
VGlut-F-500587,789726348,0.5495472837022131,0.3504812,0
VGlut-F-500587,1100404634,0.5470605270779033,0.07239322,0
VGlut-F-500587,1747379889,0.6144699943914752,0.5832416,1
VGlut-F-500587,885168486,0.4688784709700686,0.021044526,0
Cha-F-300351,1003672766,0.23557502953918866,0.0006322137,0
Cha-F-300351,983093876,0.35689045936395747,0.010063458,0
Cha-F-300351,1168660275,0.32002348796241925,0.021989908,0
Cha-F-300351,1127476096,0.2512406947890819,0.022021864,0
Cha-F-300351,1168664512,0.41399773926149197,0.14534207,0
Cha-F-300351,881889906,0.23280684435669624,0.0016360608,0
Cha-F-300351,1044805646,0.3393425238600213,0.00500653,0
Cha-F-300351,1374390721,0.36608478802992517,0.121266626,0
Cha-F-300351,1137288015,0.2810975609756098,0.005886965,0
Cha-F-300351,1345061120,0.3205467372134039,0.0120726125,0
Gad1-F-800412,1386512867,0.3361629881154499,0.0016346462,0
Gad1-F-800412,1038420643,0.39725013220518246,0.09448583,0
Gad1-F-800412,1162862472,0.3435219460602855,0.12026132,0
Gad1-F-800412,5813089803,0.29966508020447735,0.00064983475,0
Gad1-F-800412,5813058316,0.34817556848228454,0.000805388,0
