fc_id,em_id,KT_score,model_predict,binary_label
Gad1-F-300339,853963621,0.33738848337388466,0.00069684366,0
Gad1-F-300339,5813016506,0.39017199017199006,0.011501945,0
Gad1-F-300339,643859327,0.35889982110912333,0.21714179,0
Gad1-F-300339,611452437,0.30503868654463107,0.04041005,0
Gad1-F-300339,1100801075,0.39974143503555265,0.03010709,0
Gad1-F-300339,5813079417,0.40897677338355276,0.05708826,0
Gad1-F-300339,5813040766,0.275820895522388,0.14403944,0
Gad1-F-300339,5813056881,0.382924226254002,0.13538554,0
Gad1-F-300339,640104852,0.3704873646209385,0.30904126,0
Gad1-F-300339,5813040205,0.39260305503243353,0.17555289,0
Trh-M-500007,700498286,0.3333333333333333,0.059035636,0
Trh-M-500007,639779973,0.3174373795761079,0.15742458,0
Trh-M-500007,5813061512,0.25067385444743934,0.07157884,0
Trh-M-500007,1225273264,0.28275529865125243,0.013261452,0
Trh-M-500007,5812992893,0.3817485898468975,0.083675705,0
Trh-M-500007,640804169,0.3010597302504817,0.020204665,0
Trh-M-500007,1143167974,0.34212305611899935,0.013396112,0
Trh-M-500007,5813022502,0.3196531791907514,0.03919808,0
Trh-M-500007,1168387674,0.34812789230121993,0.0058588637,0
Trh-M-500007,5813082723,0.32757857459052675,0.016487565,0
npf-F-200040,5813047647,0.39957927369353413,0.8458198,1
npf-F-200040,1230742552,0.34010371650821086,0.11651122,0
npf-F-200040,1106180107,0.3868024332187252,0.8484587,1
npf-F-200040,5813088707,0.5010761366693571,0.8570618,1
npf-F-200040,1230742517,0.3330438558402084,0.031021068,0
npf-F-200040,1167563121,0.37786681403702677,0.83606136,1
npf-F-200040,1287985909,0.4452926208651399,0.3718545,0
npf-F-200040,5813048896,0.3891425168717745,0.8173975,1
npf-F-200040,5813053988,0.36956036598973446,0.89600563,1
npf-F-200040,1167567702,0.41650898770104067,0.78494954,1
Trh-M-000027,1640922754,0.7986855759252859,0.26635346,0
Trh-M-000027,1732995501,0.694455908653185,0.37245074,0
Trh-M-000027,1671292719,0.7146608667633318,0.34257954,0
Trh-M-000027,1642623277,0.7639135583185319,0.4906243,0
Trh-M-000027,5813069055,0.7842983514274231,0.30082026,0
Trh-M-000027,5813062199,0.790825592859738,0.30037096,0
Trh-M-000027,1547454812,0.7851133949091544,0.4226694,0
Trh-M-000027,1578826464,0.72059936431058,0.39288858,0
Trh-M-000027,1610530558,0.7841627423528914,0.38226312,0
Trh-M-000027,1824101645,0.8383062632971826,0.3685287,0
VGlut-F-300593,1284675398,0.4699212598425196,0.19528785,0
VGlut-F-300593,1562914723,0.359343236903831,0.572458,1
VGlut-F-300593,947664053,0.41319942611190824,0.027977088,0
VGlut-F-300593,915615021,0.40750078789788824,0.0035487907,0
VGlut-F-300593,733203990,0.4516902421481658,0.021131685,0
VGlut-F-300593,5813014693,0.4606801275239108,0.029593194,0
VGlut-F-300593,1100792636,0.3960227272727273,0.011872214,0
VGlut-F-300593,760026626,0.341806627326373,0.4052041,0
VGlut-F-300593,884635896,0.42485808186435603,0.12788713,0
VGlut-F-300593,946300310,0.448087431693989,0.020738702,0
Trh-M-600112,5901214683,0.5503184713375797,0.2919494,0
Trh-M-600112,1691630995,0.5969831410825199,0.31207868,0
Trh-M-600112,853717974,0.5749778172138421,0.48241797,0
Trh-M-600112,638826442,0.5168207024029575,0.40992182,0
Trh-M-600112,673302212,0.5137231503579953,0.35229844,0
Trh-M-600112,2102962866,0.5211948438274665,0.27820337,0
Trh-M-600112,2100916607,0.515232179828453,0.28754774,0
Trh-M-600112,5901118329,0.5383091149273447,0.4750117,0
Trh-M-600112,5812994282,0.5132209405501331,0.13652313,0
Trh-M-600112,1480520817,0.5022104332449159,0.3476417,0
Trh-F-500198,1531232052,0.4194412552621507,0.86622494,1
Trh-F-500198,1354050197,0.5138888888888888,0.12871361,0
Trh-F-500198,1384065958,0.39739027283511263,0.1191002,0
Trh-F-500198,1257909797,0.4931610942249241,0.06921756,0
Trh-F-500198,1167304403,0.39498141263940517,0.00054282177,0
Trh-F-500198,1261000309,0.4155440414507772,0.0018447224,0
Trh-F-500198,1322674056,0.46158357771261,0.30732235,0
Trh-F-500198,1350985189,0.49087799315849484,0.54002386,1
Trh-F-500198,5813082471,0.6880068288518991,0.86627984,1
Trh-F-500198,1407947423,0.3671732522796353,0.06312456,0
Gad1-F-000795,1041075688,0.424638168966678,0.975086,1
Gad1-F-000795,1224258912,0.3806684232422688,0.022986278,0
