em_id,mean_score,max_score,n_chance,n_rank1,n_top5,group
824115747,0.064634405,0.23588483,329,0,0,unseen
824128501,0.47953606,0.7411849,335,0,0,unseen
824349873,0.06868254,0.6338517,457,0,0,unseen
824457714,0.22570968,0.8300057,1112,0,0,unseen
824565895,0.1649003,0.3545078,218,0,0,unseen
825032139,0.19949237,0.5243916,386,0,0,unseen
825359499,0.18715295,0.631181,66,0,0,unseen
825822254,0.50309783,0.7457414,345,0,0,unseen
826062651,0.36466834,0.7111046,838,0,0,unseen
826136822,0.29444703,0.6091434,368,0,0,unseen
826416797,0.21619484,0.40039238,690,0,0,unseen
826784485,0.6070677,0.8995469,167,0,1,unseen
826957102,0.19344243,0.47449008,303,0,0,unseen
826969429,0.26061398,0.6737867,835,0,0,unseen
827081671,0.24552685,0.61236954,334,0,0,unseen
827086517,0.33193487,0.80246896,1172,0,0,unseen
827323331,0.30928934,0.65553063,1103,0,0,unseen
827422560,0.14664091,0.6230168,502,0,0,unseen
827432118,0.10265507,0.34684035,306,0,0,unseen
827911067,0.18498313,0.60512596,1116,0,0,unseen
828144800,0.11287351,0.5047923,1203,0,0,unseen
828455033,0.32378703,0.6398198,46,0,0,pos_only
828455051,0.43874702,0.8446701,806,0,1,unseen
828455332,0.39335877,0.76410663,835,0,1,unseen
828463239,0.11472578,0.45136997,1287,0,0,unseen
828485538,0.18533467,0.4997456,75,0,0,unseen
828497517,0.26900613,0.74494666,1242,0,0,unseen
828597380,0.26558456,0.7824876,1202,0,0,unseen
828813438,0.43705273,0.82837564,85,0,0,unseen
828826099,0.09136807,0.5372692,721,0,0,unseen
828934059,0.30653253,0.79663604,1148,0,0,unseen
828955389,0.37757578,0.72663873,1071,0,0,unseen
829050526,0.23692663,0.57656574,912,0,0,unseen
829059301,0.20055425,0.6844188,297,0,0,unseen
829145708,0.117806,0.54977655,758,0,0,unseen
829154825,0.27930722,0.65357935,322,0,0,unseen
829155062,0.037954524,0.3695677,1143,0,0,unseen
829231385,0.4290319,0.84915924,1134,0,0,unseen
829231457,0.42626202,0.81166065,1115,0,0,unseen
829261936,0.21080324,0.74467224,210,0,0,pos_only
829279239,0.46172827,0.74544555,313,0,0,unseen
829379400,0.08853079,0.3805951,224,0,0,unseen
829542849,0.055897724,0.4285945,1226,0,0,unseen
829572252,0.42211717,0.85617906,1139,0,0,unseen
829572451,0.46248963,0.90537393,1072,0,0,unseen
829593966,0.34705645,0.794385,1075,0,0,unseen
829598814,0.37756354,0.6840181,314,0,0,pos_only
829636950,0.27090082,0.6435707,325,0,0,unseen
829697614,0.23011379,0.5651696,307,0,0,unseen
830586919,0.4514122,0.87284935,1076,0,0,unseen
830634936,0.42270255,0.71320325,324,0,0,unseen
831225810,0.09970989,0.8119738,295,0,0,unseen
831273322,0.2609716,0.79369724,651,0,0,unseen
831291329,0.23967707,0.60331684,1180,0,0,unseen
832016427,0.15498146,0.41036198,640,0,0,pos_only
832107249,0.43707067,0.6704534,291,0,0,unseen
832357089,0.10814903,0.42130944,331,0,0,neg_only
832646151,0.19325332,0.8794602,866,0,0,unseen
832974054,0.098905966,0.39513874,28,0,0,unseen
834044577,0.25345054,0.79939467,376,0,0,unseen
846270628,0.4742885,0.91629946,1154,0,0,unseen
846602958,0.27888504,0.87720096,919,0,0,unseen
846611908,0.56671757,0.90191495,871,0,0,unseen
846616006,0.59582704,0.92067885,890,0,0,unseen
846620223,0.43880555,0.8741995,1146,0,0,unseen
846620287,0.5546122,0.89020705,854,0,0,unseen
846952407,0.5434468,0.87623703,906,0,0,unseen
846991524,0.3596628,0.8095907,1132,0,1,unseen
847293869,0.45583457,0.9243133,1139,0,3,unseen
847297956,0.36276805,0.8671365,879,0,0,unseen
847302850,0.32712325,0.8253001,864,0,0,unseen
847336755,0.26446438,0.7641255,860,0,0,unseen
847690594,0.44588476,0.7859363,319,0,0,unseen
847712233,0.3856669,0.74314755,565,0,0,unseen
847989021,0.47996694,0.8873205,1088,2,10,unseen
848287126,0.5454334,0.92861557,1005,4,27,unseen
848316930,0.57447904,0.9266934,968,0,5,unseen
848321392,0.4143171,0.8815817,1139,0,0,unseen
848330091,0.44073343,0.89037335,898,0,0,unseen
848407278,0.39907175,0.7015882,313,0,0,unseen
848480760,0.28434178,0.6437873,965,0,0,unseen
848662421,0.59844273,0.92657167,898,0,7,unseen
848666776,0.4838269,0.8972129,1136,0,0,unseen
848692583,0.29239067,0.8635065,870,0,0,unseen
848761388,0.33979732,0.81676865,296,0,0,unseen
848800043,0.39535937,0.7320549,229,0,0,unseen
848800082,0.4168192,0.71345574,203,0,0,unseen
848817674,0.36417246,0.6901601,478,0,0,unseen
849162653,0.4072824,0.75972676,418,0,1,unseen
849162741,0.37711576,0.69246805,298,1,2,unseen
849163019,0.31743565,0.5909978,642,0,0,unseen
849275471,0.10088319,0.47611558,254,0,0,unseen
849279791,0.6585357,0.8841474,130,5,17,unseen
849370246,0.41956505,0.86741096,1140,0,0,unseen
849370258,0.43980402,0.9064169,1083,0,5,unseen
849421763,0.44304422,0.79346627,685,0,0,unseen
849421893,0.46649092,0.8243461,268,0,0,unseen
849482511,0.41015676,0.76207143,481,0,0,unseen
849490894,0.2541879,0.6645898,984,0,2,unseen
849491263,0.48683596,0.74116355,288,0,3,unseen
849685478,0.40331155,0.89392877,1116,0,5,unseen
849707224,0.46647483,0.91516036,1107,0,1,unseen
849745643,0.37910044,0.7538412,337,0,0,unseen
849832062,0.40583125,0.7177633,212,0,0,unseen
849844855,0.32176575,0.6446098,393,0,0,unseen
849918343,0.25786385,0.50813335,25,0,0,unseen
850099854,0.2566692,0.89873326,342,0,0,unseen
850117033,0.1850741,0.5443093,798,0,5,unseen
850181951,0.22067526,0.8490987,777,0,2,unseen
850182049,0.48783487,0.8165808,334,2,5,unseen
850233586,0.2919713,0.3601066,9,0,0,unseen
850294342,0.19982192,0.6696657,132,0,0,unseen
850492366,0.39709887,0.7158977,116,0,0,unseen
850636610,0.4951655,0.74407065,29,0,0,unseen
850708783,0.2593439,0.78800917,747,0,0,unseen
850708902,0.3009907,0.8108616,690,0,0,unseen
850829072,0.3171354,0.6971132,178,0,0,unseen
850829248,0.24649738,0.68554944,145,0,0,unseen
850855138,0.2287537,0.794345,420,0,0,unseen
851027931,0.2876501,0.7439165,790,0,0,unseen
851059964,0.37074006,0.75005275,870,0,0,unseen
851200326,0.40192413,0.7719118,296,0,0,unseen
851309562,0.15209813,0.30138695,8,0,0,unseen
851317951,0.22272828,0.4513145,40,0,0,unseen
851459972,0.09736897,0.46655488,403,0,0,unseen
851711063,0.21668978,0.4668935,50,0,0,unseen
851715547,0.35716075,0.7826866,102,0,0,unseen
851727478,0.16798173,0.66414213,238,0,0,unseen
851899899,0.24217376,0.685427,561,0,4,unseen
852051464,0.3965287,0.67886156,115,0,0,unseen
852293337,0.22648324,0.5364144,4,0,0,unseen
852302293,0.15070015,0.4699763,104,0,0,unseen
852414623,0.33588314,0.7509257,1090,0,0,unseen
852422640,0.38252634,0.77799,1089,0,0,unseen
852422685,0.33499554,0.7680182,498,0,0,unseen
852479643,0.03519052,0.20749542,324,0,0,unseen
852678239,0.23898105,0.47168446,45,0,0,unseen
852724544,0.402305,0.8235285,134,0,0,unseen
852733214,0.19971877,0.5470508,316,0,0,unseen
852738290,0.29051468,0.6833746,322,0,0,unseen
852738570,0.39496666,0.86046714,183,0,0,unseen
852738675,0.062276874,0.2870548,1144,0,0,unseen
852763122,0.19132933,0.61189437,1023,0,0,unseen
852763402,0.24829303,0.6619956,348,0,0,unseen
852763931,0.30106238,0.763122,517,0,0,unseen
852767924,0.19022703,0.5962628,354,0,0,unseen
852906243,0.24229513,0.5723765,1080,0,3,unseen
852923433,0.24701269,0.724648,961,1,6,unseen
852976677,0.19278811,0.41104168,16,0,0,unseen
852993150,0.31251153,0.5987753,62,0,0,unseen
853070023,0.0728231,0.3613078,48,0,0,unseen
853078844,0.12445276,0.5172488,334,0,0,unseen
853097199,0.22346102,0.639864,1168,0,0,unseen
853173648,0.06082311,0.33677816,910,0,0,unseen
853376855,0.2774265,0.789845,963,0,0,unseen
853386077,0.07941196,0.3150849,836,0,0,unseen
853428443,0.102149546,0.57996815,442,0,0,unseen
853437538,0.041692525,0.766345,286,0,0,unseen
853437941,0.07371928,0.42507857,344,0,0,unseen
853514696,0.2736438,0.6399087,1204,0,0,unseen
853717974,0.17407465,0.6531304,545,0,0,unseen
853726809,0.15929043,0.49764213,224,0,0,unseen
853748581,0.22527187,0.6221177,279,0,0,unseen
853778346,0.19893442,0.608281,328,0,0,unseen
853791166,0.25514567,0.6453821,332,0,0,unseen
853951730,0.2041861,0.56619835,326,0,0,unseen
854110312,0.37103882,0.673581,330,0,0,unseen
854128583,0.3139675,0.5916739,330,0,0,unseen
854680421,0.09886341,0.5522235,180,0,0,unseen
854883067,0.12776524,0.42619246,340,0,0,unseen
855147657,0.09559454,0.4326244,1168,0,0,unseen
855439675,0.2022356,0.6746218,252,0,0,unseen
855638407,0.28402737,0.6164528,297,0,0,unseen
856066807,0.15677655,0.42326084,332,0,0,unseen
856071065,0.3932638,0.8873727,454,0,0,unseen
856131667,0.23466802,0.6169678,115,0,0,unseen
856407289,0.17989399,0.36134434,28,0,0,unseen
856408517,0.2609482,0.5467461,163,0,0,unseen
856623507,0.22357033,0.81027776,381,4,26,unseen
856886459,0.39010903,0.7653297,360,0,0,unseen
857235574,0.16181217,0.5550539,503,0,0,unseen
857451691,0.2509506,0.49714193,61,0,0,unseen
857455968,0.2405867,0.74257827,51,0,0,unseen
857456902,0.43925434,0.91785055,183,0,0,unseen
857478368,0.18391423,0.8816301,676,0,2,unseen
857788501,0.20827006,0.6457308,330,0,0,unseen
857793013,0.021677133,0.17991982,453,0,0,neg_only
857819389,0.43675125,0.7862857,183,0,0,unseen
857819555,0.24395746,0.4405445,101,0,0,unseen
858117444,0.22573648,0.6420478,345,0,0,unseen
858117772,0.42239875,0.74103624,330,0,0,unseen
858237673,0.34430268,0.79140055,373,0,0,unseen
858453703,0.0952948,0.8474627,358,0,1,unseen
858573728,0.49237713,0.83041155,285,0,0,unseen
858604499,0.2651325,0.61533076,324,0,0,unseen
858803404,0.18542393,0.6759518,1240,0,0,unseen
858838262,0.60840374,0.8718071,268,0,0,unseen
859044775,0.13091387,0.6265743,369,0,0,unseen
859144723,0.32273126,0.730248,332,0,0,unseen
859148698,0.37464383,0.8620898,914,0,2,unseen
859152522,0.11294311,0.36087656,336,0,0,unseen
859152863,0.024323674,0.6812162,258,0,0,unseen
859166241,0.11950777,0.5525239,336,0,0,unseen
859200049,0.37362963,0.6314929,351,0,0,unseen
859265651,0.078267805,0.31327894,1009,0,0,both
859269976,0.35411507,0.75172824,320,0,0,unseen
859339195,0.17232339,0.3936183,228,0,0,unseen
859381489,0.25786695,0.61241895,274,0,0,unseen
859489348,0.23664925,0.5913659,334,0,0,unseen
859507274,0.09242058,0.39943144,281,0,0,pos_only
859507725,0.20929188,0.56798285,318,0,0,unseen
859765252,0.21475571,0.6418184,314,0,0,unseen
859839499,0.023543986,0.20182173,75,0,0,neg_only
859925004,0.41727278,0.86842334,1132,0,0,unseen
859960201,0.18841211,0.62067056,333,0,0,unseen
860265987,0.46175858,0.89052796,1147,0,0,unseen
860266014,0.4222199,0.83858556,1138,0,0,unseen
860266377,0.4181191,0.83641094,1132,0,0,unseen
860266404,0.5413883,0.92107475,1052,1,1,unseen
860577283,0.17000565,0.5291761,341,0,0,unseen
860607168,0.43905008,0.8093476,875,0,0,unseen
860607367,0.41202995,0.8286947,1143,0,0,unseen
860607455,0.5135836,0.8918677,1096,0,0,unseen
860892243,0.24499461,0.56169266,259,0,0,unseen
860896571,0.08336439,0.24516684,440,0,0,unseen
860905614,0.10056036,0.6520649,309,0,0,pos_only
860905704,0.20308675,0.4902675,228,0,0,unseen
860910011,0.4303043,0.7524757,259,0,0,unseen
860910051,0.37430334,0.73226225,309,0,0,unseen
860910626,0.13535662,0.50659466,1275,0,0,unseen
860983686,0.29649282,0.73205644,382,0,0,pos_only
861005020,0.26564646,0.72725964,424,0,0,unseen
861065482,0.20799933,0.6558751,442,0,0,unseen
861228990,0.1475645,0.3588568,98,0,0,unseen
861229030,0.59630024,0.9223934,93,0,1,unseen
861229043,0.0734859,0.33812866,271,0,0,unseen
861229045,0.77139366,0.96641546,116,0,0,unseen
861233174,0.6197505,0.92048097,99,0,0,unseen
861233221,0.71415293,0.9447204,119,0,0,unseen
861233300,0.050892588,0.46887,272,0,0,unseen
861237607,0.27425662,0.6210112,236,0,0,unseen
861237679,0.12555066,0.45331606,179,0,0,pos_only
861242327,0.13234894,0.4691553,216,0,0,unseen
861246683,0.14586878,0.6804315,313,0,0,unseen
861251038,0.32841694,0.7443912,1185,0,0,unseen
861251942,0.1805818,0.58830804,271,0,0,unseen
861280857,0.39801586,0.8888035,1114,0,1,unseen
861574292,0.7698526,0.9701169,112,0,0,unseen
861574362,0.7491098,0.957384,115,0,0,unseen
861574669,0.69838834,0.94676995,105,0,2,unseen
861578690,0.73997283,0.9632127,109,0,0,unseen
861578855,0.1177263,0.4794903,332,0,0,unseen
861583205,0.15943913,0.6481914,1218,0,0,unseen
861583277,0.1955636,0.64146274,157,0,0,unseen
861583357,0.5170772,0.8770621,85,0,0,unseen
861583398,0.62785196,0.9104305,86,0,0,unseen
861588280,0.6225806,0.9287816,82,0,2,unseen
861634934,0.38598895,0.841832,936,0,0,unseen
861683024,0.2445622,0.7478352,400,0,0,unseen
861915698,0.80578333,0.9748683,112,0,1,unseen
861920007,0.64611053,0.94013053,84,1,2,unseen
861920141,0.55094624,0.8739209,106,0,0,unseen
861937730,0.12682955,0.6033589,324,0,0,unseen
862010850,0.5088826,0.8285002,321,0,0,unseen
862036858,0.2206674,0.67156684,1202,0,0,unseen
862256868,0.7755781,0.97451323,112,0,1,unseen
862265490,0.37563697,0.8436134,270,0,0,unseen
862265735,0.65668094,0.9470361,115,0,0,unseen
862270029,0.34572914,0.7531821,204,0,0,unseen
862270125,0.08421869,0.45397872,211,0,0,unseen
862274410,0.12774518,0.720894,323,0,0,unseen
862278897,0.66491836,0.91757303,360,0,1,unseen
862602167,0.5054042,0.905845,150,0,0,unseen
862606783,0.25220317,0.4898443,337,0,0,unseen
862610554,0.73497903,0.9695439,120,0,0,unseen
862615150,0.67471534,0.93357176,173,0,0,unseen
862671913,0.26327592,0.5661594,331,0,0,pos_only
862705904,0.25836062,0.7205612,368,0,0,pos_only
862792304,0.3917953,0.8447889,1093,0,4,unseen
862947261,0.14260587,0.5948557,207,0,0,unseen
863331646,0.2013917,0.6129116,423,0,0,unseen
863711565,0.45644033,0.8856272,52,0,2,unseen
863815503,0.3790395,0.79594815,626,0,0,unseen
864073833,0.21925363,0.6506065,826,0,0,unseen
864156049,0.33157617,0.8543086,277,0,2,unseen
877313996,0.5774851,0.9144337,859,0,0,unseen
877659583,0.5270403,0.8954893,891,0,0,unseen
877659673,0.49705395,0.8991791,1152,0,0,unseen
877982991,0.50202453,0.8453254,949,0,0,unseen
877987539,0.49574336,0.9371206,1146,17,56,unseen
877992303,0.5592553,0.8968205,854,0,0,unseen
878324222,0.47093228,0.8430927,961,0,0,unseen
878333333,0.46801,0.89572453,1138,0,1,unseen
878337317,0.5045647,0.9270805,1143,16,69,unseen
878380399,0.2573618,0.6932362,630,0,0,unseen
878670047,0.5444793,0.90141505,863,0,0,unseen
879032295,0.5027823,0.89563626,1145,0,3,unseen
879183243,0.2414775,0.55390245,940,0,0,unseen
879192161,0.17343727,0.7678267,452,0,0,unseen
879412016,0.2207162,0.45493868,62,0,0,unseen
879442155,0.3887545,0.72485703,316,0,0,unseen
879450931,0.2651415,0.7046477,403,0,0,unseen
879468563,0.12875304,0.7976689,839,0,8,unseen
879748663,0.24328227,0.6746239,471,0,0,unseen
879844144,0.39647454,0.7683085,241,0,0,unseen
879844178,0.40314713,0.7421802,210,0,0,unseen
879844210,0.48135966,0.84092826,266,0,2,unseen
880055173,0.44158345,0.8787019,1103,0,0,unseen
880404940,0.454989,0.89462346,1117,0,0,unseen
880526177,0.42881304,0.7324346,220,0,0,unseen
880526292,0.34334868,0.6896426,190,0,0,unseen
880526308,0.611664,0.85411346,284,0,16,unseen
880526398,0.42152783,0.75185376,200,0,0,unseen
880526477,0.34613577,0.78126585,247,0,0,unseen
880538997,0.3209421,0.6834274,633,0,0,unseen
880668750,0.5715048,0.82082,233,0,0,unseen
880771722,0.38711822,0.8468613,414,0,0,unseen
880811120,0.2921007,0.5837133,760,0,3,unseen
880875742,0.28508094,0.53850824,247,0,0,unseen
880875900,0.4334534,0.76325077,233,0,0,unseen
880987657,0.38691407,0.5612135,31,0,0,unseen
880987844,0.35737634,0.5725999,16,0,0,unseen
880988155,0.21683161,0.54367924,202,0,0,unseen
881005404,0.3838798,0.94946426,313,0,0,unseen
881057369,0.291844,0.73814785,839,0,0,unseen
881216816,0.4463076,0.7122005,210,0,1,unseen
881220948,0.12478692,0.76297706,423,0,0,unseen
881329355,0.32511935,0.7100751,39,0,0,unseen
881329648,0.37682554,0.7161953,117,0,0,unseen
881342447,0.25750607,0.7610039,690,0,0,unseen
881458145,0.49764526,0.9389285,692,10,28,unseen
881458181,0.19212733,0.5676098,350,0,0,unseen
881493195,0.19653918,0.6009642,315,0,0,unseen
881506038,0.22549465,0.6416664,239,0,0,unseen
881527223,0.34341642,0.6548674,285,0,0,unseen
881527237,0.24255003,0.5498926,348,0,0,unseen
881596353,0.17655863,0.5504517,171,0,0,unseen
881696475,0.3248581,0.5252953,338,0,0,unseen
881717404,0.49302566,0.9727704,299,0,0,unseen
881889906,0.09367304,0.62242013,368,0,0,unseen
881898734,0.25478566,0.8114158,647,1,1,unseen
881986401,0.1189534,0.29882488,28,0,0,unseen
881991445,0.19779517,0.43812656,37,0,0,unseen
881995193,0.22148637,0.6351279,362,0,0,unseen
881999404,0.12951572,0.36037773,70,0,0,unseen
882003599,0.14442873,0.40466905,85,0,0,unseen
882144985,0.10533855,0.35290134,800,0,0,unseen
882200934,0.22042595,0.5546399,290,0,0,unseen
882235460,0.14073609,0.44814223,1009,0,0,unseen
882239837,0.24876085,0.8304729,642,1,5,unseen
882383361,0.4221911,0.6868342,205,0,0,unseen
882400424,0.23291703,0.6706078,300,0,0,unseen
882404950,0.20041993,0.6474374,281,0,0,unseen
882435030,0.4299991,0.7608319,1231,0,0,unseen
882533209,0.11090934,0.36063287,339,0,0,unseen
882580620,0.14538153,0.52277833,380,0,0,unseen
882685590,0.12374282,0.26173034,9,0,0,unseen
882827132,0.07402825,0.2983572,329,0,0,unseen
882922539,0.28054613,0.66984886,77,0,1,unseen
883018168,0.14361867,0.5903537,160,0,0,unseen
883121695,0.12289442,0.30606672,188,0,0,unseen
883163764,0.030318804,0.3273427,500,0,0,unseen
883414342,0.19751294,0.7295802,292,0,0,unseen
883415238,0.31326532,0.6275748,141,0,0,unseen
883415421,0.07355893,0.49777654,231,0,0,unseen
883415496,0.40534478,0.7471112,110,0,0,unseen
883418989,0.4857906,0.87050855,141,0,0,unseen
883462146,0.19217034,0.7135723,773,0,0,unseen
883772374,0.07684241,0.5922276,166,0,0,unseen
883781857,0.11992247,0.64956397,265,0,0,unseen
883799590,0.36575067,0.8281554,482,0,0,unseen
883803361,0.32086083,0.70899874,634,0,0,unseen
883924268,0.12268467,0.25474712,8,0,0,unseen
884122973,0.29201192,0.59859806,242,0,0,unseen
884122996,0.09296719,0.6571279,218,0,0,unseen
884123011,0.053005844,0.5003302,228,0,0,unseen
884123412,0.26475152,0.7771389,396,0,0,unseen
884157443,0.36570325,0.78178936,665,0,0,unseen
884446447,0.26400357,0.6782302,1147,0,0,unseen
884450920,0.20180687,0.62854415,1155,0,0,unseen
884463495,0.31794858,0.72717935,111,0,0,unseen
884477324,0.21238244,0.6261445,325,0,0,unseen
884477487,0.1216227,0.6238356,537,0,0,unseen
884480476,0.2964268,0.6826773,851,0,0,unseen
884481648,0.20979598,0.42196846,338,0,0,unseen
884485938,0.3000804,0.5110615,366,0,0,unseen
884498779,0.2898118,0.77513266,667,0,0,unseen
884636075,0.21237087,0.6063755,1041,0,0,unseen
884916323,0.029984163,0.15716432,350,0,0,unseen
884916654,0.16656977,0.689902,419,0,0,unseen
884921015,0.2537172,0.8732132,516,0,0,unseen
885106439,0.34613553,0.63910013,93,0,0,unseen
885119984,0.08862201,0.5661094,291,0,0,unseen
885132185,0.2579432,0.6198775,809,0,0,unseen
885163107,0.32682997,0.69642276,115,0,0,unseen
885168486,0.095472,0.4031252,411,0,0,pos_only
885257860,0.5008863,0.872106,732,0,1,unseen
885257938,0.1754066,0.85889035,390,0,0,unseen
885262087,0.2638545,0.6890164,409,0,0,unseen
885262090,0.14814603,0.85740757,456,0,0,unseen
885262169,0.25675434,0.5841263,340,0,0,unseen
885262311,0.17191856,0.85670406,413,0,1,unseen
885435892,0.12881036,0.40143096,473,0,0,unseen
885491239,0.2540258,0.57886416,294,0,0,unseen
885495731,0.34609944,0.760864,638,0,0,unseen
885513409,0.05905376,0.40119803,883,0,0,unseen
885598772,0.24292469,0.66471773,339,0,0,unseen
885598938,0.3289654,0.77865237,1142,1,2,unseen
885599043,0.18289696,0.6840879,409,0,0,unseen
885599075,0.3258681,0.70295197,768,0,0,unseen
885599178,0.35666233,0.5853101,685,0,0,unseen
885599260,0.09820834,0.5512794,385,0,0,unseen
885599283,0.16813323,0.56583786,328,0,0,unseen
885603391,0.31655267,0.70358133,530,0,0,unseen
885603527,0.344094,0.6351136,451,0,0,unseen
885603529,0.3467395,0.6918078,669,0,0,unseen
885776346,0.1262556,0.50734854,892,0,0,unseen
885794269,0.34131223,0.8210513,563,0,2,unseen
885810757,0.30739957,0.68274176,740,0,0,unseen
885943588,0.30649263,0.6609447,689,0,0,unseen
885943948,0.3596783,0.64045215,373,0,0,unseen
885948438,0.22650036,0.52752465,682,0,0,unseen
886066221,0.16844271,0.5431637,46,0,0,unseen
886095820,0.09458981,0.2198586,21,0,0,unseen
886130319,0.18746167,0.6901659,497,0,0,unseen
886134689,0.1879361,0.6193223,164,0,0,unseen
886159795,0.08374478,0.8196884,340,0,0,unseen
886276864,0.26338378,0.8580986,397,0,0,unseen
886280796,0.21361811,0.50024056,302,0,0,unseen
886280843,0.37981817,0.7162,407,0,0,unseen
886285243,0.3447701,0.5995043,681,0,0,unseen
886289222,0.2893955,0.6964348,775,0,0,unseen
886367305,0.07183874,0.55218387,1097,0,0,unseen
886527723,0.3012968,0.6735754,1127,0,1,unseen
886622166,0.28949925,0.6168582,709,0,0,unseen
886643729,0.21654376,0.4718579,330,0,0,unseen
886812643,0.39610377,0.9181238,951,1,7,unseen
886820993,0.29685843,0.69973993,283,0,0,unseen
887105351,0.44912973,0.8899041,415,0,0,unseen
887165687,0.14400539,0.64964604,736,0,0,unseen
887195902,0.17939425,0.64322007,1228,0,0,unseen
887230673,0.31514376,0.81850946,540,0,0,unseen
887433630,0.13128674,0.3267622,40,0,0,unseen
887588829,0.25770783,0.55884224,338,0,0,unseen
887930118,0.13009985,0.43515155,338,0,0,unseen
888084738,0.1436669,0.40372345,1023,0,0,unseen
888146447,0.13023475,0.43681893,389,0,0,unseen
888171826,0.48318493,0.8680011,172,0,0,unseen
888171855,0.2820203,0.9097086,681,0,9,unseen
888577052,0.36635646,0.6835693,336,0,0,unseen
888840788,0.12610178,0.90869874,1260,0,1,unseen
889190744,0.065746166,0.2237364,83,0,0,unseen
889190964,0.22276646,0.56779826,77,0,0,unseen
889194717,0.28947446,0.72717726,392,0,0,unseen
889194759,0.3376952,0.8552546,376,0,0,unseen
889497360,0.17010033,0.6625479,1255,0,0,unseen
889523223,0.32648718,0.76604986,997,0,0,unseen
889535602,0.37872982,0.8298132,387,0,0,unseen
889540433,0.3449248,0.75227106,874,0,0,unseen
889859354,0.23742233,0.6824125,438,0,0,unseen
889911741,0.33594832,0.886332,685,3,8,unseen
890118683,0.084691666,0.44169396,92,0,0,unseen
890191898,0.3569999,0.9080743,986,0,0,unseen
890191937,0.12242638,0.54887277,334,0,0,unseen
890204660,0.33043852,0.6719276,329,0,0,unseen
890287086,0.27962643,0.665018,1169,0,0,unseen
890524529,0.2549588,0.59932107,739,0,0,unseen
890883360,0.13936639,0.56578857,328,0,0,unseen
890925383,0.2614277,0.68732595,174,0,0,unseen
891301315,0.57947475,0.9239245,1029,1,13,unseen
891577867,0.21630578,0.6487417,618,0,0,unseen
891582311,0.1270062,0.43473238,330,0,0,unseen
891582338,0.77876765,0.96596974,115,0,0,unseen
891595069,0.4525475,0.81346524,121,0,0,unseen
891603228,0.04392583,0.39386523,547,0,0,unseen
891629070,0.3858415,0.8159835,1125,0,0,unseen
891642281,0.5025219,0.9141295,1086,0,0,unseen
891642345,0.422978,0.8776415,1139,0,0,unseen
891663788,0.22019947,0.5737269,325,0,0,pos_only
891771553,0.02350332,0.19311377,1152,0,2,unseen
891914014,0.21254933,0.64421356,1114,0,0,unseen
891918572,0.67363477,0.9598426,142,0,2,unseen
891922927,0.60306674,0.91184753,90,0,0,unseen
891923486,0.79453486,0.9795939,123,0,10,unseen
891927673,0.76240355,0.96701026,111,0,0,unseen
891927728,0.6673036,0.91764164,85,0,1,unseen
891936249,0.6654384,0.9529448,116,1,4,unseen
891978843,0.44120803,0.8327869,1132,0,0,unseen
892259847,0.37980774,0.90893555,269,0,0,unseen
892268282,0.71798384,0.9606473,100,0,0,unseen
892268533,0.073868446,0.51247525,158,0,0,unseen
892268553,0.55992013,0.8852062,83,0,0,unseen
892277589,0.5573028,0.8755355,126,0,0,unseen
892277609,0.7183859,0.96898794,119,0,0,unseen
892281819,0.70553726,0.97404623,135,0,3,unseen
892282289,0.48689616,0.8444507,73,0,0,unseen
892286449,0.08032154,0.4998614,200,0,0,unseen
892376241,0.16611525,0.56120557,334,0,0,unseen
892385258,0.2018569,0.6925449,332,0,0,unseen
892600621,0.28642124,0.7003454,191,0,0,unseen
892600723,0.64899784,0.92296416,98,0,1,unseen
892604992,0.73061055,0.9518033,109,0,0,unseen
892605049,0.4505719,0.8206397,1124,0,0,unseen
892609503,0.16187504,0.45850503,153,0,0,unseen
892609615,0.79359704,0.98532397,114,0,9,unseen
892609630,0.21501938,0.583214,209,0,0,unseen
892613686,0.46806195,0.87649524,95,0,0,unseen
892614148,0.20614296,0.6681052,248,0,0,unseen
892622625,0.62803984,0.9183878,100,1,5,unseen
892622947,0.5975606,0.89660263,81,0,1,unseen
892722090,0.16245946,0.49850512,604,0,0,unseen
892963681,0.72478944,0.96233624,116,0,0,unseen
892963919,0.7998862,0.9844023,122,7,28,unseen
892964102,0.65192366,0.9394567,115,0,0,unseen
893305416,0.7708719,0.95676756,116,0,1,unseen
893338749,0.26370975,0.8575218,925,0,0,unseen
893347461,0.46373364,0.8599258,1038,0,0,unseen
893628094,0.45798486,0.8523831,158,0,0,unseen
893632417,0.7683173,0.97282195,104,1,1,unseen
893642012,0.78323036,0.97623414,126,2,19,unseen
893645771,0.47452316,0.79877585,101,0,0,unseen
893688605,0.48160923,0.80153155,889,0,0,unseen
893710296,0.31231815,0.8370678,416,0,0,unseen
893723183,0.22347334,0.6862642,1073,0,0,unseen
893741163,0.12152417,0.40534884,333,0,0,unseen
893754136,0.039957307,0.328879,280,0,0,unseen
893805187,0.26437852,0.56953907,316,0,0,unseen
894362173,0.25374275,0.6377135,1260,0,0,unseen
894380152,0.16040702,0.39094162,332,0,0,unseen
894422413,0.50788724,0.745969,333,0,0,unseen
894551935,0.21934025,0.57741594,612,0,0,pos_only
894702888,0.053792994,0.13650362,339,0,0,unseen
894707517,0.23696774,0.57224774,306,0,0,unseen
894724798,0.33492625,0.90605384,941,0,2,unseen
