col,variant,rank1,MRR,p@5,n_fc
score,原始,31.629392971246006,0.4568392060859987,64.57680250783699,319
score,置中,12.540192926045016,0.27503403819995936,46.08150470219436,319
ranktune,原始,62.06896551724138,0.6797296200304654,74.60815047021944,319
ranktune,置中,33.12302839116719,0.4493616162922633,58.620689655172406,319
