fc,em,similarity score
1173045815,fru-F-400214,0.3140115796705828
fru-F-400229,5813087817,0.2963116186752503
5813087817,fru-F-400229,0.3502981966569
fru-F-400229,1700644008,-0.6685913424425031
1700644008,fru-F-400229,-0.6566887408893133
fru-F-400338,1141678665,0.289345717831681
1141678665,fru-F-400338,0.3286842515124306
fru-F-400338,1205090786,0.2509566961297709
1205090786,fru-F-400338,0.2868731670489251
fru-F-400437,1173745330,0.3845610896424281
1173745330,fru-F-400437,0.4066193687937424
fru-F-400437,1141678665,0.3403818544265005
1141678665,fru-F-400437,0.3460130179813973
fru-F-400475,5901203987,-0.6344095553247231
5901203987,fru-F-400475,-0.7234655101819477
fru-F-400475,519591210,-0.4196454187368075
519591210,fru-F-400475,-0.3767495202551932
fru-F-500083,1261130127,-0.7166589026018956
1261130127,fru-F-500083,-0.6794066558635493
fru-F-500083,1261129711,-0.6871078014609188
1261129711,fru-F-500083,-0.668562237273883
fru-F-500115,1206114100,0.3293945285844213
1206114100,fru-F-500115,0.3382203769530951
fru-F-500115,1173745330,0.3127137777084792
1173745330,fru-F-500115,0.2937300822109994
fru-F-500297,1051630846,0.3082977960801412
1051630846,fru-F-500297,0.3680311300957153
fru-F-500297,948035783,-0.8126380581269609
948035783,fru-F-500297,-0.7069834549091277
fru-F-500435,1142011140,0.299723260332038
1142011140,fru-F-500435,0.3599534728471512
fru-F-500435,1510648834,-0.5708697017880318
1510648834,fru-F-500435,-0.0051996726070397
fru-F-500584,862705904,0.2536525268304263
862705904,fru-F-500584,0.2945018689349595
fru-F-500584,1205090786,0.2974151818919582
1205090786,fru-F-500584,0.3289766773080817
fru-F-600168,1101133698,-0.8773984303061407
1101133698,fru-F-600168,-0.8804363758888846
fru-F-600168,977343309,-0.7777951913884423
977343309,fru-F-600168,-0.7620148216239345
fru-F-600186,609587511,-0.2118042394733895
609587511,fru-F-600186,-0.2621145997612198
fru-F-600186,550280614,-0.1848609868415094
550280614,fru-F-600186,-0.2928200348092334
fru-F-700104,1142365351,0.330073435790746
1142365351,fru-F-700104,0.3990428148435061
fru-F-700104,1173745330,0.3747436919983594
1173745330,fru-F-700104,0.3499941273810875
fru-F-700114,1224945418,-0.8809423805589504
1224945418,fru-F-700114,-0.8816686294241192
fru-F-700114,1224258912,-0.8814668933730279
1224258912,fru-F-700114,-0.8812031803667898
fru-F-700163,1142356576,0.3207056370213736
1142356576,fru-F-700163,0.3933031597208404
fru-F-700163,862705904,0.1981557834247673
862705904,fru-F-700163,0.1745260163438431
fru-F-700245,1204175835,0.3565798375542092
1204175835,fru-F-700245,0.3285199870910043
fru-F-700245,1100792636,-0.8434613443168002
1100792636,fru-F-700245,-0.8195719340399331
fru-F-700257,1141337605,0.2966146467734892
1141337605,fru-F-700257,0.3400733928297674
fru-F-700257,1224258912,-0.8661811662390332
1224258912,fru-F-700257,-0.8528808815535039
fru-M-400031,1290416713,-0.825727086080809
1290416713,fru-M-400031,-0.7698785407016386
fru-M-400031,1198006801,-0.7290747346624668
1198006801,fru-M-400031,-0.5552763315418072
fru-M-400362,955464899,0.2113214034745652
955464899,fru-M-400362,0.2728203285686807
fru-M-400362,1469403612,-0.4407446092333202
1469403612,fru-M-400362,-0.415856105731182
fru-M-400401,955464899,0.2181435393073803
955464899,fru-M-400401,0.2040486852160093
fru-M-400401,829261936,0.118073835112469
829261936,fru-M-400401,0.1554145013992268
fru-M-500174,266187383,-0.7435575059585764
266187383,fru-M-500174,-0.6112335085523931
fru-M-500174,977343309,-0.7255658150211726
977343309,fru-M-500174,-0.6967579366490506
fru-M-500374,737832306,-0.494051742017866
737832306,fru-M-500374,-0.6283581339559918
fru-M-500374,1224258912,-0.8745916665594269
1224258912,fru-M-500374,-0.8754783647662729
fru-M-500377,1100792636,-0.7437010501569972
1100792636,fru-M-500377,-0.6434107399212009
fru-M-500377,5813057274,-0.7567812329470975
5813057274,fru-M-500377,-0.6471015036193034
fru-M-500383,5813034306,-0.7300138784722471
5813034306,fru-M-500383,-0.7186287173954612
fru-M-500383,1205090786,0.2494247191654224
1205090786,fru-M-500383,0.237641278680982
fru-M-700067,1228683492,-0.767183979802348
1228683492,fru-M-700067,-0.5237169162550402
fru-M-700067,550617370,-0.3902071677138173
550617370,fru-M-700067,-0.5474334014503219
fru-M-700270,1204175835,0.1844882086871381
1204175835,fru-M-700270,0.1839994514037748
fru-M-700270,1510648834,-0.6597259519800344
1510648834,fru-M-700270,-0.5678824034621799
G0239-F-000001,300972942,0.5281743310796015
300972942,G0239-F-000001,0.4709389156333456
G0239-F-000001,5813068729,0.5152910386986207
5813068729,G0239-F-000001,0.4924743100070921
G0239-F-000003,300972942,0.5668231584219463
300972942,G0239-F-000003,0.517888427736689
G0239-F-000003,5813068729,0.5698827623721984
5813068729,G0239-F-000003,0.5353286458598465
G0239-F-000005,300972942,0.5958767571038261
300972942,G0239-F-000005,0.5408629510304425
G0239-F-000005,5813068729,0.594635267956254
5813068729,G0239-F-000005,0.5575078488754853
G0239-F-000007,300972942,0.5185628077016659
300972942,G0239-F-000007,0.4737030750619841
G0239-F-000007,5813068729,0.5135983234943614
5813068729,G0239-F-000007,0.4614132915337791
G0239-F-000008,300972942,0.4728494174753922
300972942,G0239-F-000008,0.4273599579913276
G0239-F-000008,267896360,0.0736616783012536
267896360,G0239-F-000008,0.1773251050237693
G0239-F-000009,5813068729,0.4754352097723557
5813068729,G0239-F-000009,0.4855965281534334
G0239-F-000009,300972942,0.4979357955067144
300972942,G0239-F-000009,0.4807930419610378
G0239-F-000011,676573560,-0.4699866494192237
676573560,G0239-F-000011,-0.5126004139312608
G0239-F-000011,636667489,-0.6512602623074479
636667489,G0239-F-000011,-0.3647570277432355
G0239-F-000012,300972942,0.4616887355300005
300972942,G0239-F-000012,0.4459727469941619
G0239-F-000012,5813068729,0.4585583219869447
5813068729,G0239-F-000012,0.4612018321421799
G0239-F-000013,300972942,0.4934136582459022
300972942,G0239-F-000013,0.4595622266014829
G0239-F-000013,5813068729,0.4908744916201111
5813068729,G0239-F-000013,0.4708910792897163
Gad1-F-001409,1610224198,-0.881988558087475
1610224198,Gad1-F-001409,-0.8855186363401452
Gad1-F-001409,1641250106,-0.8805948144736944
1641250106,Gad1-F-001409,-0.8860778397795811
Gad1-F-101173,5813020585,0.404162224430693
5813020585,Gad1-F-101173,0.4317620186387945
Gad1-F-101173,5813020455,0.4365736320363102
5813020455,Gad1-F-101173,0.4320973999025503
Gad1-F-200227,5813022201,0.4097892939294245
5813022201,Gad1-F-200227,0.397676928706193
Gad1-F-200227,860983686,0.375262465757651
860983686,Gad1-F-200227,0.4210753424142284
Gad1-F-300153,1224258912,-0.8800276637252797
1224258912,Gad1-F-300153,-0.8811686937421738
Gad1-F-300153,1224945418,-0.8812737702408238
1224945418,Gad1-F-300153,-0.8817313306246188
Gad1-F-300154,517854468,0.4064670663949653
517854468,Gad1-F-300154,0.3635030089621025
Gad1-F-300154,423774471,0.3983132806824507
423774471,Gad1-F-300154,0.400308151300783
Gad1-F-300275,702389193,-0.6281375016691357
702389193,Gad1-F-300275,-0.6348238144449107
Gad1-F-300309,955464899,0.3701957192535079
955464899,Gad1-F-300309,0.3603695411710957
Gad1-F-300309,862705904,0.2112484780443194
862705904,Gad1-F-300309,0.3360206515250208
Gad1-F-301525,422682603,0.2723015191783566
422682603,Gad1-F-301525,0.2816154392475746
Gad1-F-301525,1419019956,0.2729198958362294
1419019956,Gad1-F-301525,0.2960189351419072
Gad1-F-301704,424789697,0.3955799728574261
424789697,Gad1-F-301704,0.1037987866791838
Gad1-F-301704,760686202,-0.5916531156605858
760686202,Gad1-F-301704,-0.6701612451524631
Gad1-F-400259,518899665,0.145709541570251
518899665,Gad1-F-400259,0.2063464555566186
Gad1-F-400259,296543992,-0.5264764827189491
296543992,Gad1-F-400259,-0.2288854771393271
Gad1-F-400718,1266871604,0.3636354300967918
1266871604,Gad1-F-400718,0.4344145916502901
Gad1-F-400718,673518025,-0.8786268246862812
673518025,Gad1-F-400718,-0.8793109431734194
Gad1-F-400957,1262114202,0.5125392590457241
1262114202,Gad1-F-400957,0.4974597866750918
Gad1-F-400957,1261423370,0.4636494034906726
1261423370,Gad1-F-400957,0.388809466541299
Gad1-F-402516,829261936,0.3533272948359736
829261936,Gad1-F-402516,0.3668646320166218
Gad1-F-402516,862705904,0.4390151417276839
862705904,Gad1-F-402516,0.514856447788829
Gad1-F-500136,946641153,-0.6621544848472644
946641153,Gad1-F-500136,-0.644448761916214
Gad1-F-500136,1290416713,-0.5290437109293213
1290416713,Gad1-F-500136,-0.3442977269286911
Gad1-F-500365,613719036,0.4291986467730668
613719036,Gad1-F-500365,0.4857180329331055
Gad1-F-500365,768555687,0.4708951574317556
768555687,Gad1-F-500365,0.4820530919595352
Gad1-F-500524,1173045815,0.3102453127431223
1173045815,Gad1-F-500524,0.3169385672471814
Gad1-F-500524,1141337605,0.2505990264672081
1141337605,Gad1-F-500524,0.2998557114899378
Gad1-F-500559,5813022201,0.3372954976043243
5813022201,Gad1-F-500559,0.2982911129732631
Gad1-F-500559,1171690479,0.1144862345939813
1171690479,Gad1-F-500559,0.200197554166036
Gad1-F-502126,1142365351,0.3622874446912489
1142365351,Gad1-F-502126,0.4004403890240977
Gad1-F-502126,956138930,0.3785711993503995
956138930,Gad1-F-502126,0.3732167800898274
Gad1-F-600109,1670278227,-0.7617758656023459
1670278227,Gad1-F-600109,-0.819383336223925
Gad1-F-600109,1510648834,-0.7033595142245669
1510648834,Gad1-F-600109,-0.6328394871102647
Gad1-F-600115,946641153,-0.6557913153068754
946641153,Gad1-F-600115,-0.5674826757363145
Gad1-F-600345,922810839,-0.7981338736051873
922810839,Gad1-F-600345,-0.604703274547247
Gad1-F-600345,5813077405,-0.5426545529256611
5813077405,Gad1-F-600345,-0.6623248496813937
Gad1-F-601324,5812980638,-0.1115510459972853
5812980638,Gad1-F-601324,-0.1797562498490026
Gad1-F-601324,1172372382,0.2778138214111241
1172372382,Gad1-F-601324,0.1441068164262512
Gad1-F-700131,613719036,0.451459621169587
613719036,Gad1-F-700131,0.4610867103775299
Gad1-F-700131,673085197,0.3948825327605211
673085197,Gad1-F-700131,0.386915345804271
Gad1-F-800094,1198330641,-0.839674049746636
1198330641,Gad1-F-800094,-0.5118770040954239
Gad1-F-800094,1290416713,-0.8399034465970712
1290416713,Gad1-F-800094,-0.6390674136148426
Gad1-F-900001,1290416713,-0.8142401550970187
1290416713,Gad1-F-900001,-0.5577784042040025
Gad1-F-900001,5813026366,-0.7458645055448945
5813026366,Gad1-F-900001,-0.724316561954026
Gad1-F-900194,1448929233,-0.7022046424365878
1448929233,Gad1-F-900194,-0.5332569003298786
Gad1-F-900194,1193560072,-0.8783723834165058
1193560072,Gad1-F-900194,-0.8798496962561457
TH-F-000101,331662710,0.4526126678356968
331662710,TH-F-000101,0.3670335777045833
TH-F-000101,421641859,0.0158342338798997
421641859,TH-F-000101,0.0518822947432081
TH-F-100083,329970706,-0.1258430401113479
329970706,TH-F-100083,-0.0238656399975467
TH-F-100099,329970706,-0.0805568226163414
329970706,TH-F-100099,0.0069758202016862
TH-F-200030,328943204,0.2870179243697012
328943204,TH-F-200030,0.2688728138251242
TH-F-200030,203253253,-0.0179567508658056
203253253,TH-F-200030,-0.0364744482991365
TH-F-200033,517514142,0.3739254382356782
517514142,TH-F-200033,0.412878850428407
TH-F-200033,608922563,0.1657616455536738
608922563,TH-F-200033,0.3102155125873657
TH-F-200081,330268940,0.1353389012333618
330268940,TH-F-200081,0.1284872783604233
TH-F-300020,484911954,-0.230088891111011
484911954,TH-F-300020,-0.0998589097656526
TH-F-300020,1048172314,-0.2871815369924423
1048172314,TH-F-300020,-0.4224375767341589
TH-F-300073,328943204,0.2117791690327684
328943204,TH-F-300073,0.2945979148878021
TH-F-300073,361040812,-0.092949867251774
361040812,TH-F-300073,-0.0388688079029866
TH-F-700001,418969956,-0.8295210434145018
418969956,TH-F-700001,-0.6214337827074243
TH-F-700001,297166053,-0.5266797241409197
297166053,TH-F-700001,-0.4299363024747433
TH-F-700004,643830129,-0.7616609381362546
643830129,TH-F-700004,-0.5910730433316912
TH-F-700004,5813089803,-0.7527672147317357
5813089803,TH-F-700004,-0.5951022742293407
TH-F-700016,5812982779,0.333879385857398
5812982779,TH-F-700016,0.3843678701431447
TH-F-700016,5813089803,-0.8140274362746388
5813089803,TH-F-700016,-0.5136791409660707
TH-F-700022,946645313,-0.6310221056315621
946645313,TH-F-700022,-0.4673859182395056
TH-F-700022,981362334,-0.1665162898922534
981362334,TH-F-700022,-0.4103012592801762
TH-M-300021,517514142,0.3090520758387322
517514142,TH-M-300021,0.2915402715236094
TH-M-300021,5813049380,0.2329367396289809
5813049380,TH-M-300021,0.2370044925950599
TH-M-500003,580287695,-0.324648507489782
580287695,TH-M-500003,-0.155734957654334
TH-M-500003,456156825,-0.2741463786729931
456156825,TH-M-500003,-0.1088217972607409
TH-M-600002,1224258912,-0.8499099568530516
1224258912,TH-M-600002,-0.822839021471338
TH-M-600002,1193560072,-0.8329121589697436
1193560072,TH-M-600002,-0.8221463629767335
TH-M-600003,1224595289,-0.8693205509699322
1224595289,TH-M-600003,-0.852062175750094
TH-M-600003,1224258912,-0.8642178890032405
1224258912,TH-M-600003,-0.8595248865822684
TH-M-700002,1224595289,-0.7358627789560731
1224595289,TH-M-700002,-0.7316966179314593
TH-M-700002,1224945418,-0.745519202986926
1224945418,TH-M-700002,-0.7490847736635783
TH-M-700013,5812979156,0.1843177169359779
5812979156,TH-M-700013,0.2368100660159993
TH-M-700013,644417074,0.1872095289710633
644417074,TH-M-700013,0.2091631331528926
TH-M-700017,604864392,-0.842358333896497
604864392,TH-M-700017,-0.8155579520548494
TH-M-700017,454439022,-0.4197347638994477
454439022,TH-M-700017,-0.3067089650514075
Trh-M-000099,1602402027,-0.5547606361094198
1602402027,Trh-M-000099,-0.4260151991095199
Trh-M-000099,986828383,0.1747560874598251
986828383,Trh-M-000099,0.2049847790600528
Trh-M-800009,1048215779,0.4333540144105956
1048215779,Trh-M-800009,0.3725742012361971
Trh-M-800009,1016835041,0.4285194309688774
1016835041,Trh-M-800009,0.3619580647510587
VGlut-F-200594,5813058048,0.5449863079700238
5813058048,VGlut-F-200594,0.4904955154919941
VGlut-F-200594,328632707,-0.6004684185432697
328632707,VGlut-F-200594,-0.604638875124208
VGlut-F-300680,5813020585,0.5637838866371796
5813020585,VGlut-F-300680,0.6077488999434687
VGlut-F-300680,1322474586,0.5708127569529146
1322474586,VGlut-F-300680,0.5733410182533327
VGlut-F-800070,894551935,0.2774280227279925
894551935,VGlut-F-800070,0.3689286416605352
VGlut-F-800070,832357089,0.1385751542253099
832357089,VGlut-F-800070,0.2672607188410538
VT0765-F-700001,613079053,-0.189528889950061
613079053,VT0765-F-700001,-0.1025266530049847
VT0765-F-700001,486544396,-0.4607309497894942
486544396,VT0765-F-700001,-0.1977580851814739
VT16811-F-700000,1078693835,0.3671879080303815
1078693835,VT16811-F-700000,0.2637700479392408
VT16811-F-700000,1729935421,-0.6298312509472923
1729935421,VT16811-F-700000,-0.334194925486772
VT24618-F-700000,5813058048,0.0222498412542144
5813058048,VT24618-F-700000,0.141833439599451
VT24618-F-700000,299082033,-0.1006542750112606
299082033,VT24618-F-700000,-0.0848559155927029
VT38815-F-700000,799586652,0.3514779606418248
799586652,VT38815-F-700000,0.2604022049695199
VT38815-F-700000,1640555311,-0.6501547217172913
1640555311,VT38815-F-700000,-0.5963863447815587
VT38815-F-700001,799586652,0.3034468839617626
799586652,VT38815-F-700001,0.2152909807025811
VT38815-F-700001,485745069,-0.8128610731904582
485745069,VT38815-F-700001,-0.6467941415095038
VT43401-F-700002,575768294,-0.5140185358104553
575768294,VT43401-F-700002,-0.5159941227360761
VT43401-F-700002,5813020673,-0.373646091175553
5813020673,VT43401-F-700002,-0.1934759654287433
VT50245-F-700000,5813058316,-0.079395583889066
5813058316,VT50245-F-700000,0.0259230572107828
VT50245-F-700000,700486220,-0.2554404102383814
700486220,VT50245-F-700000,-0.1349569833535284
VT50245-F-700001,612414168,-0.4022310394748543
612414168,VT50245-F-700001,-0.2031150939328382
VT50245-F-700001,674807824,-0.308893931847995
674807824,VT50245-F-700001,-0.2445572614830562
VT50733-F-700000,919763043,-0.3937563204015597
919763043,VT50733-F-700000,-0.402468732186036
VT50733-F-700000,519046655,0.0927033803117916
519046655,VT50733-F-700000,-0.2875189968875595
VT58722-F-700000,549282467,-0.156776197193028
549282467,VT58722-F-700000,-0.0325292717050438
VT58722-F-700000,326253554,-0.0241832101519989
326253554,VT58722-F-700000,-0.1518249234895502
VT58722-F-700001,673509195,0.1550140192742809
673509195,VT58722-F-700001,0.2591842473071221
VT58722-F-700001,946990515,-0.6132996406761951
946990515,VT58722-F-700001,-0.7473949254393176
VT5948-F-700000,422725634,0.3748173311518716
422725634,VT5948-F-700000,0.2707886945940037
VT5948-F-700000,519279166,-0.3507262835991639
519279166,VT5948-F-700000,-0.3331645621295985
VT5948-F-700001,422725634,0.3618142889945156
422725634,VT5948-F-700001,0.2891718720553762
VT5948-F-700001,736174181,-0.3168602979870511
736174181,VT5948-F-700001,-0.1583341474660713
Cha-F-000088,1640909284,0.552663638952782
1640909284,Cha-F-000088,0.250494038459656
Cha-F-400237,1135441187,0.5493660011194337
1135441187,Cha-F-400237,0.4725682447653594
Trh-M-200043,1671620613,0.5718218965667498
1671620613,Trh-M-200043,0.1410518481357916
Trh-F-100001,5813062858,0.5827500944791939
5813062858,Trh-F-100001,0.4247931371791822
Cha-F-000088,1699974843,0.4742640625762057
1699974843,Cha-F-000088,0.2496414595029558
Cha-F-000088,1704347707,0.4470786674418123
1704347707,Cha-F-000088,0.2537072561264827
VGlut-F-400757,1640922516,0.4934534397239933
1640922516,VGlut-F-400757,0.2505213341888282
VGlut-F-200392,792326206,0.5597423896469801
792326206,VGlut-F-200392,0.378878253315652
Cha-F-000088,5813055277,0.4580923674966537
5813055277,Cha-F-000088,0.2345260011932864
Cha-F-000088,5813056598,0.4609619603939048
5813056598,Cha-F-000088,0.2694601843591657
Cha-F-200299,1135441187,0.5729619026373229
1135441187,Cha-F-200299,0.5231247908268476
VGlut-F-500876,1640922516,0.5475223690421255
1640922516,VGlut-F-500876,0.2669824254665678
VGlut-F-400898,1640922516,0.4638071085013991
1640922516,VGlut-F-400898,0.2855976266514313
VGlut-F-500876,1667251683,0.5352197967249525
1667251683,VGlut-F-500876,0.2845804757679336
Trh-M-100024,5813049824,0.4245393746441129
5813049824,Trh-M-100024,0.2345552114449313
Trh-M-500163,862671913,0.4114641856885985
862671913,Trh-M-500163,0.2845428432902233
VGlut-F-400186,1640922516,0.4843254458895107
1640922516,VGlut-F-400186,0.2582070506276684
VGlut-F-500335,1640922516,0.4195979330267211
1640922516,VGlut-F-500335,0.2255726450723408
Trh-M-100024,5813020684,0.2787443087202142
5813020684,Trh-M-100024,0.0879517865230245
VGlut-F-700541,1640922516,0.4606062709272646
1640922516,VGlut-F-700541,0.2329169535444906
TH-F-200026,330640044,0.4824870595623413
330640044,TH-F-200026,0.3696070027587463
Trh-M-300140,1008024276,0.2393462031717668
1008024276,Trh-M-300140,0.1568270437087314
Trh-M-400023,953414780,0.4406682242737147
953414780,Trh-M-400023,0.3029583948592049
Trh-M-100024,5813055834,0.3471809913216791
5813055834,Trh-M-100024,0.1978961015004475
VGlut-F-500876,1669924220,0.4810300231295735
1669924220,VGlut-F-500876,0.27858858077345
Trh-M-100024,946308203,0.3667099203357741
946308203,Trh-M-100024,0.2241929851412561
TH-F-000012,328533761,0.4969424262849477
328533761,TH-F-000012,0.4896557452310717
TH-F-100036,5812980529,0.4412621127974098
5812980529,TH-F-100036,0.5054012640326141
Trh-M-500163,953410147,0.414913033730396
953410147,Trh-M-500163,0.380767441814153
Trh-M-500163,768555687,0.3398706862271043
768555687,Trh-M-500163,0.2049708425505215
VGlut-F-800130,1671257931,0.3500665543942882
1671257931,VGlut-F-800130,0.3561593244777047
VGlut-F-200319,5813055865,0.4490360281128059
5813055865,VGlut-F-200319,0.3870622624396312
TH-M-000029,5813021602,0.3536503404938253
5813021602,TH-M-000029,0.2697712635701897
VGlut-F-800130,2135408892,0.3581806033774258
2135408892,VGlut-F-800130,0.3754397510302732
VGlut-F-800130,5813132949,0.3368457843273802
5813132949,VGlut-F-800130,0.3507014843654766
Trh-M-400110,953414780,0.4207753127966828
953414780,Trh-M-400110,0.2756577340614038
Trh-M-500163,672006007,0.3187642903329296
672006007,Trh-M-500163,0.2344800336274387
TH-F-000019,5813021602,0.4876696496690616
5813021602,TH-F-000019,0.4073987493737676
Trh-F-400055,1070426862,0.4052359420369985
1070426862,Trh-F-400055,0.3623758199872925
TH-F-300062,1262360335,0.3553501847963847
1262360335,TH-F-300062,0.3748699346745511
Trh-M-500163,891663788,0.3334579235686518
891663788,Trh-M-500163,0.2350588348289592
VGlut-F-000463,1037293275,0.2971135433542017
1037293275,VGlut-F-000463,0.2914261201946837
Trh-M-400110,1008024276,0.2475719903462554
1008024276,Trh-M-400110,0.1342681601904938
Trh-F-300112,953414780,0.4538427275790996
953414780,Trh-F-300112,0.3041828488563244
Trh-F-400055,1008024276,0.3795023760409126
1008024276,Trh-F-400055,0.3003245700077423
Trh-F-300112,922069357,0.3857232914909994
922069357,Trh-F-300112,0.3552569405963017
Trh-F-300112,1008024276,0.4627645161037205
1008024276,Trh-F-300112,0.2947349665568456
Trh-M-400023,988567837,0.440490296023899
988567837,Trh-M-400023,0.3349034677249899
TH-M-100063,1449247522,0.3407399234591489
1449247522,TH-M-100063,0.3554042265725313
VGlut-F-400898,1668944259,0.2779552876393514
1668944259,VGlut-F-400898,0.3384390033521013
Trh-M-400052,1008024276,0.198442279062151
1008024276,Trh-M-400052,0.1444572848864715
VGlut-F-800130,1640555311,0.3536582881311406
1640555311,VGlut-F-800130,0.3447597769320362
Trh-F-400055,953414780,0.4315898539332515
953414780,Trh-F-400055,0.2846286887589072
Trh-F-300112,5813053851,0.4403164107530856
5813053851,Trh-F-300112,0.4201275977883827
Trh-M-400131,1008024276,0.1717606789805252
1008024276,Trh-M-400131,0.0989102687745981
Trh-M-400110,957506896,0.2463003280167092
957506896,Trh-M-400110,0.1924770450325426
fru-F-000094,298603730,0.4166789030105522
298603730,fru-F-000094,0.4816728806991031
Cha-F-000239,1733677514,0.1961275257672794
1733677514,Cha-F-000239,0.1664890271156812
TH-F-000036,5813011298,0.3699035593831682
5813011298,TH-F-000036,0.3917727799765837
VGlut-F-400757,5901196806,0.3107073131862768
5901196806,VGlut-F-400757,0.3162154181711868
TH-M-000030,328533761,0.4370281971448018
328533761,TH-M-000030,0.384210479743349
Cha-F-000239,1037293275,0.2083054724802925
1037293275,Cha-F-000239,0.2081548471919793
VGlut-F-000177,672283773,0.3792916912160515
672283773,VGlut-F-000177,0.2286897138966068
Trh-M-400110,1070426862,0.2585630505092669
1070426862,Trh-M-400110,0.1939949775842093
VGlut-F-400049,297251714,0.5091615818496281
297251714,VGlut-F-400049,0.0233946552217877
VGlut-F-400186,1700644008,0.2912061205567635
1700644008,VGlut-F-400186,0.3141051532611733
TH-M-300005,1289359184,0.2821278110153848
1289359184,TH-M-300005,0.2859304728315561
VGlut-F-500876,5813034455,0.3560004102763267
5813034455,VGlut-F-500876,0.2765898202414459
TH-F-100050,1289359184,0.4612412449923909
1289359184,TH-F-100050,0.4611428709099024
VGlut-F-500876,5901196806,0.3312972950298819
5901196806,VGlut-F-500876,0.2924130071688106
TH-M-000032,5813021602,0.3682109395385592
5813021602,TH-M-000032,0.2816839692095908
TH-F-300062,1666561406,0.3262895204078647
1666561406,TH-F-300062,0.3678885994153869
VGlut-F-400757,1730651751,0.3197210102256473
1730651751,VGlut-F-400757,0.3325070669895072
Trh-F-400055,922069357,0.3232317893373471
922069357,Trh-F-400055,0.3151968084123734
VGlut-F-400898,1700644008,0.2595012694733964
1700644008,VGlut-F-400898,0.339494116559188
TH-F-300062,1168915489,0.3484819669186063
1168915489,TH-F-300062,0.3372507202878781
Trh-M-300138,1008024276,0.212316111934812
1008024276,Trh-M-300138,0.1055190953441331
Trh-M-400023,957506896,0.2488136597160818
957506896,Trh-M-400023,0.2043894830960329
TH-M-100057,1449247522,0.2808245121278582
1449247522,TH-M-100057,0.3692856529507211
VGlut-F-400757,5813034455,0.3021229457139045
5813034455,VGlut-F-400757,0.2463633040162401
VGlut-F-700541,1700644008,0.2837159177262369
1700644008,VGlut-F-700541,0.3040108017345341
TH-F-200026,329970706,0.2851835230101707
329970706,TH-F-200026,0.3590213319014669
TH-F-100075,5813011298,0.4560707296645359
5813011298,TH-F-100075,0.4522228340107476
VGlut-F-300438,5813019526,0.4120398692462067
5813019526,VGlut-F-300438,0.3730203782643227
Trh-M-400131,957506896,0.1954661871109722
957506896,Trh-M-400131,0.1673539600812092
Cha-F-000239,1794055377,0.1381621291082756
1794055377,Cha-F-000239,0.2749340959404754
VGlut-F-200392,5813027276,0.4412305286810903
5813027276,VGlut-F-200392,0.2806821297307306
VGlut-F-400186,1730651751,0.3088859338016085
1730651751,VGlut-F-400186,0.3403769273352524
VGlut-F-400186,1888199872,0.2348629663544167
1888199872,VGlut-F-400186,0.2361267989139467
Cha-F-000239,1316245799,0.2192777361130771
1316245799,Cha-F-000239,0.0172989806327945
Trh-M-400131,953414780,0.3389086710850531
953414780,Trh-M-400131,0.2299529620519523
TH-F-200106,1225640135,0.4005172957837448
1225640135,TH-F-200106,0.3591032095276241
TH-F-100036,359931311,0.3608751852465122
359931311,TH-F-100036,0.4375461744163967
VGlut-F-200392,1135441187,0.3847656054636806
1135441187,VGlut-F-200392,0.2210435022409383
Trh-M-300138,953414780,0.3594650561258161
953414780,Trh-M-300138,0.2456043313035666
VGlut-F-700541,5901196806,0.2774257867213012
5901196806,VGlut-F-700541,0.2821748490690738
VGlut-F-400184,1730651751,0.250315925990506
1730651751,VGlut-F-400184,0.3241689822771283
Trh-M-400023,1051980223,0.3715753659142152
1051980223,Trh-M-400023,0.3077338199252138
Trh-M-300071,1008024276,0.2693178346647337
1008024276,Trh-M-300071,0.2519277815606707
VGlut-F-500335,5813034455,0.2365172732944549
5813034455,VGlut-F-500335,0.2154333864014118
TH-M-200013,1035601661,0.3257436705352465
1035601661,TH-M-200013,0.2562331977731343
Trh-M-300138,1070426862,0.2163013025999279
1070426862,Trh-M-300138,0.1700567661264053
VGlut-F-400898,5901196806,0.2601196111999909
5901196806,VGlut-F-400898,0.3341258628116199
VGlut-F-700541,1668944259,0.2761324575406841
1668944259,VGlut-F-700541,0.3195477160183662
VGlut-F-700541,5813034455,0.2750579144963789
5813034455,VGlut-F-700541,0.2212026017012233
VGlut-F-100002,1978573010,0.2563430573936839
1978573010,VGlut-F-100002,0.3276698910790369
VGlut-F-300438,297580589,0.3179487278101187
297580589,VGlut-F-300438,0.3001595102413041
Trh-M-400052,953414780,0.3130062584077671
953414780,Trh-M-400052,0.2021924817758972
Trh-M-400052,1070426862,0.2099828718321564
1070426862,Trh-M-400052,0.1972889626144763
Trh-M-400052,922069357,0.199952274740648
922069357,Trh-M-400052,0.1967793225196393
VGlut-F-600204,5813064410,0.2637425381192581
5813064410,VGlut-F-600204,-0.0638635165452213
Trh-M-400131,1070426862,0.2255277667758831
1070426862,Trh-M-400131,0.1762335103754331
TH-F-200004,484126552,0.2883602391004846
484126552,TH-F-200004,0.3409510953360981
Trh-M-300140,922069357,0.1963841643334516
922069357,Trh-M-300140,0.1800076017606089
Trh-M-300140,1070426862,0.1943769595180573
1070426862,Trh-M-300140,0.1689290490325532
VGlut-F-400184,1700644008,0.2102510182252716
1700644008,VGlut-F-400184,0.2555522165146583
VGlut-F-200319,360259229,0.2906973660195326
