fc,em,similarity score
360259229,VGlut-F-200319,0.2930505845264216
fru-F-000094,328611004,0.3267047671353325
328611004,fru-F-000094,0.3190685025885744
Cha-F-000239,610274029,0.0189809754942882
610274029,Cha-F-000239,-0.1236325671328541
VGlut-F-500335,1888199872,0.2138945058452177
1888199872,VGlut-F-500335,0.2178979708792509
VGlut-F-000158,296543992,0.2659159630397251
296543992,VGlut-F-000158,0.2632471908792939
VGlut-F-400184,1888199872,0.1974435122815895
1888199872,VGlut-F-400184,0.2284174146015636
VGlut-F-400184,5901196806,0.2399638214797228
5901196806,VGlut-F-400184,0.3215131649541343
VGlut-F-500335,5901196806,0.2044817295995592
5901196806,VGlut-F-500335,0.2315960630446068
TH-F-000019,361005850,0.3465179576120497
361005850,TH-F-000019,0.2432328995321299
VGlut-F-400184,5813034455,0.2392620819377146
5813034455,VGlut-F-400184,0.2029157895713531
TH-M-000029,361005850,0.2158728685687814
361005850,TH-M-000029,0.0701523632912355
VGlut-F-500335,1730651751,0.2231050096156926
1730651751,VGlut-F-500335,0.263184877610338
Cha-F-400237,5813021533,0.3312800161294804
5813021533,Cha-F-400237,0.3253575822700195
TH-M-000032,542376096,0.3695175982394818
542376096,TH-M-000032,0.2410283543773075
Trh-M-400131,988567837,0.3697736572697984
988567837,Trh-M-400131,0.2963713582114268
TH-M-200010,548712377,0.242628992579126
548712377,TH-M-200010,0.1152596674624794
TH-M-000032,296139882,0.2829695475741186
296139882,TH-M-000032,-0.1334819294585894
TH-F-200026,5813049380,0.3443406508278971
5813049380,TH-F-200026,0.3422953307685037
TH-F-200004,5813021602,0.3245127089964372
5813021602,TH-F-200004,0.2863221323167679
TH-M-300063,329970706,0.2130397507979963
329970706,TH-M-300063,0.2027854147189568
TH-F-000036,510987433,0.2592782857985828
510987433,TH-F-000036,0.3213398199297829
TH-M-200095,422751191,0.2854685287524411
422751191,TH-M-200095,0.1619145388519137
Cha-F-500071,609548390,0.2397422031653577
609548390,Cha-F-500071,0.1720442024958431
TH-M-200010,5813083780,0.2937032885384167
5813083780,TH-M-200010,0.1332203403804149
fru-F-000094,422738252,0.196761200408507
422738252,fru-F-000094,0.338692697910023
TH-M-000032,361005850,0.2301215763821881
361005850,TH-M-000032,0.1246493184801316
TH-M-100016,361312808,0.2602445274203565
361312808,TH-M-100016,0.068257582202396
TH-F-100075,5813021602,0.3571511866014834
5813021602,TH-F-100075,0.2956044982962553
VGlut-F-500002,5813021602,0.337164069926133
5813021602,VGlut-F-500002,0.2373272106062889
VGlut-F-200036,979627466,0.2586598575693601
979627466,VGlut-F-200036,0.2221772330650936
VGlut-F-000463,5813024692,0.1029016881933184
5813024692,VGlut-F-000463,0.0735894727886076
TH-M-200095,393766777,0.1774635621076322
393766777,TH-M-200095,-0.0658989218543102
VGlut-F-000158,297917475,0.2371163787334104
297917475,VGlut-F-000158,0.3217454682682842
TH-M-200010,5813020996,0.2503993167030627
5813020996,TH-M-200010,0.0898749979039928
Cha-F-400237,701201945,0.3281658600018708
701201945,Cha-F-400237,0.4495213305424415
Gad1-F-600059,359598627,0.306811075421384
359598627,Gad1-F-600059,0.2812687449731809
TH-F-200064,361312808,0.3490298902954023
361312808,TH-F-200064,0.1523247112208752
Gad1-F-600059,1110972158,0.3162373231856827
1110972158,Gad1-F-600059,0.3422583252440899
TH-F-200081,361312808,0.3755222010704737
361312808,TH-F-200081,0.1601579294149648
fru-F-000094,548712377,0.2111026880482447
548712377,fru-F-000094,0.2154220863940371
Cha-F-000329,454002974,0.274061934095006
454002974,Cha-F-000329,0.1074360394639016
TH-M-300063,5813049380,0.238673032627796
5813049380,TH-M-300063,0.2162353594340297
Cha-F-200299,5812987694,0.2929010361558086
5812987694,Cha-F-200299,0.3930419472913999
TH-F-000036,486880919,0.2460147911541612
486880919,TH-F-000036,0.2936433845781797
VGlut-F-000463,610274046,0.0366080310994577
610274046,VGlut-F-000463,-0.0569082834417134
TH-M-200095,548712377,0.1975645701945781
548712377,TH-M-200095,0.0767306189592897
VGlut-F-100002,5813055298,0.1872744080670948
5813055298,VGlut-F-100002,0.2848226255359408
TH-F-300037,361312808,0.3208401244376305
361312808,TH-F-300037,0.1458422319385761
VGlut-F-200319,5813068669,0.2314005188839146
5813068669,VGlut-F-200319,0.2339470578692582
Gad1-F-600059,298595394,0.3026277726470786
298595394,Gad1-F-600059,0.3025706398807225
TH-M-200010,735941254,0.2577708627734118
735941254,TH-M-200010,-0.0552430700450619
VGlut-F-400049,327499164,0.3006115993260179
327499164,VGlut-F-400049,-0.1428490241361626
TH-F-200034,361312808,0.4056146216363873
361312808,TH-F-200034,0.1689885879221997
TH-M-200095,579575594,0.3008416114905048
579575594,TH-M-200095,0.0818534700836147
TH-M-200049,361312808,0.2799729987802457
361312808,TH-M-200049,0.070849599474293
VGlut-F-600204,1005857944,0.2203538004158775
1005857944,VGlut-F-600204,-0.1104403074501722
VGlut-F-200036,5813021583,0.2918072407999088
5813021583,VGlut-F-200036,0.2100240753356193
VGlut-F-000463,610274029,0.0350243052609994
610274029,VGlut-F-000463,-0.0630407793086155
VGlut-F-600204,5813068748,0.1813892971866531
5813068748,VGlut-F-600204,-0.0003322652956814
VGlut-F-400049,330268940,0.2349068047422748
330268940,VGlut-F-400049,-0.1054137897057948
VGlut-F-200319,421646999,0.1981163837910276
421646999,VGlut-F-200319,0.1752748793926613
TH-M-200064,361312808,0.3148627902711936
361312808,TH-M-200064,0.0869984205594444
Gad1-F-600059,455431209,0.2930816058776015
455431209,Gad1-F-600059,0.275918289459209
VGlut-F-000158,361273559,0.2594187409369636
361273559,VGlut-F-000158,0.2564374104375597
Trh-M-300071,957506896,0.2332643794683948
957506896,Trh-M-300071,0.2696068744870875
Trh-M-300071,1070426862,0.2298259079649803
1070426862,Trh-M-300071,0.2471013779421428
VGlut-F-600204,669325882,0.1933075604951614
669325882,VGlut-F-600204,-0.1506964237692128
TH-F-100075,510987433,0.3086859508060731
510987433,TH-F-100075,0.3374205909151349
TH-F-200004,510987433,0.3041839318554508
510987433,TH-F-200004,0.3542924528829639
TH-F-100075,329225149,0.2785494597331293
329225149,TH-F-100075,-0.036584872294179
TH-F-000036,326817334,0.1970285166084897
326817334,TH-F-000036,0.2817496714283186
TH-F-100095,361312808,0.3584308924398653
361312808,TH-F-100095,0.1086566967750116
TH-F-100075,297251714,0.2726104961474005
297251714,TH-F-100075,-0.0626140592198473
VGlut-F-500002,297251714,0.2051901173772509
297251714,VGlut-F-500002,-0.1291445671681471
Cha-F-000329,579510789,0.2354260503122276
579510789,Cha-F-000329,0.0782891453361717
TH-M-300063,331662710,0.2082061011044846
331662710,TH-M-300063,0.0818793442055296
VGlut-F-500002,296139882,0.2241148236249725
296139882,VGlut-F-500002,-0.1235725431585187
TH-F-200004,361005850,0.2375050982579826
361005850,TH-F-200004,0.1552026838932892
VGlut-F-000158,298214577,0.1619147619631651
298214577,VGlut-F-000158,0.2928850606661156
TH-M-000045,361312808,0.2859728389915847
361312808,TH-M-000045,0.0941927236464379
TH-F-200026,331662710,0.321026262104878
331662710,TH-F-200026,0.2323055280497652
VGlut-F-300438,358890923,0.2157388627394886
358890923,VGlut-F-300438,0.3208483292083804
TH-M-000029,5813055949,0.0120383177220625
5813055949,TH-M-000029,0.0116690840758389
TH-F-000010,359931311,0.3734821882724801
359931311,TH-F-000010,0.4349082284522738
Cha-F-200299,5813059915,0.2672944544105672
5813059915,Cha-F-200299,0.2956329104075259
VGlut-F-200036,5813056261,0.219541782190984
5813056261,VGlut-F-200036,0.1309734966826638
TH-F-000009,5813021112,0.1922151187338126
5813021112,TH-F-000009,0.3013297969342966
VGlut-F-000016,5813033371,0.3837211269495073
5813033371,VGlut-F-000016,0.5080333550744016
VGlut-F-200392,950880008,0.243949577827884
950880008,VGlut-F-200392,0.0657923660584853
Trh-M-700039,543692985,0.2906811187412217
543692985,Trh-M-700039,0.2414585657400896
TH-F-200106,5813055913,0.2112743346882978
5813055913,TH-F-200106,0.0103196963476987
TH-F-300062,5813082239,0.1570817154233114
5813082239,TH-F-300062,0.1946029623403678
TH-F-100095,328611004,0.276637084064153
328611004,TH-F-100095,0.1263947991473431
VGlut-F-300438,390280026,0.2072930450178377
390280026,VGlut-F-300438,0.2579017257522052
Trh-M-300071,5813062858,0.3885857674615297
5813062858,Trh-M-300071,0.1293522117870207
TH-M-200013,1107561814,0.0823593088812309
1107561814,TH-M-200013,0.0828376173781306
TH-F-200081,328611004,0.1755239637392194
328611004,TH-F-200081,0.1302134809246217
Trh-M-300071,953414780,0.3285672246578909
953414780,Trh-M-300071,0.2896027853870516
Cha-F-100135,422738252,0.2072763208243132
422738252,Cha-F-100135,0.1860512993088099
TH-M-000029,487143497,0.1398734016120249
487143497,TH-M-000029,0.0768720235462764
VGlut-F-000111,484359937,0.176820017874382
484359937,VGlut-F-000111,0.2381896890969486
Trh-M-700039,516055524,0.2337813875307615
516055524,Trh-M-700039,0.187915597039238
Cha-F-300267,329646990,0.1936464655084967
329646990,Cha-F-300267,0.2823118275357335
VGlut-F-500002,329225149,0.2297373209136195
329225149,VGlut-F-500002,-0.1028571897533004
TH-F-300037,328611004,0.235518996095898
328611004,TH-F-300037,0.2270952276812155
Cha-F-100135,424793122,0.195340333725164
424793122,Cha-F-100135,0.2351819911911516
TH-F-200034,328611004,0.260338454593384
328611004,TH-F-200034,0.1867148213096541
VGlut-F-100002,5813126031,0.0678030339552412
5813126031,VGlut-F-100002,0.2346056707162701
VGlut-F-100002,2095549849,0.0990578795051157
2095549849,VGlut-F-100002,0.3108429378752829
TH-M-300005,579268807,0.1441803649870779
579268807,TH-M-300005,0.1250812573557709
VGlut-F-000111,5813032849,0.1522825019395857
5813032849,VGlut-F-000111,0.1936299897032465
TH-M-000008,579268807,0.2406135839869485
579268807,TH-M-000008,0.2748087095929136
TH-F-200037,422751191,0.103278054286755
422751191,TH-F-200037,0.1026262828356613
TH-F-200037,330640044,0.0320773804792145
330640044,TH-F-200037,0.0613875529069862
VGlut-F-400049,360255138,0.0702957057500718
360255138,VGlut-F-400049,0.0173052380669582
TH-F-100095,5813049380,0.1545561505668985
5813049380,TH-F-100095,0.1905714882338847
VGlut-F-000303,5813056909,0.2379675430569514
5813056909,VGlut-F-000303,0.3096661733593884
TH-F-100083,5813049380,0.0595467696487061
5813049380,TH-F-100083,0.1715957074924037
TH-F-200037,517514142,0.1159542874274999
517514142,TH-F-200037,0.1664627630808528
VGlut-F-200036,823058891,0.1133832798320599
823058891,VGlut-F-200036,0.0636496992092334
TH-F-100099,328611004,0.2957622726101327
328611004,TH-F-100099,0.1346519000749072
VGlut-F-000111,671233447,0.1088816285140218
671233447,VGlut-F-000111,0.2988401089677207
TH-M-100016,328611004,0.1139005145092338
328611004,TH-M-100016,0.019343770019027
VGlut-F-000111,1043705078,0.1574825132119029
1043705078,VGlut-F-000111,0.3070120785959543
TH-F-300078,576825965,0.1786911959092657
576825965,TH-F-300078,-0.0238233903069283
Cha-F-100135,735941254,0.1395410078282229
735941254,Cha-F-100135,-0.1990355793691326
TH-F-200037,328611004,0.0715949099128917
328611004,TH-F-200037,0.1244428033335458
VGlut-F-400049,329225149,0.0597945598979859
329225149,VGlut-F-400049,-0.2795073893557085
TH-M-300063,5813020673,0.0775455746776181
5813020673,TH-M-300063,0.0270147223852268
TH-F-000019,514842241,0.1041342880070151
514842241,TH-F-000019,0.1068071265176239
TH-M-000045,328611004,0.0759875102688737
328611004,TH-M-000045,0.0541336550915491
Cha-F-100135,5813020996,0.1868131204783785
5813020996,Cha-F-100135,-7.458167753663583e-05
VGlut-F-000303,575768294,0.1731410983215391
575768294,VGlut-F-000303,0.1068074167485141
Cha-F-000329,609548390,0.1043221061635956
609548390,Cha-F-000329,-0.0642208004679272
TH-M-200064,328611004,0.1295701476373519
328611004,TH-M-200064,0.089360730082961
TH-F-200081,5813049380,0.1093950250710537
5813049380,TH-F-200081,0.2060309728039938
TH-M-000008,5813055913,0.2057452723771081
5813055913,TH-M-000008,0.2594899618655627
TH-F-200096,5813049380,0.11233152676849
5813049380,TH-F-200096,0.1705740207635991
TH-M-200013,5813048837,-0.0398454729753137
5813048837,TH-M-200013,-0.1464141842707462
TH-F-300037,393063351,0.016722162970363
393063351,TH-F-300037,-0.1260691802462009
TH-F-000019,487143497,0.1444253196802256
487143497,TH-F-000019,0.0732100220706227
TH-F-200064,328611004,0.1223177545639007
328611004,TH-F-200064,0.1413377903872235
TH-F-000009,797442049,0.0910751582787412
797442049,TH-F-000009,0.2199550794979909
VGlut-F-200392,5812987694,0.1268760221154961
5812987694,VGlut-F-200392,0.0545843383767072
Trh-M-100071,707539688,0.0777284135564526
707539688,Trh-M-100071,0.118544528369173
TH-F-000036,602368546,0.1421757134533392
602368546,TH-F-000036,0.2907697279956939
VGlut-F-700261,1228265278,0.0743579336607172
1228265278,VGlut-F-700261,0.228738289525332
TH-F-200034,393063351,0.0577164623290277
393063351,TH-F-200034,-0.1389670098538616
TH-F-000009,1014344148,0.1186026755494341
1014344148,TH-F-000009,0.2569582736096787
Trh-M-200043,2040301572,0.1324790192961154
2040301572,Trh-M-200043,0.1450700207516293
TH-F-000009,5813063093,0.0241187591649126
5813063093,TH-F-000009,0.0928215245184091
VGlut-F-000303,329897255,0.1610876869107332
329897255,VGlut-F-000303,0.074876182163479
Trh-F-100066,707539688,0.0677194828080702
707539688,Trh-F-100066,0.0925795499588248
VGlut-F-100035,5813068707,0.1303741078963505
5813068707,VGlut-F-100035,0.2268705557757001
VGlut-F-100035,488231898,0.1080194835323118
488231898,VGlut-F-100035,0.2608842815937268
TH-M-200064,298258399,0.1336688166717936
298258399,TH-M-200064,-0.0227215927772134
Trh-F-100001,707539688,0.0563611194167782
707539688,Trh-F-100001,0.0599706542043191
VGlut-F-200062,5813021602,0.142649399992153
5813021602,VGlut-F-200062,0.3591689839042149
TH-M-200035,543692985,0.2544572999881515
543692985,TH-M-200035,0.0744781459326216
VGlut-F-200062,487143497,0.0571861229133244
487143497,VGlut-F-200062,0.2848033632747121
Trh-F-100001,922069357,0.0177245744266216
922069357,Trh-F-100001,0.2150521636578678
TH-F-200064,5813049380,0.0409492908277644
5813049380,TH-F-200064,0.1661311280660529
Trh-M-100071,614081151,0.0168074110470597
614081151,Trh-M-100071,0.0943964688414829
Cha-F-300267,298258399,0.0410147782140347
298258399,Cha-F-300267,-0.0306376168863409
VGlut-F-400334,576825965,0.1510264698640761
576825965,VGlut-F-400334,-0.1127852629584644
Trh-M-700039,1043117106,0.0915103088286493
1043117106,Trh-M-700039,0.0666462844131089
Trh-M-100071,922069357,-0.0031871518728319
922069357,Trh-M-100071,0.1810168587057925
TH-F-200064,5813055800,0.0724316474550088
5813055800,TH-F-200064,0.0433164083189996
Trh-F-100038,704699661,-0.0382117396651819
704699661,Trh-F-100038,0.0295652565627687
VGlut-F-100035,5813011119,-0.0142289414087622
5813011119,VGlut-F-100035,0.1536344406564297
TH-F-300078,736860990,0.1124848960673155
736860990,TH-F-300078,0.1483681335921194
Trh-F-100066,614081151,0.0211038038350864
614081151,Trh-F-100066,0.0795295524752909
TH-F-200096,5813020673,0.0439949634199561
5813020673,TH-F-200096,-0.0543840857929521
Trh-M-100025,614081151,0.0122318921838628
614081151,Trh-M-100025,0.0486536958682394
VGlut-F-200062,417221397,0.0542582950675459
417221397,VGlut-F-200062,0.0034309770515682
Trh-M-100020,328611004,-0.0577983680504797
328611004,Trh-M-100020,0.1657340497526876
TH-F-100095,329970706,-0.0915859000021641
329970706,TH-F-100095,0.0561229532477303
TH-M-300005,423101189,-0.0414066316345984
423101189,TH-M-300005,-0.2917355821224317
VGlut-F-100035,636789034,0.04083290552813
636789034,VGlut-F-100035,0.1313375673961332
Trh-F-100066,5813057861,-0.1301803590723625
5813057861,Trh-F-100066,0.1952918677858117
TH-F-200096,5813055800,0.1104041620702365
5813055800,TH-F-200096,0.045971674942369
TH-F-000091,298258399,-0.0090203203436374
298258399,TH-F-000091,-0.0450851154198848
VGlut-F-000177,1042656011,0.0622669138628697
1042656011,VGlut-F-000177,0.1075968844164257
Trh-M-100025,705795727,-0.0172031518420884
705795727,Trh-M-100025,0.1867484864902348
TH-M-200013,1192019859,-0.018930018533096
1192019859,TH-M-200013,0.0102467340671782
TH-F-100050,5813041180,0.0569481633761536
5813041180,TH-F-100050,0.276800916805889
Trh-M-100037,704699661,0.0059714625745737
704699661,Trh-M-100037,0.0611393959586755
Trh-M-700039,456847100,0.1136861191502119
456847100,Trh-M-700039,-0.0202624610049709
TH-F-000012,579912201,-0.0535721923092611
579912201,TH-F-000012,0.2983439114830423
Trh-F-100066,5813009620,-0.1213159340530315
5813009620,Trh-F-100066,0.1250804276851614
Trh-F-100001,614081151,-0.0142052203597374
614081151,Trh-F-100001,0.0324040550963666
Trh-M-100025,5813057861,-0.0906573605990512
5813057861,Trh-M-100025,0.1672092588666701
fru-F-000131,297925608,-0.0206687337877122
297925608,fru-F-000131,-0.0550022472704451
Trh-F-000008,704699661,0.0542991871505094
704699661,Trh-F-000008,0.0520033454163131
Trh-M-100037,1727979406,-0.0361640207778262
1727979406,Trh-M-100037,0.1563521278837492
VGlut-F-100125,1135837629,0.1156837719209598
1135837629,VGlut-F-100125,-0.0068766663587471
VGlut-F-400334,736860990,0.0857316405053311
736860990,VGlut-F-400334,0.0533918027284778
TH-F-200096,387568523,0.0608865750032126
387568523,TH-F-200096,0.0175140372891468
Trh-F-100038,693927941,-0.0293015900367703
693927941,Trh-F-100038,0.0079706567889503
Trh-M-100025,5813060787,0.0814578523366479
5813060787,Trh-M-100025,0.3939728175540727
VGlut-F-000303,698569644,0.0560455277394542
698569644,VGlut-F-000303,0.0255461966952415
Trh-F-100001,642694410,0.038844021700765
642694410,Trh-F-100001,0.1880889059960047
VGlut-F-100003,704699661,0.0016832799002796
704699661,VGlut-F-100003,0.0637398201541394
VGlut-F-000177,1479156699,0.0487301967355726
1479156699,VGlut-F-000177,0.1517619961143138
TH-F-000010,331774819,0.0558535811910182
331774819,TH-F-000010,-0.017361478667331
TH-F-000010,543821838,-0.0900217793336189
543821838,TH-F-000010,-0.4013754840728611
VGlut-F-700261,1352684733,0.0721767758035642
1352684733,VGlut-F-700261,-0.1503488776455381
TH-M-300005,1036637638,-0.0246938801960116
1036637638,TH-M-300005,-0.1665222808094054
VGlut-F-100125,640194409,0.0902205239568405
640194409,VGlut-F-100125,0.2228953422744228
TH-F-100050,1160073701,-0.0104306068923949
1160073701,TH-F-100050,0.13047688162502
Trh-M-700039,329897255,0.0045406747579507
329897255,Trh-M-700039,-0.1510304856470337
TH-M-000008,581746661,-0.0426627723727212
581746661,TH-M-000008,-0.4641613528725637
VGlut-F-400334,5813011660,0.0368424951157179
5813011660,VGlut-F-400334,0.2361288342854316
TH-F-200081,387568523,0.0480931578899542
387568523,TH-F-200081,-0.0357494753929223
TH-F-100083,298258399,0.0022329490967912
298258399,TH-F-100083,-0.0722048473095037
VGlut-F-200251,424793122,0.0541667706661834
424793122,VGlut-F-200251,0.291825207903483
TH-F-300078,447599745,-0.0210551624844912
447599745,TH-F-300078,0.0714431886189932
TH-F-100050,975197713,0.0177864024533393
975197713,TH-F-100050,0.1607277589353061
Cha-F-500071,828455033,0.0386789279877586
828455033,Cha-F-500071,0.2099569542364201
Gad1-F-500004,5813021943,0.062701330958511
5813021943,Gad1-F-500004,-0.0731799424515004
TH-M-200035,5813021943,0.1209259637222731
5813021943,TH-M-200035,-0.0391059154865501
VGlut-F-100003,693927941,0.0315327948542378
693927941,VGlut-F-100003,0.0651932585996111
Trh-M-100037,693927941,0.0048329257855249
693927941,Trh-M-100037,-0.0010691029055441
TH-F-300078,667266529,-0.0005273378854751
667266529,TH-F-300078,-0.0125295126175584
TH-F-100036,331774819,0.0755476012909918
331774819,TH-F-100036,0.0333907060210511
VGlut-F-000177,515049524,-0.0229932563025793
515049524,VGlut-F-000177,0.1588465296560877
Cha-F-500071,764377593,-0.11584691930186
764377593,Cha-F-500071,0.0115785205711848
Trh-F-000008,1727979406,-0.0411100844057676
1727979406,Trh-F-000008,0.1062386714678892
Trh-F-000008,693927941,0.0399168519664549
693927941,Trh-F-000008,0.0284806225639315
VGlut-F-700261,5813040277,-0.0186955223105685
5813040277,VGlut-F-700261,0.2638291518953239
Trh-M-100037,5812982656,-0.0361748248713309
5812982656,Trh-M-100037,0.0563636032646265
TH-M-100063,1572390197,-0.0406365431625532
1572390197,TH-M-100063,0.0597080035404918
VGlut-F-700261,859839499,-0.0763676310561315
859839499,VGlut-F-700261,-0.0077383076363166
VGlut-F-400334,5812980494,-0.0074907798775438
5812980494,VGlut-F-400334,0.1088504986767186
VGlut-F-100003,5812982656,-0.0775273673350003
5812982656,VGlut-F-100003,0.0922686693568514
TH-M-100057,1572390197,-0.1471726710846367
1572390197,TH-M-100057,0.0295655278477136
TH-M-000008,611693656,-0.1257976638285383
611693656,TH-M-000008,-0.1437775210103826
VGlut-F-000177,1354368623,-0.0468115227646551
1354368623,VGlut-F-000177,0.1102193196055943
fru-F-000131,328265389,-0.1985673329359601
328265389,fru-F-000131,-0.1538491288579676
Trh-F-100038,5812982656,-0.1791645832915276
5812982656,Trh-F-100038,0.078115749013702
TH-M-100057,5813069496,-0.0860072083553728
5813069496,TH-M-100057,-0.0263981713665323
Cha-F-300267,328601956,-0.1513812513574025
328601956,Cha-F-300267,0.0187078668297815
Gad1-F-500004,5813057153,-0.0830229258440216
5813057153,Gad1-F-500004,-0.0535886668745493
Trh-F-000008,5812982656,-0.1286771132088227
5812982656,Trh-F-000008,0.0324788749755386
Cha-F-500071,1013346945,-0.061195422307806
1013346945,Cha-F-500071,0.0978973135252854
Cha-F-000329,5813078595,-0.1073210934835875
5813078595,Cha-F-000329,-0.5881900111523835
Gad1-F-500004,452953198,-0.0913276000777447
452953198,Gad1-F-500004,-0.1160782133671022
TH-M-200035,452953198,-0.0045257815536903
452953198,TH-M-200035,-0.0466507531515337
TH-M-200035,696850811,0.0201509484460902
696850811,TH-M-200035,-0.0714878660551416
TH-M-100057,925241334,-0.0622207906208848
925241334,TH-M-100057,-0.1982413242917095
TH-M-000008,520617773,-0.1165430457545687
520617773,TH-M-000008,-0.3048860528989924
Trh-F-100038,549597974,-0.1371331797397159
549597974,Trh-F-100038,-0.1549119825409682
TH-F-300037,267551639,-0.1892368363980739
267551639,TH-F-300037,-0.2193449070865185
TH-M-100057,1048250312,-0.0785005732928829
1048250312,TH-M-100057,-0.2011789314672308
TH-M-200049,267551639,-0.1185034974655196
267551639,TH-M-200049,-0.1443936039964261
fru-F-000131,543821838,-0.1403974045822656
543821838,fru-F-000131,-0.3586767315867504
TH-F-200034,327937328,-0.0632449610855691
327937328,TH-F-200034,-0.0170398998981679
fru-F-000131,391496898,-0.1729436792259038
391496898,fru-F-000131,-0.2679272418942119
Gad1-F-500004,544046671,-0.1512850073499389
544046671,Gad1-F-500004,-0.2447852237304609
TH-F-200034,267551639,-0.1091849408241384
267551639,TH-F-200034,-0.1372302090328507
TH-M-000045,267551639,-0.1006848166081523
267551639,TH-M-000045,-0.1157799354847227
fru-F-000131,361704572,-0.262933702749221
361704572,fru-F-000131,-0.0953822261909505
TH-F-200106,727652372,-0.2418494527655204
727652372,TH-F-200106,-0.5401834780805137
VGlut-F-100003,549597974,-0.1481411390474203
549597974,VGlut-F-100003,-0.1512557599545419
TH-F-000012,667266529,-0.363340866487099
667266529,TH-F-000012,-0.2957708638922228
VGlut-F-100125,329566174,-0.4678334155795036
329566174,VGlut-F-100125,-0.5819171721951114
VGlut-F-200251,514850616,-0.1623188261553652
514850616,VGlut-F-200251,0.0486320147142407
VGlut-F-000556,915481348,-0.2824745732530206
915481348,VGlut-F-000556,-0.0695693422645033
TH-F-200106,1134107162,-0.2678453576026788
1134107162,TH-F-200106,-0.2927687953348021
VGlut-F-100125,5813020347,-0.2767356837116013
5813020347,VGlut-F-100125,-0.5694197292546168
TH-F-200106,884916323,-0.3041254763512134
884916323,TH-F-200106,-0.4932455639172157
VGlut-F-200251,5813011133,-0.3649837434715236
5813011133,VGlut-F-200251,0.1163091749784866
VGlut-F-100125,488922181,-0.5609301853498778
488922181,VGlut-F-100125,-0.6676297367834059
TH-M-100063,1443135486,-0.5385437233214472
1443135486,TH-M-100063,-0.2785642750149858
VGlut-F-000556,978177557,-0.3172481739954849
978177557,VGlut-F-000556,-0.4794019213806917
VGlut-F-000556,945058110,-0.3282998346490547
945058110,VGlut-F-000556,-0.5112506940997663
VGlut-F-000556,944720631,-0.3441170632384336
944720631,VGlut-F-000556,-0.567700456344271
Cha-F-000329,451982486,-0.5305587747973092
451982486,Cha-F-000329,-0.3258230678102281
TH-F-000012,573333835,-0.5148152628803763
573333835,TH-F-000012,-0.265502748494591
fru-M-300299,548993536,-0.4948928050407354
548993536,fru-M-300299,-0.2945694409974147
TH-M-100063,1449618949,-0.5420755120372461
1449618949,TH-M-100063,-0.4264129698388393
TH-M-000030,1630051981,-0.5622539456472273
1630051981,TH-M-000030,-0.2687538102994127
TH-M-300063,5812981000,-0.6657946367469331
5812981000,TH-M-300063,-0.6055261782958951
