fc,em,similarity_score
Cha-F-000239,792023887,0.0033265129061238437
Cha-F-000239,5812992940,0.11432696988104685
Cha-F-000239,1849683877,0.1485471470142835
Cha-F-000239,1912435859,-0.001307577438162434
Cha-F-000239,1856820042,0.048796549880482105
Cha-F-000239,763730414,-0.017200258986613117
Cha-F-000239,1316245799,0.41508190127122335
Cha-F-000239,610274029,0.37033879221479843
Cha-F-000239,610274046,0.3691135100108523
Cha-F-000239,2383731281,0.10349717309804415
Cha-F-000239,1570685224,-0.18418264219362068
Cha-F-000239,886812643,-0.05338398971739996
Cha-F-000239,1069929827,-0.0940774417121968
Cha-F-000239,5813034081,-0.13911424934901984
Cha-F-000239,634707780,-0.16885234107160996
Cha-F-000239,977866721,0.12854345515859075
Cha-F-000239,761938645,-0.10574903724207234
Cha-F-000239,1037518512,-0.07056829852600835
Cha-F-000239,882353566,-0.07401615107578222
Cha-F-000239,542311358,-0.18040615000616259
Cha-F-000239,541632990,-0.16616003600123203
Cha-F-000239,727855437,-0.026125919801139444
Cha-F-000239,1570685257,-0.0989049779989428
Cha-F-000239,5812996003,-0.08637268519349824
Cha-F-000239,1701325725,-0.09502584975227552
Cha-F-000239,760264077,-0.16306117817013446
Cha-F-000239,729219639,-0.13695229709054307
Cha-F-000239,698526273,-0.11718398325822672
Cha-F-000239,1322353824,0.003915499031496756
Cha-F-000239,5813071369,-0.09669779912285469
Cha-F-000239,1570685132,-0.07959367763413827
Cha-F-000239,1539978151,-0.025659645682166266
Cha-F-000239,1447205712,-0.11876427179143204
Cha-F-000239,1322353841,-0.09708189720452313
Cha-F-000239,760250511,-0.10042841404203014
Cha-F-000239,637462647,-0.05347728074141562
Cha-F-000239,5813090752,0.03588409780198889
Cha-F-000239,5813014622,-0.026398475116803655
Cha-F-000239,573669915,-0.17459380117342393
Cha-F-000239,697145036,-0.16053826328987086
Cha-F-000239,605050789,-0.049862277655174155
Cha-F-000239,791298858,-0.05906102806847177
Cha-F-000239,760250272,-0.05722962543062346
Cha-F-000239,729544359,-0.0256388141696022
Cha-F-000239,603349484,-0.24252467818709847
Cha-F-000239,635407942,-0.23188460548680992
Cha-F-000239,634379734,-0.2250907432445596
Cha-F-000239,1819326555,-0.19274478126852168
Cha-F-000239,920873167,-0.7854814145272125
Cha-F-000239,920869856,-0.7630664593957798
Cha-F-000239,1411737459,-0.5510840181852584
Cha-F-000239,5813056890,-0.23340959094795616
Cha-F-000239,699553429,-0.29780750101402165
Cha-F-000239,579169195,-0.26872527269829743
Cha-F-000239,5813039962,-0.8385317687457237
Cha-F-000239,850375847,-0.19422756769553434
Cha-F-000239,5813024601,-0.07522680794339047
Cha-F-000239,1788300760,-0.055084988781541215
Cha-F-000239,887105351,-0.04121191581151733
Cha-F-000239,856071065,-0.06370959902440039
Cha-F-000239,1889253785,-0.10865538811296103
Cha-F-000239,5813055025,-0.09820679795739931
Cha-F-000239,5813055147,-0.26214337154051626
Cha-F-000239,788306724,-0.2908356557579606
Cha-F-000239,754854077,-0.3035899313281188
Cha-F-000239,632751823,-0.1496629085011897
Cha-F-000239,1849684319,-0.03599766208556812
Cha-F-000239,2166133204,0.045018131818832546
Cha-F-000239,1912789965,0.09645756015116867
Cha-F-000239,757556799,-0.028223955523149474
Cha-F-000239,824353701,-0.0893384778271731
Cha-F-000239,1850711304,-0.04092016595309847
Cha-F-000239,697132371,-0.37016776816563457
Cha-F-000239,727472481,-0.36767146777842585
Cha-F-000239,726207450,-0.2155921015582334
Cha-F-000239,1850024931,-0.17558550323748598
Cha-F-000239,1639243580,-0.11579834709062892
Cha-F-000239,1639234609,-0.14977972713929746
Cha-F-000239,509626405,-0.04461021596591482
Cha-F-000239,1881401277,0.018207416455862203
Cha-F-000239,1943812176,-0.013248169591640139
Cha-F-000239,1881059780,0.015175427857688524
Cha-F-000239,1975187675,0.05404223368104542
Cha-F-000239,1943811736,-0.0760914439498078
Cha-F-000239,1944502935,-0.048732889314281345
Cha-F-000239,5813077788,-0.14238088671516727
Cha-F-000239,1858901026,0.0887336783199158
Cha-F-000239,1975878958,-0.13195250780126908
Cha-F-000239,634759240,-0.08246271029145032
Cha-F-000239,5813063239,0.11068665094209836
Cha-F-000239,2064165421,-0.17160935888399323
Cha-F-000239,5813032740,-0.6413470141250995
Cha-F-000239,2096914287,-0.7783197458074006
Cha-F-000329,579510789,0.2699579684925224
Cha-F-000329,609548390,0.1623488952317871
Cha-F-000329,820015203,-0.6302190027448997
Cha-F-000329,454002974,0.31703865063961645
Cha-F-000329,5813078595,-0.10076600516830518
Cha-F-000329,1108463488,-0.5621136307797495
Cha-F-000329,5813047522,-0.6285519014830392
Cha-F-000329,451982486,-0.452602236677086
Cha-F-000329,887165687,-0.6609912074636014
Cha-F-100135,800929667,-0.5195288842819407
Cha-F-100135,791039731,-0.5317824760717348
Cha-F-100135,5813062552,-0.12224294060418645
Cha-F-100135,5813015614,-0.5492297911194299
Cha-F-100135,736877789,-0.5138738738466216
Cha-F-100135,737218701,-0.5458419104228652
Cha-F-100135,5901214610,-0.6662659934106062
Cha-F-100135,516399646,-0.6862248562791746
Cha-F-100135,1133109676,-0.6990683802463961
Cha-F-100135,607795307,-0.6922204991560928
Cha-F-100135,819725372,-0.24252900347331469
Cha-F-100135,5813065519,-0.3016558250129379
Cha-F-100135,800579638,-0.7117116036477154
Cha-F-100135,981333558,-0.7147789027143111
Cha-F-100135,853514696,-0.3634456158691089
Cha-F-100135,361341837,-0.08376848671792193
Cha-F-100135,423749262,-0.05893058812792773
Cha-F-100135,328601956,-0.13743772442659485
Cha-F-100135,1036637638,0.0692478859938827
Cha-F-100135,513784136,0.01057827435386897
Cha-F-100135,5813047763,0.006715243029289174
Cha-F-100135,362715189,0.019919569081589455
Cha-F-100135,5813022375,-0.0989782996870727
Cha-F-100135,388924424,-0.41477360215518166
Cha-F-100135,5813058048,-0.3581164213806831
Cha-F-100135,393766777,0.06395424374321623
Cha-F-100135,1378393109,-0.5094361734016037
Cha-F-100135,922988906,-0.4819743135844345
Cha-F-100135,1137590785,-0.31394259930564256
Cha-F-100135,5812997319,-0.4199905393356875
Cha-F-100135,1628135911,-0.44790697116883527
Cha-F-100135,884856749,-0.4678929553134285
Cha-F-100135,1688115933,-0.47724674145853846
Cha-F-100135,5813058008,-0.42182668553839686
Cha-F-100135,768253675,-0.46202028574440707
Cha-F-100135,393883499,-0.06090528086335891
Cha-F-100135,424434994,0.13248998437262616
Cha-F-100135,5812980746,-0.11473425552444233
Cha-F-100135,487187476,-0.02121862274658312
Cha-F-100135,450971893,-0.36741406171647567
Cha-F-100135,643401816,-0.25221576151835307
Cha-F-100135,607925257,0.06876919687575882
Cha-F-100135,735941254,0.17351604417268482
Cha-F-100135,577554935,0.11270572726571997
Cha-F-100135,5813011483,-0.03447907279612762
Cha-F-100135,455154890,0.11396373177127132
Cha-F-100135,484825371,0.09928302437479199
Cha-F-100135,422751191,0.092996736043425
Cha-F-100135,422738252,0.22840979313269522
Cha-F-100135,298603730,0.014918553231864829
Cha-F-100135,388954086,-0.026790697457550933
Cha-F-100135,393063351,0.48974929768023356
Cha-F-100135,5813069072,-0.18580950776581492
Cha-F-100135,358593042,-0.08553147413211881
Cha-F-100135,5813047739,0.08783552931890784
Cha-F-100135,701371011,-0.03931873729370456
Cha-F-100135,548712377,0.10627611347013807
Cha-F-100135,5813020996,0.1669193498692313
Cha-F-100135,5813083780,-0.04017442460520369
Cha-F-100135,790405385,0.15869920436031967
Cha-F-100135,576566621,-0.09987601411702017
Cha-F-100135,916655865,-0.5898842763336422
Cha-F-100135,700792608,-0.35849123106790665
Cha-F-100135,548993536,-0.13666034276309688
Cha-F-100135,676824431,-0.24271297086817545
Cha-F-100135,762171741,-0.5818837800795766
Cha-F-100135,361312808,-0.011784315537476293
Cha-F-100135,610113424,-0.1777442327705057
Cha-F-100135,424793122,0.20946063973700796
Cha-F-100135,5813058222,-0.34831946100981326
Cha-F-100135,708545526,-0.31575541152679704
Cha-F-100135,5813015068,-0.16316634088974566
Cha-F-100135,826136822,-0.3482166257469793
Cha-F-100135,329646990,-0.26124651312163316
Cha-F-100135,5813020857,-0.3681947515103989
Cha-F-100135,298258399,0.050717918773618684
Cha-F-100135,327592562,-0.19179857859655566
Cha-F-100135,1173029301,-0.010649375462269586
Cha-F-100135,5813011133,-0.34769213747039335
Cha-F-100135,518925962,-0.08822356137157979
Cha-F-100135,642763374,-0.4342137356508471
Cha-F-100135,519949044,-0.2915560394366973
Cha-F-100135,5813046951,-0.21788017106682478
Cha-F-100135,267551639,-0.10234182047418844
Cha-F-100135,514850616,-0.22428002118506252
Cha-F-200299,5813021533,0.25558191276145553
Cha-F-200299,1135441187,0.59630337798081
Cha-F-200299,5812987694,0.31232353525951795
Cha-F-200299,950880008,0.31143859351203995
Cha-F-200299,5813027276,0.5269190409334186
Cha-F-200299,1260914538,0.1359246768301277
Cha-F-200299,1137503987,0.13640526790820642
Cha-F-200299,1289213295,-0.23900926455451826
Cha-F-200299,1226793835,0.07620384615121083
Cha-F-200299,5813056622,0.03181499666118863
Cha-F-200299,5812982685,-0.018060403015641286
Cha-F-200299,951934183,0.22698538825325046
Cha-F-200299,1041680398,-0.09005664980260712
Cha-F-200299,5813059915,0.25781118470400605
Cha-F-200299,1076159832,-0.2421585749375526
Cha-F-200299,792616185,-0.419299394775398
Cha-F-200299,5901222731,-0.33719396879188096
Cha-F-300267,328601956,-0.08321392209480667
Cha-F-300267,329646990,0.2137698333769692
Cha-F-300267,298258399,0.10009881076595423
Cha-F-400237,701201945,0.3216736649877381
Cha-F-400237,580227374,0.2037082875230012
Cha-F-400237,5813021533,0.3579213626775613
Cha-F-400237,1043298586,0.2075029169177343
Cha-F-400237,1135441187,0.6491168776332544
Cha-F-400237,950880008,0.45621994044898145
Cha-F-400237,5813027276,0.5685059404737509
Cha-F-400237,673639143,0.29551859939698394
Cha-F-400237,766739499,0.049764608677938645
Cha-F-400237,5812982685,0.15112785047243862
Cha-F-400237,951934183,0.23309760687847061
Cha-F-400237,1041680398,0.0701483518850086
Cha-F-500071,764377593,-0.015072467737331192
Cha-F-500071,1013346945,-0.09136452885987624
Cha-F-500071,1012954687,0.21820133610405332
Cha-F-500071,609548390,0.34162985035549726
Cha-F-500071,828455033,0.004229592097774442
fru-F-000094,800929667,-0.5177478604637915
fru-F-000094,791039731,-0.5061040951831255
fru-F-000094,5813062552,-0.09398912997462505
fru-F-000094,455141922,-0.0798312072734821
fru-F-000094,727968539,-0.032589582086078255
fru-F-000094,455483094,0.02820493499681928
fru-F-000094,736877789,-0.5316012370245433
fru-F-000094,706183871,-0.5047931831206561
fru-F-000094,516399646,-0.6584595514531203
fru-F-000094,484005994,-0.6466265059847733
fru-F-000094,5812981000,-0.6668800570253491
fru-F-000094,417550216,-0.6042915070018572
fru-F-000094,698569644,-0.5887300768854198
fru-F-000094,800579638,-0.5704590763049453
fru-F-000094,770930321,-0.2719560379163266
fru-F-000094,770257411,-0.2578607927943839
fru-F-000094,770952011,-0.29812907895537766
fru-F-000094,766505428,-0.1532781867265827
fru-F-000094,361341837,0.09142603065514794
fru-F-000094,423749262,0.08724788089822869
fru-F-000094,517682957,-0.33316717320661793
fru-F-000094,487882254,0.01310352713141509
fru-F-000094,328601956,0.035801748340450815
fru-F-000094,548907426,0.017596199693564147
fru-F-000094,5813047763,0.17402759587871572
fru-F-000094,362715189,0.1499374903125384
fru-F-000094,423770604,0.07899532029929875
fru-F-000094,767494105,-0.44182173813673764
fru-F-000094,328611004,0.37201915875727415
fru-F-000094,5813058048,-0.2616099366700329
fru-F-000094,485511772,0.029400126042668267
fru-F-000094,5812980567,-0.0004094067395257511
fru-F-000094,393766777,0.26034532202441646
fru-F-000094,517514142,0.09638741393810867
fru-F-000094,922988906,-0.48536978165480865
fru-F-000094,5812997319,-0.4479102039010305
fru-F-000094,393883499,-0.12814642384649796
fru-F-000094,424434994,0.17236388393274782
fru-F-000094,326119769,-0.40208601241414377
fru-F-000094,5813068707,0.020080279272264866
fru-F-000094,706520453,-0.2959463237772483
fru-F-000094,298258513,0.2784801659836373
fru-F-000094,703866010,-0.16396535760549946
fru-F-000094,609656444,0.13476131754593762
fru-F-000094,577554935,0.1433250025998041
fru-F-000094,455154890,-0.05993139073148691
fru-F-000094,422751191,0.41118371778134116
fru-F-000094,422738252,0.3355675416169959
fru-F-000094,298603730,0.46066666563607883
fru-F-000094,519616809,0.19330412129748997
fru-F-000094,5813020676,0.22075781114379828
fru-F-000094,388954086,-0.008825192720305236
fru-F-000094,393063351,0.2098562906382097
fru-F-000094,548712377,0.3176909587834909
fru-F-000094,5813020996,0.2455940153243101
fru-F-000094,602071049,-0.5282118144622086
fru-F-000094,762171741,-0.7810859638795461
fru-F-000094,361312808,0.28764785892654904
fru-F-000094,610113424,-0.01676828604361104
fru-F-000094,424793122,0.22369868649262625
fru-F-000094,708545526,-0.4052015123507864
fru-F-000094,298603633,-0.025768520301897944
fru-F-000094,298262599,0.007646136918084485
fru-F-000094,328939480,0.04908283209737791
fru-F-000094,5813015068,0.09798512455583949
fru-F-000094,5901196319,-0.07737540489250776
fru-F-000094,297217528,-0.052586399638989055
fru-F-000094,328244591,-0.009304327363356686
fru-F-000094,671660941,-0.1305375455577382
fru-F-000094,826136822,-0.043492682357996124
fru-F-000094,329646990,0.0920305093693877
fru-F-000094,298258399,0.25821314431272235
fru-F-000094,1173029301,-0.07915651819465117
fru-F-000094,5813071068,-0.13814611977988503
fru-F-000094,5813011133,-0.3394895284993263
fru-F-000094,454822542,-0.26912974446116444
fru-F-000094,5813046951,-0.16819566511447354
fru-F-000094,267551639,-0.027955343838313978
fru-F-000094,514850616,-0.1195256636404923
fru-F-000131,543821838,-0.14417255245822425
fru-F-000131,391496898,-0.1573200641996229
fru-F-000131,328265389,-0.07106053849469278
fru-F-000131,297925608,0.04818835056487993
fru-F-000131,361704572,-0.18363197328917438
fru-F-000131,388280297,-0.23983148285852585
fru-M-300299,548993536,-0.4900139402549366
Gad1-F-500004,5813021221,-0.3193235360703904
Gad1-F-500004,510602264,-0.34287943890741934
Gad1-F-500004,756502912,-0.33981560369506963
Gad1-F-500004,294436967,0.44712604419013496
Gad1-F-500004,452953198,-0.10616074177961037
Gad1-F-500004,544046671,-0.1701726431149582
Gad1-F-500004,5813057153,-0.08681669201732674
Gad1-F-500004,5813021943,0.0039756563418577966
Gad1-F-500004,5813021615,-0.31732507156677214
Gad1-F-600059,5813083779,-0.4339312335416184
Gad1-F-600059,612742316,-0.49426342633374654
Gad1-F-600059,612742298,-0.5227906013670448
Gad1-F-600059,644148661,-0.6677082515272127
Gad1-F-600059,5813071475,-0.42597427023876594
Gad1-F-600059,329638509,-0.4176529828367189
Gad1-F-600059,915951662,-0.47573962951552623
Gad1-F-600059,296851261,-0.4453286037699701
Gad1-F-600059,296838079,-0.42861679937814945
Gad1-F-600059,579235017,-0.15512472445596995
Gad1-F-600059,607195856,-0.17070716192499955
Gad1-F-600059,299082033,-0.2505349955330753
Gad1-F-600059,424789697,0.22043611466074783
Gad1-F-600059,422725634,0.12105452437817192
Gad1-F-600059,424767514,0.08311070239314296
Gad1-F-600059,5813069630,-0.21064571630843257
Gad1-F-600059,1140996390,0.13339069303547563
Gad1-F-600059,1141328881,0.13876009860550992
Gad1-F-600059,1203066222,0.036105208131810805
Gad1-F-600059,1047183897,0.10667229126805138
Gad1-F-600059,299613480,0.1516333344628497
Gad1-F-600059,359586213,0.15094475456550127
Gad1-F-600059,5813075824,0.17269943539452973
Gad1-F-600059,1048207713,0.07135918015259735
Gad1-F-600059,298595394,0.3094602897804743
Gad1-F-600059,328253133,0.2728620984403576
Gad1-F-600059,1110972158,0.3201216877591995
Gad1-F-600059,328546871,0.3442857127614068
Gad1-F-600059,359598627,0.3211355988106568
Gad1-F-600059,455431209,0.29079239596050216
Gad1-F-600059,1231299343,-0.06844767158397702
Gad1-F-600059,456846996,-0.22913705469812484
Gad1-F-600059,482762280,-0.09718807561529845
Gad1-F-600059,1077847238,-0.09512506335484111
Gad1-F-600059,637540087,-0.0347175794275115
Gad1-F-600059,546765753,-0.22485587811118055
Gad1-F-600059,298258513,-0.023433045968164902
Gad1-F-600059,361445621,-0.2351775362089423
Gad1-F-600059,5813009620,-0.3054918255872487
Gad1-F-600059,299289811,-0.14010154126334418
Gad1-F-600059,578254032,-0.33887285589058985
Gad1-F-600059,610321522,-0.36136071664779273
Gad1-F-600059,298595196,-0.29610281549663425
Gad1-F-600059,362395402,-0.3924627415089395
Gad1-F-600059,703740639,-0.3079542489002843
Gad1-F-600059,736157288,-0.29974638602437714
Gad1-F-600059,5813026592,-0.2110809859807684
Gad1-F-600059,1205220831,-0.3400072921759129
Gad1-F-600059,356909006,-0.3776274556536085
Gad1-F-600059,357250005,-0.3709059065715946
Gad1-F-600059,5813061974,-0.33915586488287347
TH-F-000009,735091236,-0.6847136613338141
TH-F-000009,860910626,-0.3378851624905768
TH-F-000009,1352011957,-0.6963944628032814
TH-F-000009,1564482110,-0.6061252930641164
TH-F-000009,5812983094,-0.5072350206874783
TH-F-000009,917527702,-0.1216722968515932
TH-F-000009,891914014,-0.018147430177052396
TH-F-000009,674108632,-0.32628367803067815
TH-F-000009,1014344148,0.13427340008135924
TH-F-000009,5813021583,0.07770808210231041
TH-F-000009,797442049,0.15332114806710437
TH-F-000009,889838921,-0.1827659118448085
TH-F-000009,5813077950,-0.618700101413201
TH-F-000009,1543949467,-0.2781297540557892
TH-F-000009,857819555,-0.38031553808968105
TH-F-000009,5813047832,-0.3274755392425445
TH-F-000009,1383767808,-0.09355395931015996
TH-F-000009,1135458373,0.023153143508616573
TH-F-000009,1632016438,0.06284654613248761
TH-F-000009,1134456668,0.05423003974142734
TH-F-000009,1229197848,0.06489007005544913
TH-F-000009,858453703,-0.19315431679022907
TH-F-000009,642629807,-0.2565024896900092
TH-F-000009,1312061760,-0.013883461655611006
TH-F-000009,1008595027,-0.3727621282952679
TH-F-000009,1039970967,-0.39209196747587777
TH-F-000009,479908320,-0.5664566070605516
TH-F-000009,823058891,-0.0037931029182318044
TH-F-000009,707190304,-0.43728289046109053
TH-F-000009,5813063093,0.13148740865904485
TH-F-000009,1311993208,-0.7694225552686323
TH-F-000009,1281324958,-0.40981944582907953
TH-F-000009,981000564,0.00771138887825135
TH-F-000009,1225640135,-0.45937911599723846
TH-F-000009,793815358,-0.5024867244051576
TH-F-000009,5813047453,-0.36965224207364433
TH-F-000009,770249286,-0.3254774961716195
TH-F-000009,5813061218,-0.22529279806734406
TH-F-000009,789636635,-0.750418736887855
TH-F-000009,1108463488,-0.8013157836697534
TH-F-000009,5813047522,-0.7986294554453818
TH-F-000009,676504624,-0.812797607134349
TH-F-000009,1198132041,-0.8297622929712923
TH-F-000009,819993149,-0.6420601455583217
TH-F-000009,763730414,-0.7095652561348075
TH-F-000009,731690040,-0.7288825849673652
TH-F-000009,736860990,-0.4034078584870341
TH-F-000009,1316846140,-0.7416917717629733
TH-F-000009,447872055,-0.5065250926476254
TH-F-000009,5813071348,-0.46117139425372977
TH-F-000009,950229431,-0.21152363096275476
TH-F-000009,792040520,-0.2817733263812593
TH-F-000009,5813054384,0.37214142122267635
TH-F-000009,5813064485,-0.5882186897307482
TH-F-000009,5813021112,0.25611191696947616
TH-F-000009,447599745,-0.560448216439436
TH-F-000009,636789080,-0.7515051516755527
TH-F-000009,5812995098,-0.699294855249468
TH-F-000009,1944507292,-0.6355626858323716
TH-F-000009,1789013008,-0.5747002659625601
TH-F-000009,543010474,-0.6531456816497345
TH-F-000009,5813041468,-0.7622067554361451
TH-F-000009,829141094,-0.5382364755289798
TH-F-000009,5813011660,-0.75531584583029
TH-F-000009,822708945,-0.25392735429865004
TH-F-000010,543821838,0.028948402189324405
TH-F-000010,359931311,0.2587776884793313
TH-F-000010,5812980529,0.31595693991828444
TH-F-000010,5901203505,0.2894423386753956
TH-F-000010,5813026589,-0.08674169834498756
TH-F-000010,328265389,-0.10216657968350148
TH-F-000010,297925608,-0.006057871724950351
TH-F-000010,331774819,0.031116620312603316
TH-F-000010,392130578,-0.04950319591294474
TH-F-000010,393776005,-0.022029048184976942
TH-F-000010,425148091,-0.02398994758442594
TH-F-000010,550326974,-0.04777504889081277
TH-F-000010,486876782,-0.12295201124889395
TH-F-000012,667266529,-0.2190472530449154
TH-F-000012,542634818,-0.4720593013146077
TH-F-000012,5901222910,-0.47839959249275404
TH-F-000012,630714299,-0.4800971325053009
TH-F-000012,573333835,-0.46959077354067796
TH-F-000012,579912201,0.0524017982417543
TH-F-000012,328533761,0.5167268826455133
TH-F-000012,758296423,-0.24848072688062026
TH-F-000012,5813000276,-0.5038170887169723
TH-F-000012,694834412,-0.5262451210894658
TH-F-000019,551341782,-0.05937089979035648
TH-F-000019,551004984,-0.06745514922874965
TH-F-000019,857235574,-0.07755826466777638
TH-F-000019,913810052,-0.12171272715571843
TH-F-000019,478591447,-0.2987176625172794
TH-F-000019,852763122,-0.2940872898980753
TH-F-000019,5813105172,0.011599526386037817
TH-F-000019,1515418525,-0.3973109043434791
TH-F-000019,736126563,-0.5287638776886419
TH-F-000019,846270628,-0.5208832895478935
TH-F-000019,784844112,-0.5279112667792829
TH-F-000019,5812980802,-0.5191767457855638
TH-F-000019,829568160,-0.5275430890083835
TH-F-000019,301314208,-0.534188058131904
TH-F-000019,829572544,-0.5273061037986607
TH-F-000019,785888696,-0.523705751974253
