fc_id,em_id,nblast_official
5-HT1B-F-500001,Gad1-F-400339,-0.2594503402685291
5-HT1B-F-500001,Gad1-F-500088,-0.04362326701801062
5-HT1B-F-500001,Gad1-F-500568,-0.1467163527400413
5-HT1B-F-500001,Gad1-F-500838,-0.2532086208801057
5-HT1B-F-500001,Gad1-F-700193,-0.17603168283458145
5-HT1B-F-500001,Gad1-F-700238,-0.08311893815293268
5-HT1B-F-500001,Gad1-F-700616,-0.3860220273057299
5-HT1B-F-500001,Gad1-F-900093,-0.24891791732859966
5-HT1B-F-500001,Trh-F-000032,-0.2512922126917657
5-HT1B-F-500001,Trh-F-300080,-0.15362551452112447
5-HT1B-F-500001,Trh-F-400000,0.010277201565782594
5-HT1B-F-500001,Trh-F-400014,-0.15403236371822668
5-HT1B-F-500001,Trh-F-400030,0.06147314142736934
5-HT1B-F-500001,Trh-F-500004,-0.0928003396064696
5-HT1B-F-500001,Trh-F-500049,-0.1791198619115864
5-HT1B-F-500001,Trh-F-500061,-0.0983457909313378
5-HT1B-F-500001,Trh-F-500199,-0.15065150185276407
5-HT1B-F-500001,Trh-F-500211,-0.026473320888993814
5-HT1B-F-500001,Trh-F-500220,-0.13412653672426342
5-HT1B-F-500001,Trh-F-600007,-0.07994478933568763
5-HT1B-F-500001,Trh-F-600066,-0.18494061462173284
5-HT1B-F-500001,Trh-F-600072,-0.17380398519376677
5-HT1B-F-500001,Trh-F-600092,-0.1273729842875804
5-HT1B-F-500001,Trh-F-600108,-0.17640586444631312
5-HT1B-F-500001,Trh-F-700019,-0.16959986975222222
5-HT1B-F-500001,Trh-F-700021,-0.09914224614334542
5-HT1B-F-500001,Trh-F-800002,-0.08070309164440098
5-HT1B-F-500001,Trh-F-900031,-0.2767208083628775
5-HT1B-F-500001,VGlut-F-000563,-0.37288491048723743
5-HT1B-F-500001,VGlut-F-100370,-0.0822427019514491
5-HT1B-F-500001,VGlut-F-100376,-0.3184599901505441
5-HT1B-F-500001,VGlut-F-200559,-0.22368936747040527
5-HT1B-F-500001,VGlut-F-200571,-0.04896475819577371
5-HT1B-F-500001,VGlut-F-200574,-0.19153945945012052
5-HT1B-F-500001,VGlut-F-300627,0.07030827424359276
5-HT1B-F-500001,VGlut-F-300636,-0.2476308923556802
5-HT1B-F-500001,VGlut-F-400096,-0.0042018716150222166
5-HT1B-F-500001,VGlut-F-400151,0.06301689078091031
5-HT1B-F-500001,VGlut-F-400167,-0.2052481604303338
5-HT1B-F-500001,VGlut-F-400178,-0.059716827201036785
5-HT1B-F-500001,VGlut-F-400225,-0.1103508231646226
5-HT1B-F-500001,VGlut-F-400263,-0.031918341088213516
5-HT1B-F-500001,VGlut-F-400434,0.11312584059539885
5-HT1B-F-500001,VGlut-F-500039,-0.03100628321445884
5-HT1B-F-500001,VGlut-F-500092,-0.15023083810285914
5-HT1B-F-500001,VGlut-F-500114,-0.11208222568527063
5-HT1B-F-500001,VGlut-F-500300,-0.2790571871068463
5-HT1B-F-500001,VGlut-F-500357,-0.1046938000193704
5-HT1B-F-500001,VGlut-F-500551,-0.1753053696799446
5-HT1B-F-500001,VGlut-F-500721,-0.19743120441031747
5-HT1B-F-500001,VGlut-F-500761,-0.1987419510660046
5-HT1B-F-500001,VGlut-F-500787,-0.23034965465858875
5-HT1B-F-500001,VGlut-F-500809,-0.25194275212497286
5-HT1B-F-500001,VGlut-F-600023,-0.08178350603499494
5-HT1B-F-500001,VGlut-F-600107,-0.2164841496854924
5-HT1B-F-500001,VGlut-F-600316,-0.4772682021774409
5-HT1B-F-500001,VGlut-F-600366,0.06424703235227248
5-HT1B-F-500001,VGlut-F-600450,-0.18238036906305283
5-HT1B-F-500001,VGlut-F-600452,-0.3941819936558193
5-HT1B-F-500001,VGlut-F-600553,-0.2358674273097703
5-HT1B-F-500001,VGlut-F-600556,-0.1860170249469088
5-HT1B-F-500001,VGlut-F-600669,0.02058717713495363
5-HT1B-F-500001,VGlut-F-600787,-0.3096782742403508
5-HT1B-F-500001,VGlut-F-700044,-0.07215624802926726
5-HT1B-F-500001,VGlut-F-700076,-0.10984383019533508
5-HT1B-F-500001,VGlut-F-700218,-0.22816604776580757
5-HT1B-F-500001,VGlut-F-700221,-0.41239490542869134
5-HT1B-F-500001,VGlut-F-700267,-0.16508284404507506
5-HT1B-F-500001,VGlut-F-700321,0.011431331169588343
5-HT1B-F-500001,VGlut-F-700410,-0.06737197052927171
5-HT1B-F-500001,VGlut-F-700420,-0.07271879656602592
5-HT1B-F-500001,VGlut-F-700428,-0.2884479506621848
5-HT1B-F-500001,VGlut-F-700473,-0.05823965739489067
5-HT1B-F-500001,VGlut-F-700515,-0.28618561812368243
5-HT1B-F-500001,VGlut-F-700569,-0.08909001492950526
5-HT1B-F-500001,VGlut-F-800128,-0.02030710560643247
5-HT1B-F-500001,VGlut-F-800257,0.038808651941202615
5-HT1B-F-500001,VGlut-F-800276,-0.018482734154506398
5-HT1B-F-500001,VGlut-F-900045,-0.3388914649514987
5-HT1B-F-500001,VGlut-F-900120,-0.010059922616901236
5-HT1B-F-500001,Gad1-F-400019,-0.881690415420703
5-HT1B-F-500001,Gad1-F-400037,-0.8813776823817911
