fc_id,em_id,score,shift,score_x,score_y,score_z
VGlut-F-600681,VGlut-F-700569,0.22448979591836735,"(1, 1, 12)",14.0,16.0,14.0
VGlut-F-600681,VGlut-F-700462,0.3656957928802589,"(3, 15, 21)",37.0,32.0,44.0
VGlut-F-600681,Gad1-F-500011,0.32661290322580644,"(19, 5, 5)",24.0,27.0,30.0
VGlut-F-600681,fru-F-700165,0.20192307692307693,"(0, 0, 12)",12.0,12.0,18.0
VGlut-F-600681,Gad1-F-200064,0.15476190476190477,"(0, 9, 7)",9.0,10.0,7.0
VGlut-F-600681,VGlut-F-600692,0.3280943025540275,"(8, 15, 16)",59.0,39.0,69.0
VGlut-F-600681,Gad1-F-000492,0.25132275132275134,"(2, 0, 16)",23.0,25.0,47.0
VGlut-F-600681,Gad1-F-400040,0.28618421052631576,"(19, 3, 4)",18.0,27.0,42.0
VGlut-F-600681,VGlut-F-600312,0.32608695652173914,"(0, 13, 11)",20.0,24.0,31.0
VGlut-F-600681,VGlut-F-600787,0.2,"(0, 8, 6)",12.0,13.0,9.0
VGlut-F-600681,Trh-F-500220,0.18674698795180722,"(0, 5, 12)",8.0,10.0,13.0
VGlut-F-600681,VGlut-F-800022,0.35,"(6, 12, 21)",45.0,26.0,34.0
VGlut-F-600681,VGlut-F-300636,0.1497326203208556,"(0, 4, 10)",8.0,7.0,13.0
VGlut-F-600681,Trh-F-500211,0.22549019607843138,"(1, 0, 12)",13.0,17.0,16.0
VGlut-F-600681,5HT1A-F-700012,0.2947976878612717,"(0, 1, 16)",9.0,11.0,31.0
VGlut-F-600681,VGlut-F-700004,0.31715210355987056,"(0, 14, 17)",30.0,29.0,39.0
VGlut-F-600681,VGlut-F-400764,0.2754098360655738,"(17, 1, 4)",21.0,24.0,39.0
VGlut-F-600681,Gad1-F-700616,0.16756756756756758,"(0, 8, 12)",16.0,8.0,7.0
VGlut-F-600681,VGlut-F-400506,0.25483870967741934,"(18, 2, 4)",21.0,25.0,33.0
VGlut-F-600681,Gad1-F-500838,0.17197452229299362,"(0, 4, 12)",6.0,7.0,14.0
VGlut-F-600681,VGlut-F-800276,0.1774193548387097,"(0, 1, 12)",9.0,10.0,14.0
VGlut-F-600681,VGlut-F-400263,0.20967741935483872,"(1, 1, 12)",10.0,16.0,13.0
VGlut-F-600681,VGlut-F-600669,0.19230769230769232,"(5, 1, 12)",14.0,11.0,20.0
VGlut-F-600681,VGlut-F-900131,0.39768339768339767,"(1, 14, 12)",27.0,36.0,40.0
VGlut-F-600681,VGlut-F-500777,0.3301158301158301,"(12, 17, 16)",60.0,41.0,70.0
VGlut-F-600681,VGlut-F-700349,0.38461538461538464,"(2, 11, 13)",28.0,33.0,34.0
VGlut-F-600681,VGlut-F-500039,0.1978021978021978,"(0, 1, 12)",9.0,13.0,14.0
VGlut-F-600681,VGlut-F-700408,0.6048034934497817,"(17, 16, 15)",77.0,103.0,97.0
VGlut-F-600681,Gad1-F-000550,0.16666666666666666,"(1, 7, 10)",14.0,9.0,6.0
VGlut-F-600681,VGlut-F-800250,0.5541516245487365,"(19, 19, 18)",95.0,112.0,100.0
VGlut-F-600681,VGlut-F-500551,0.17415730337078653,"(0, 5, 12)",10.0,9.0,12.0
VGlut-F-600681,VGlut-F-200559,0.2,"(1, 7, 7)",14.0,14.0,9.0
VGlut-F-600681,Gad1-F-000355,0.31627906976744186,"(0, 0, 18)",17.0,22.0,29.0
VGlut-F-600681,G0239-F-000010,0.1721311475409836,"(8, 5, 19)",10.0,8.0,45.0
VGlut-F-600681,Gad1-F-200461,0.2727272727272727,"(3, 1, 18)",31.0,36.0,41.0
VGlut-F-600681,Gad1-F-200479,0.19168591224018475,"(0, 0, 16)",17.0,21.0,45.0
VGlut-F-600681,VGlut-F-900045,0.267515923566879,"(2, 1, 12)",18.0,12.0,12.0
VGlut-F-600681,VGlut-F-700508,0.339662447257384,"(9, 16, 14)",57.0,39.0,65.0
VGlut-F-600681,VGlut-F-400861,0.22254335260115607,"(19, 3, 3)",24.0,19.0,34.0
VGlut-F-600681,Gad1-F-800029,0.2733812949640288,"(16, 1, 4)",24.0,24.0,28.0
VGlut-F-600681,Gad1-F-600064,0.2540983606557377,"(13, 1, 4)",17.0,14.0,31.0
VGlut-F-600681,VGlut-F-500652,0.2717391304347826,"(17, 1, 3)",21.0,18.0,36.0
VGlut-F-600681,VGlut-F-500787,0.20430107526881722,"(2, 4, 12)",9.0,14.0,15.0
VGlut-F-600681,VGlut-F-700499,0.5478841870824054,"(18, 20, 19)",74.0,84.0,88.0
VGlut-F-600681,Gad1-F-500558,0.265625,"(18, 1, 3)",26.0,28.0,31.0
VGlut-F-600681,VGlut-F-700081,0.4,"(2, 15, 13)",29.0,31.0,40.0
VGlut-F-600681,Gad1-F-600043,0.3244444444444444,"(16, 3, 3)",22.0,18.0,33.0
VGlut-F-600681,VGlut-F-800083,0.5143487858719646,"(19, 19, 21)",69.0,76.0,88.0
VGlut-F-600681,Gad1-F-400408,0.2878228782287823,"(16, 2, 5)",20.0,23.0,35.0
VGlut-F-600681,VGlut-F-500565,0.2823529411764706,"(15, 1, 3)",21.0,20.0,31.0
VGlut-F-600681,Gad1-F-900093,0.17560975609756097,"(0, 5, 12)",14.0,9.0,13.0
VGlut-F-600681,VGlut-F-700025,0.36293436293436293,"(1, 15, 13)",31.0,29.0,34.0
VGlut-F-600681,VGlut-F-500092,0.1925133689839572,"(0, 5, 12)",13.0,8.0,15.0
VGlut-F-600681,VGlut-F-900120,0.16393442622950818,"(0, 0, 12)",11.0,14.0,15.0
VGlut-F-600681,Gad1-F-400129,0.16901408450704225,"(0, 0, 10)",7.0,7.0,10.0
VGlut-F-600681,VGlut-F-200571,0.1989795918367347,"(1, 1, 12)",9.0,11.0,19.0
VGlut-F-600681,VGlut-F-000563,0.23529411764705882,"(0, 9, 12)",16.0,14.0,10.0
VGlut-F-600681,VGlut-F-700410,0.24,"(1, 2, 12)",12.0,17.0,13.0
Gad1-F-700276,fru-F-600263,0.3534136546184739,"(5, 4, 7)",24.0,25.0,39.0
Gad1-F-700276,Trh-F-600066,0.3696682464454976,"(6, 5, 5)",22.0,21.0,35.0
Gad1-F-700276,VGlut-F-800158,0.2111111111111111,"(12, 0, 1)",15.0,12.0,11.0
Gad1-F-700276,G0239-F-000003,0.1377952755905512,"(11, 10, 4)",13.0,10.0,12.0
Gad1-F-700276,VGlut-F-700044,0.39361702127659576,"(7, 8, 7)",24.0,21.0,29.0
Gad1-F-700276,VGlut-F-500869,0.2318840579710145,"(12, 3, 0)",12.0,9.0,43.0
Gad1-F-700276,VGlut-F-800045,0.33210332103321033,"(10, 3, 0)",19.0,21.0,50.0
Gad1-F-700276,Trh-F-600108,0.36086956521739133,"(5, 5, 5)",23.0,24.0,36.0
Gad1-F-700276,Gad1-F-400019,0.20930232558139536,"(12, 0, 1)",12.0,6.0,9.0
Gad1-F-700276,VGlut-F-600023,0.42857142857142855,"(7, 5, 4)",27.0,28.0,44.0
Gad1-F-700276,Trh-F-500199,0.40160642570281124,"(8, 6, 5)",31.0,30.0,39.0
Gad1-F-700276,G0239-F-000011,0.17613636363636365,"(12, 7, 4)",10.0,10.0,11.0
Gad1-F-700276,VGlut-F-500345,0.1643835616438356,"(10, 0, 1)",7.0,10.0,7.0
Gad1-F-700276,Gad1-F-300223,0.39101123595505616,"(16, 22, 16)",208.0,219.0,269.0
Gad1-F-700276,Trh-F-000032,0.3592233009708738,"(6, 6, 5)",19.0,22.0,33.0
Gad1-F-700276,VGlut-F-100195,0.21153846153846154,"(12, 0, 1)",11.0,11.0,11.0
Gad1-F-700276,VGlut-F-800199,0.23655913978494625,"(14, 1, 0)",5.0,5.0,34.0
Gad1-F-700276,Gad1-F-500029,0.1796875,"(10, 0, 1)",7.0,9.0,7.0
Gad1-F-700276,Gad1-F-000394,0.35446985446985446,"(20, 28, 17)",197.0,221.0,264.0
Gad1-F-700276,G0239-F-000001,0.13671875,"(13, 1, 4)",12.0,10.0,13.0
Gad1-F-700276,Gad1-F-400536,0.1937984496124031,"(10, 0, 0)",9.0,8.0,8.0
Gad1-F-700276,VGlut-F-500721,0.3412322274881517,"(8, 9, 6)",21.0,23.0,28.0
Gad1-F-700276,Gad1-F-400645,0.3863912515188335,"(16, 14, 19)",106.0,116.0,96.0
Gad1-F-700276,Gad1-F-600662,0.3621420996818664,"(13, 16, 20)",192.0,217.0,274.0
Gad1-F-700276,G0239-F-000006,0.18235294117647058,"(12, 4, 2)",9.0,11.0,11.0
Gad1-F-700276,VGlut-F-600316,0.2786885245901639,"(6, 2, 5)",15.0,12.0,24.0
Gad1-F-700276,VGlut-F-700493,0.23655913978494625,"(12, 0, 0)",10.0,4.0,52.0
Gad1-F-700276,VGlut-F-800260,0.3289902280130293,"(11, 3, 0)",19.0,20.0,62.0
Gad1-F-700276,5HT1A-F-300008,0.37726787620064034,"(18, 22, 19)",197.0,211.0,299.0
Gad1-F-700276,Gad1-F-200344,0.3656267104542967,"(15, 24, 16)",176.0,204.0,288.0
Gad1-F-700276,VGlut-F-600107,0.28640776699029125,"(5, 6, 7)",9.0,24.0,26.0
Gad1-F-700276,Gad1-F-500079,0.23015873015873015,"(10, 0, 1)",10.0,8.0,11.0
Gad1-F-700276,VGlut-F-700145,0.2845528455284553,"(11, 0, 0)",21.0,10.0,39.0
Gad1-F-700276,Gad1-F-800493,0.35689455388180763,"(25, 22, 20)",191.0,182.0,243.0
Gad1-F-700276,VGlut-F-500567,0.17647058823529413,"(10, 0, 0)",7.0,6.0,11.0
Gad1-F-700276,Gad1-F-600475,0.40836408364083643,"(19, 15, 15)",187.0,195.0,282.0
Gad1-F-700276,Trh-F-400014,0.4,"(6, 10, 8)",25.0,31.0,38.0
Gad1-F-700276,Gad1-F-300249,0.41245136186770426,"(7, 11, 5)",33.0,31.0,42.0
Gad1-F-700276,VGlut-F-700036,0.2523809523809524,"(16, 1, 0)",6.0,6.0,41.0
Gad1-F-700276,VGlut-F-500410,0.27225130890052357,"(14, 1, 0)",8.0,7.0,37.0
Gad1-F-700276,VGlut-F-500371,0.3210332103321033,"(9, 2, 0)",21.0,20.0,46.0
Gad1-F-700276,VGlut-F-600450,0.3804878048780488,"(4, 5, 7)",21.0,17.0,40.0
Gad1-F-700276,Trh-F-500004,0.4067796610169492,"(7, 7, 6)",29.0,28.0,39.0
Gad1-F-700276,VGlut-F-600681,0.26066350710900477,"(16, 0, 0)",10.0,9.0,36.0
Gad1-F-700276,Gad1-F-700276,1.0,"(20, 20, 20)",224.0,256.0,353.0
Gad1-F-700276,Trh-F-600007,0.36153846153846153,"(7, 6, 6)",26.0,26.0,42.0
Gad1-F-700276,Trh-F-700013,0.24096385542168675,"(12, 0, 1)",14.0,12.0,14.0
Gad1-F-700276,VGlut-F-700029,0.215311004784689,"(16, 1, 0)",3.0,3.0,39.0
Gad1-F-700276,VGlut-F-800041,0.3656716417910448,"(11, 1, 0)",25.0,24.0,49.0
Gad1-F-700276,VGlut-F-600169,0.23333333333333334,"(9, 0, 0)",7.0,1.0,41.0
Gad1-F-700276,Gad1-F-800638,0.3357363542739444,"(15, 18, 18)",175.0,196.0,281.0
Gad1-F-700276,VGlut-F-400497,0.21621621621621623,"(10, 0, 1)",9.0,13.0,10.0
Gad1-F-700276,Gad1-F-500568,0.36324786324786323,"(6, 5, 5)",26.0,21.0,38.0
Gad1-F-700276,VGlut-F-800128,0.4186046511627907,"(7, 7, 5)",27.0,23.0,40.0
Gad1-F-700276,Gad1-F-800021,0.19008264462809918,"(10, 0, 0)",10.0,5.0,8.0
Gad1-F-700276,Gad1-F-500697,0.3728620296465222,"(14, 19, 18)",179.0,201.0,274.0
Gad1-F-700276,Trh-F-900031,0.3832599118942731,"(8, 6, 4)",23.0,24.0,40.0
Gad1-F-700276,VGlut-F-700442,0.32338308457711445,"(9, 0, 0)",13.0,9.0,43.0
Gad1-F-700276,VGlut-F-700321,0.3876651982378855,"(6, 6, 7)",25.0,28.0,35.0
Gad1-F-700276,VGlut-F-500425,0.2983425414364641,"(14, 0, 0)",8.0,8.0,38.0
Gad1-F-700276,VGlut-F-500789,0.24475524475524477,"(9, 1, 0)",11.0,9.0,50.0
Gad1-F-700276,VGlut-F-200334,0.18181818181818182,"(10, 0, 0)",8.0,8.0,8.0
Gad1-F-700276,VGlut-F-700589,0.3127035830618892,"(12, 4, 0)",20.0,18.0,58.0
Gad1-F-700276,Trh-F-400000,0.42616033755274263,"(7, 7, 7)",26.0,33.0,42.0
Gad1-F-700276,VGlut-F-800240,0.24757281553398058,"(16, 2, 0)",5.0,7.0,39.0
Gad1-F-700276,VGlut-F-800154,0.2198952879581152,"(14, 0, 0)",4.0,5.0,33.0
Gad1-F-700276,VGlut-F-100376,0.31443298969072164,"(6, 3, 7)",19.0,14.0,28.0
Gad1-F-700276,Gad1-F-500008,0.168,"(10, 0, 0)",5.0,11.0,5.0
Gad1-F-700276,VGlut-F-500803,0.24074074074074073,"(11, 0, 0)",9.0,4.0,52.0
Gad1-F-700276,Cha-F-200058,0.5193621867881549,"(16, 23, 21)",147.0,141.0,168.0
Gad1-F-700276,VGlut-F-800137,0.35714285714285715,"(11, 2, 0)",29.0,21.0,60.0
Gad1-F-700276,VGlut-F-700339,0.21929824561403508,"(16, 0, 0)",4.0,5.0,41.0
Gad1-F-700276,VGlut-F-100370,0.3548387096774194,"(7, 7, 9)",29.0,24.0,35.0
Gad1-F-700276,Trh-F-600072,0.38461538461538464,"(6, 5, 5)",24.0,23.0,38.0
Gad1-F-700276,VGlut-F-600602,0.2891156462585034,"(11, 2, 0)",18.0,17.0,50.0
Gad1-F-700276,VGlut-F-600192,0.2727272727272727,"(10, 0, 0)",16.0,7.0,52.0
Gad1-F-700276,VGlut-F-600785,0.32,"(11, 1, 0)",21.0,18.0,49.0
Gad1-F-700276,VGlut-F-600553,0.40476190476190477,"(6, 5, 4)",17.0,20.0,31.0
Gad1-F-700276,Gad1-F-900485,0.3241267262388302,"(17, 22, 19)",224.0,245.0,329.0
Gad1-F-700276,VGlut-F-200586,0.1724137931034483,"(10, 0, 0)",9.0,5.0,6.0
Gad1-F-700276,VGlut-F-700571,0.2198952879581152,"(14, 0, 0)",6.0,4.0,32.0
Gad1-F-700276,Trh-F-700021,0.42245989304812837,"(8, 6, 5)",21.0,22.0,36.0
Gad1-F-700276,VGlut-F-300627,0.45493562231759654,"(8, 7, 7)",28.0,28.0,50.0
Gad1-F-700276,Gad1-F-700439,0.22666666666666666,"(12, 0, 1)",10.0,11.0,13.0
Gad1-F-700276,Gad1-F-400824,0.3946540880503145,"(16, 15, 18)",217.0,221.0,315.0
Gad1-F-700276,VGlut-F-700199,0.27722772277227725,"(16, 0, 0)",10.0,10.0,36.0
Gad1-F-700276,VGlut-F-200574,0.34977578475336324,"(5, 8, 8)",22.0,21.0,35.0
Gad1-F-700276,VGlut-F-700574,0.23115577889447236,"(9, 0, 0)",7.0,2.0,37.0
Gad1-F-700276,VGlut-F-800086,0.2559241706161137,"(15, 0, 0)",11.0,7.0,36.0
Gad1-F-700276,VGlut-F-500416,0.22380952380952382,"(16, 2, 0)",6.0,5.0,36.0
Gad1-F-700276,Gad1-F-300563,0.3739130434782609,"(6, 5, 5)",25.0,27.0,34.0
Gad1-F-700276,fru-F-800076,0.43805309734513276,"(5, 10, 6)",28.0,33.0,38.0
Gad1-F-700276,VGlut-F-400167,0.33579335793357934,"(9, 7, 7)",24.0,28.0,39.0
Gad1-F-700276,VGlut-F-300655,0.23776223776223776,"(12, 0, 1)",10.0,10.0,14.0
Gad1-F-700276,Gad1-F-500358,0.34796404019037547,"(18, 16, 16)",175.0,207.0,276.0
Gad1-F-700276,Gad1-F-900562,0.18382352941176472,"(12, 0, 2)",8.0,7.0,10.0
Gad1-F-700276,Gad1-F-300137,0.4759825327510917,"(23, 16, 13)",159.0,162.0,224.0
Gad1-F-700276,VGlut-F-700102,0.3333333333333333,"(10, 3, 0)",17.0,19.0,44.0
Gad1-F-700276,VGlut-F-800085,0.24742268041237114,"(14, 1, 0)",4.0,4.0,40.0
Gad1-F-700276,Gad1-F-000185,0.35353535353535354,"(1, 11, 7)",22.0,23.0,25.0
Gad1-F-700276,Gad1-F-400037,0.21428571428571427,"(10, 0, 0)",10.0,5.0,9.0
Gad1-F-700276,VGlut-F-600706,0.268,"(10, 0, 0)",11.0,9.0,47.0
Gad1-F-700276,Gad1-F-000619,0.385,"(6, 3, 7)",22.0,21.0,34.0
Gad1-F-700276,Gad1-F-800183,0.5242195909580194,"(15, 18, 21)",163.0,144.0,180.0
Gad1-F-700276,Gad1-F-600684,0.36942675159235666,"(10, 17, 16)",91.0,85.0,114.0
Gad1-F-700276,VGlut-F-200218,0.18452380952380953,"(12, 0, 1)",11.0,9.0,11.0
Gad1-F-700276,Trh-F-600092,0.4017857142857143,"(8, 6, 5)",27.0,25.0,38.0
Gad1-F-700276,VGlut-F-500632,0.24880382775119617,"(16, 1, 0)",5.0,6.0,41.0
Gad1-F-700276,Gad1-F-400339,0.31679389312977096,"(7, 6, 5)",23.0,22.0,38.0
Gad1-F-700276,VGlut-F-600180,0.32989690721649484,"(14, 0, 0)",10.0,5.0,49.0
Gad1-F-700276,fru-F-400547,0.36,"(8, 4, 6)",22.0,18.0,32.0
Gad1-F-700276,Gad1-F-500010,0.21333333333333335,"(12, 0, 1)",10.0,9.0,13.0
Gad1-F-700276,fru-F-500420,0.3670212765957447,"(3, 11, 7)",21.0,21.0,27.0
Gad1-F-700276,VGlut-F-700551,0.3366013071895425,"(12, 2, 0)",27.0,19.0,57.0
Gad1-F-700276,VGlut-F-600796,0.3159851301115242,"(10, 2, 0)",16.0,17.0,52.0
Gad1-F-700276,Gad1-F-700105,0.5258525852585259,"(12, 13, 18)",140.0,156.0,182.0
Gad1-F-700276,VGlut-F-700473,0.36496350364963503,"(8, 6, 6)",29.0,28.0,43.0
Gad1-F-700276,VGlut-F-700221,0.31,"(6, 3, 6)",16.0,18.0,28.0
Gad1-F-700276,VGlut-F-800014,0.24175824175824176,"(12, 0, 1)",16.0,16.0,12.0
Gad1-F-700276,Gad1-F-400667,0.4249699879951981,"(18, 13, 19)",120.0,103.0,131.0
Gad1-F-700276,Gad1-F-900615,0.2,"(12, 0, 0)",9.0,8.0,8.0
Gad1-F-700276,Gad1-F-300664,0.452914798206278,"(7, 5, 5)",26.0,29.0,46.0
Gad1-F-700276,Gad1-F-500097,0.20666666666666667,"(12, 0, 0)",6.0,14.0,11.0
Gad1-F-700276,Gad1-F-600020,0.18487394957983194,"(10, 0, 1)",6.0,8.0,8.0
Gad1-F-700276,VGlut-F-700488,0.2403846153846154,"(16, 0, 0)",8.0,5.0,37.0
Gad1-F-700276,VGlut-F-500736,0.30158730158730157,"(14, 1, 0)",13.0,7.0,37.0
Gad1-F-700276,VGlut-F-500679,0.1951219512195122,"(10, 0, 0)",9.0,6.0,9.0
Gad1-F-700276,VGlut-F-600461,0.2631578947368421,"(16, 0, 0)",7.0,6.0,42.0
Gad1-F-700276,VGlut-F-500357,0.3441295546558704,"(6, 6, 8)",23.0,23.0,39.0
Gad1-F-700276,VGlut-F-300505,0.13333333333333333,"(12, 0, 1)",3.0,11.0,6.0
Gad1-F-700276,Gad1-F-500154,0.25757575757575757,"(12, 0, 1)",9.0,14.0,11.0
Gad1-F-700276,VGlut-F-400096,0.4132231404958678,"(6, 8, 7)",26.0,32.0,42.0
Gad1-F-700276,VGlut-F-700515,0.32972972972972975,"(5, 5, 6)",16.0,17.0,28.0
Gad1-F-700276,Gad1-F-400291,0.4554140127388535,"(13, 19, 21)",184.0,187.0,201.0
Gad1-F-700276,VGlut-F-700267,0.4195121951219512,"(7, 5, 4)",23.0,23.0,40.0
Gad1-F-700276,Gad1-F-400417,0.422360248447205,"(13, 22, 20)",198.0,206.0,276.0
Gad1-F-700276,Gad1-F-300166,0.38846153846153847,"(6, 6, 5)",23.0,31.0,47.0
Gad1-F-700276,Trh-F-400030,0.44140625,"(8, 8, 7)",29.0,33.0,51.0
Gad1-F-700276,Gad1-F-700009,0.22916666666666666,"(12, 0, 1)",11.0,12.0,10.0
Gad1-F-700276,VGlut-F-600089,0.2833333333333333,"(14, 0, 0)",8.0,6.0,37.0
Gad1-F-700276,fru-F-500512,0.3010204081632653,"(7, 3, 5)",20.0,13.0,26.0
Gad1-F-700276,VGlut-F-700420,0.34686346863468637,"(7, 6, 6)",26.0,29.0,39.0
Gad1-F-700276,VGlut-F-700041,0.24170616113744076,"(16, 1, 0)",8.0,5.0,38.0
Gad1-F-700276,VGlut-F-100225,0.1865671641791045,"(12, 0, 1)",9.0,6.0,10.0
Gad1-F-700276,Gad1-F-400082,0.23684210526315788,"(10, 0, 1)",6.0,12.0,9.0
Gad1-F-700276,VGlut-F-600195,0.3431372549019608,"(15, 1, 0)",15.0,14.0,41.0
Gad1-F-700276,Gad1-F-600299,0.410680228862047,"(17, 23, 19)",194.0,208.0,244.0
Gad1-F-700276,Gad1-F-700238,0.36,"(7, 6, 5)",21.0,23.0,37.0
Gad1-F-700276,Cha-F-300158,0.5287610619469026,"(16, 19, 22)",147.0,150.0,181.0
Gad1-F-700276,VGlut-F-600556,0.4180327868852459,"(8, 7, 6)",27.0,30.0,45.0
Gad1-F-700276,VGlut-F-700401,0.22885572139303484,"(16, 2, 0)",3.0,4.0,39.0
Gad1-F-700276,Gad1-F-400041,0.24031007751937986,"(12, 0, 1)",11.0,9.0,11.0
Gad1-F-700276,VGlut-F-700555,0.3781094527363184,"(9, 0, 0)",11.0,9.0,56.0
Gad1-F-700276,VGlut-F-700365,0.2602739726027397,"(11, 2, 0)",16.0,9.0,51.0
Gad1-F-700276,Gad1-F-700193,0.3867924528301887,"(7, 8, 6)",23.0,30.0,29.0
Gad1-F-700276,VGlut-F-400178,0.38910505836575876,"(6, 5, 5)",26.0,33.0,41.0
Gad1-F-700276,Gad1-F-500063,0.24793388429752067,"(10, 0, 0)",10.0,10.0,10.0
Gad1-F-700276,VGlut-F-600594,0.24535315985130113,"(10, 3, 0)",13.0,9.0,44.0
Gad1-F-700276,Gad1-F-600055,0.2396694214876033,"(12, 0, 1)",12.0,7.0,10.0
Gad1-F-700276,G0239-F-000004,0.16666666666666666,"(10, 1, 3)",10.0,8.0,10.0
Gad1-F-700276,VGlut-F-800278,0.2945205479452055,"(12, 1, 0)",16.0,13.0,57.0
Gad1-F-700276,VGlut-F-500660,0.1282051282051282,"(10, 0, 0)",6.0,4.0,5.0
Gad1-F-700276,VGlut-F-600452,0.3157894736842105,"(5, 2, 5)",17.0,14.0,29.0
Gad1-F-700276,Gad1-F-700059,0.264,"(12, 0, 0)",9.0,15.0,9.0
Gad1-F-700276,Trh-F-700019,0.3888888888888889,"(7, 6, 5)",22.0,23.0,39.0
Gad1-F-700276,Gad1-F-400922,0.2119205298013245,"(12, 0, 0)",10.0,11.0,11.0
Gad1-F-700276,Gad1-F-600451,0.2236842105263158,"(12, 0, 0)",6.0,13.0,15.0
Gad1-F-700276,VGlut-F-600187,0.28719723183391005,"(13, 0, 0)",22.0,13.0,48.0
Gad1-F-700276,VGlut-F-800330,0.3458333333333333,"(10, 3, 0)",18.0,16.0,49.0
Gad1-F-700276,Trh-F-800002,0.4188034188034188,"(6, 5, 5)",25.0,26.0,47.0
Gad1-F-700276,VGlut-F-700585,0.2356020942408377,"(14, 1, 0)",4.0,4.0,37.0
Gad1-F-700276,5-HT1B-F-500001,0.34674329501915707,"(15, 18, 20)",212.0,232.0,280.0
Gad1-F-700276,VGlut-F-800328,0.25263157894736843,"(12, 0, 0)",8.0,6.0,58.0
Gad1-F-700276,Gad1-F-900200,0.4400352733686067,"(20, 21, 17)",149.0,169.0,181.0
Gad1-F-700276,Gad1-F-300048,0.5398496240601504,"(13, 18, 17)",124.0,100.0,135.0
Gad1-F-700276,Gad1-F-700252,0.4482421875,"(15, 17, 19)",151.0,152.0,156.0
Gad1-F-700276,VGlut-F-500780,0.33620689655172414,"(8, 2, 0)",16.0,18.0,44.0
Gad1-F-700276,VGlut-F-500677,0.3062730627306273,"(11, 1, 0)",15.0,12.0,56.0
Gad1-F-700276,VGlut-F-500114,0.3968253968253968,"(6, 6, 5)",27.0,30.0,43.0
Gad1-F-700276,fru-F-400442,0.41784037558685444,"(3, 7, 6)",22.0,23.0,44.0
Gad1-F-700276,Gad1-F-500382,0.4699093157460841,"(16, 20, 20)",177.0,172.0,221.0
Gad1-F-700276,VGlut-F-700579,0.2131979695431472,"(14, 0, 0)",4.0,3.0,35.0
Gad1-F-700276,VGlut-F-300236,0.2222222222222222,"(12, 0, 1)",12.0,14.0,16.0
Gad1-F-700276,Gad1-F-600078,0.1875,"(10, 0, 1)",5.0,11.0,8.0
Gad1-F-700276,G0239-F-000013,0.12992125984251968,"(11, 3, 3)",12.0,9.0,12.0
Gad1-F-700276,VGlut-F-600255,0.2631578947368421,"(12, 0, 0)",14.0,13.0,18.0
Gad1-F-700276,VGlut-F-500465,0.32323232323232326,"(13, 0, 0)",14.0,9.0,41.0
Gad1-F-700276,VGlut-F-800063,0.4342629482071713,"(11, 2, 0)",28.0,28.0,53.0
Gad1-F-700276,Gad1-F-500051,0.1417910447761194,"(10, 0, 1)",6.0,8.0,5.0
Gad1-F-700276,VGlut-F-500841,0.24731182795698925,"(14, 0, 0)",5.0,5.0,36.0
Gad1-F-700276,VGlut-F-600366,0.40273972602739727,"(7, 10, 7)",36.0,46.0,65.0
Gad1-F-700276,VGlut-F-800134,0.33948339483394835,"(8, 1, 0)",15.0,16.0,61.0
Gad1-F-700276,VGlut-F-700584,0.24295774647887325,"(10, 2, 0)",13.0,9.0,47.0
Gad1-F-700276,VGlut-F-600388,0.23890784982935154,"(11, 0, 0)",6.0,5.0,59.0
Gad1-F-700276,Gad1-F-500088,0.4140625,"(3, 7, 8)",32.0,28.0,46.0
Gad1-F-700276,VGlut-F-700389,0.29896907216494845,"(12, 2, 0)",24.0,17.0,46.0
Gad1-F-700276,Trh-F-500049,0.368,"(7, 6, 4)",22.0,28.0,42.0
Gad1-F-700276,VGlut-F-500748,0.2750809061488673,"(12, 3, 0)",14.0,14.0,57.0
Gad1-F-700276,VGlut-F-500310,0.22377622377622378,"(12, 0, 1)",13.0,10.0,9.0
Gad1-F-700276,G0239-F-000007,0.1306122448979592,"(9, 0, 2)",12.0,9.0,11.0
Gad1-F-700276,VGlut-F-700603,0.233201581027668,"(10, 0, 0)",9.0,4.0,46.0
Gad1-F-700276,Cha-F-300205,0.5360824742268041,"(18, 24, 21)",156.0,152.0,160.0
Gad1-F-700276,VGlut-F-600683,0.22872340425531915,"(14, 0, 0)",4.0,5.0,34.0
Gad1-F-700276,Gad1-F-500045,0.21830985915492956,"(12, 0, 1)",8.0,14.0,9.0
Gad1-F-700276,Gad1-F-200614,0.48363636363636364,"(18, 22, 21)",172.0,156.0,204.0
Gad1-F-700276,fru-F-500439,0.40404040404040403,"(7, 6, 4)",22.0,22.0,36.0
Gad1-F-700276,Gad1-F-500114,0.2868217054263566,"(12, 0, 1)",12.0,12.0,13.0
Gad1-F-700276,VGlut-F-400434,0.36674816625916873,"(7, 10, 6)",37.0,50.0,63.0
Gad1-F-700276,VGlut-F-700496,0.28716216216216217,"(11, 3, 0)",19.0,15.0,51.0
Gad1-F-700276,Gad1-F-000361,0.5138004246284501,"(24, 21, 19)",154.0,153.0,177.0
Gad1-F-700276,G0239-F-000009,0.13596491228070176,"(9, 0, 2)",12.0,8.0,11.0
Gad1-F-700276,VGlut-F-500343,0.24761904761904763,"(16, 1, 0)",8.0,4.0,40.0
Gad1-F-700276,Gad1-F-300276,0.5149023638232272,"(23, 27, 18)",148.0,149.0,204.0
