fc_id,em_id,group,score,label,soma_dist_um
Gad1-F-300153,1224945418,projection,-0.8813741139082931,0,244.70280435410595
Gad1-F-300154,517854468,projection,0.3290313411239342,1,61.861426547499406
Gad1-F-300154,423774471,projection,0.3622029144202836,1,32.303545600179966
Gad1-F-300275,702389193,projection,-0.6516056145874369,0,260.6914904737541
Gad1-F-300309,955464899,projection,0.3755691799347976,1,57.03121789552213
Gad1-F-300309,862705904,projection,0.262544453395317,1,70.94611475548392
Gad1-F-301525,422682603,projection,0.2836150141078277,1,155.73999318346756
Gad1-F-301525,1419019956,projection,0.2387922535795708,1,132.68974054587326
Gad1-F-301704,424789697,projection,0.1406277311875048,0,104.85531452608231
Gad1-F-301704,760686202,projection,-0.632043110582835,0,103.5563775945611
Gad1-F-400259,518899665,projection,0.169938010205174,0,81.88156976335944
Gad1-F-400259,296543992,projection,-0.4227613710242072,0,79.08908337986757
Gad1-F-400718,1266871604,projection,0.4341772553405796,1,80.92588117757815
Gad1-F-400718,673518025,projection,-0.8786782289130235,0,203.9548798456693
Gad1-F-400957,1262114202,projection,0.4872525562364931,1,129.2132308922303
Gad1-F-400957,1261423370,projection,0.351191904816407,1,138.00155243070273
Gad1-F-402516,829261936,projection,0.3609311164170303,1,70.01880969112237
Gad1-F-402516,862705904,projection,0.4569903802649208,1,71.12668731513573
Gad1-F-500136,946641153,projection,-0.6592942613242988,0,214.00282605077922
Gad1-F-500136,1290416713,projection,-0.4442813842257424,0,207.78432110159343
Gad1-F-500365,613719036,projection,0.4722665514715091,1,10.054555011978316
Gad1-F-500365,768555687,projection,0.5146983590344532,1,26.672947401785738
Gad1-F-500524,1173045815,projection,0.3219448402121427,1,87.694495482591
Gad1-F-500524,1141337605,projection,0.3121736251719429,1,94.17237610549186
Gad1-F-500559,5813022201,projection,0.3260096448238729,1,61.118062146465334
Gad1-F-500559,1171690479,projection,0.1639127967436627,1,72.6211848718251
Gad1-F-502126,1142365351,projection,0.3522153215916843,1,48.239869387943436
Gad1-F-502126,956138930,projection,0.3818088970918813,1,33.49368572048817
Gad1-F-600109,1670278227,projection,-0.7878823021757302,0,128.92373535575868
Gad1-F-600109,1510648834,projection,-0.6712642742115904,0,104.34222963193851
Gad1-F-600115,946641153,projection,-0.6207911642035018,0,219.9102208116966
Gad1-F-600345,922810839,projection,-0.7132535733418972,0,124.80985406058782
Gad1-F-600345,5813077405,projection,-0.5908366293303225,0,83.15223739487804
Gad1-F-601324,5812980638,projection,-0.1674050423232148,0,221.08705347888616
Gad1-F-601324,1172372382,projection,0.2031029389483405,0,204.07854214231082
Gad1-F-700131,613719036,projection,0.4683100526384354,1,17.08207134155025
Gad1-F-700131,673085197,projection,0.4384331727483326,1,37.35346980323666
Gad1-F-800094,1198330641,projection,-0.6869364245656756,0,109.61224688355806
Gad1-F-800094,1290416713,projection,-0.7747361061493943,0,196.11827854206507
Gad1-F-900001,1290416713,projection,-0.7244915942460253,0,206.70588942794797
Gad1-F-900001,5813026366,projection,-0.7814685238383579,0,162.60707804241827
Gad1-F-900194,1448929233,projection,-0.6329073360729531,0,171.81239349177335
