neuron_id,group,n_pairs,source,n_groups,exclusive,swc
VT50733-F-700000,projection,2,FC,1,True,True
VT58722-F-700000,projection,2,FC,1,True,True
VT58722-F-700001,projection,2,FC,1,True,True
VT5948-F-700000,projection,2,FC,1,True,True
VT5948-F-700001,projection,2,FC,1,True,True
fru-F-200052,projection,2,FC,1,True,True
fru-F-400010,projection,2,FC,1,True,True
fru-F-400071,projection,2,FC,1,True,True
fru-F-400141,projection,2,FC,1,True,True
fru-F-400196,projection,2,FC,1,True,True
fru-F-400214,projection,2,FC,1,True,True
fru-F-400229,projection,2,FC,1,True,True
fru-F-400338,projection,2,FC,1,True,True
fru-F-400437,projection,2,FC,1,True,True
fru-F-400475,projection,2,FC,1,True,True
fru-F-500083,projection,2,FC,1,True,True
fru-F-500115,projection,2,FC,1,True,True
fru-F-500297,projection,2,FC,1,True,True
fru-F-500435,projection,2,FC,1,True,True
fru-F-500584,projection,2,FC,1,True,True
fru-F-600168,projection,2,FC,1,True,True
fru-F-600186,projection,2,FC,1,True,True
fru-F-700104,projection,2,FC,1,True,True
fru-F-700114,projection,2,FC,1,True,True
fru-F-700163,projection,2,FC,1,True,True
fru-F-700245,projection,2,FC,1,True,True
fru-F-700257,projection,2,FC,1,True,True
fru-M-400031,projection,2,FC,1,True,True
fru-M-400362,projection,2,FC,1,True,True
fru-M-400401,projection,2,FC,1,True,True
fru-M-500174,projection,2,FC,1,True,True
fru-M-500374,projection,2,FC,1,True,True
fru-M-500377,projection,2,FC,1,True,True
fru-M-500383,projection,2,FC,1,True,True
fru-M-700067,projection,2,FC,1,True,True
fru-M-700270,projection,2,FC,1,True,True
