em_id,n_false,n_high_false,em_density,em_cable,method
925241334,1,0,0.0035378348955123,7447.681729708563,NBLAST
515049524,1,0,0.0034927237226979,1388.6993732974477,NBLAST
1378251040,2,0,0.0034647790488889,11282.059087458982,NBLAST
1042656011,1,0,0.0033577211892547,1903.6532404649615,NBLAST
424793122,2,0,0.0033301475775719,6163.676711148763,NBLAST
5813040277,1,0,0.0032983694580642,5125.994114802355,NBLAST
361704572,1,0,0.0032958908417552,2559.244825499059,NBLAST
488231898,1,0,0.0032300827633633,4842.253073307349,NBLAST
1037293275,1,0,0.0032248000527195,5222.075653202193,NBLAST
5813055913,2,0,0.0031145591474259,7995.357587460082,NBLAST
298258399,4,0,0.0031137405870378,6702.964755964682,NBLAST
945058110,1,0,0.0030935025118036,2149.9383473885714,NBLAST
417221397,1,0,0.00308185485468,6591.696642373585,NBLAST
514850616,1,0,0.0030689080662795,5776.797057827484,NBLAST
1014344148,1,0,0.0030475826391158,9858.12869253834,NBLAST
387568523,2,0,0.0030222392685012,5942.80853218842,NBLAST
1134107162,1,0,0.0029831417442913,5234.554130698351,NBLAST
548993536,1,0,0.0029810798838545,6260.90628603849,NBLAST
1316245799,1,0,0.0029452015172368,6334.1350353397465,NBLAST
327937328,1,0,0.0029279340109316,4801.79289395447,NBLAST
1048250312,1,0,0.0029214028349081,5930.20621299829,NBLAST
5813056261,1,0,0.0029012593103959,8828.974213634228,NBLAST
579912201,1,0,0.0028323275136114,6355.103052475253,NBLAST
5813048837,1,0,0.0028167538623208,3151.963114240936,NBLAST
5813068748,1,0,0.002792065653302,11681.499739133516,NBLAST
328601956,1,0,0.0027797364450999,3579.1499521427954,NBLAST
1727979406,2,0,0.002763081509708,5685.248298818399,NBLAST
978177557,1,0,0.0027398215460963,1563.616544930849,NBLAST
549597974,2,0,0.0027347142541132,13379.271019189477,NBLAST
267551639,4,0,0.0027185562958807,6247.369155692656,NBLAST
698569644,1,0,0.0027024863872594,4751.493280023695,NBLAST
488922181,1,0,0.0026511726201281,13725.351803344423,NBLAST
1135837629,1,0,0.0026487779024252,10599.874808577715,NBLAST
1043117106,1,0,0.0026137717207596,6231.1377683575365,NBLAST
391496898,1,0,0.0025961201679664,2370.8088113312315,NBLAST
579575594,1,0,0.0025818564445092,10185.979702005645,NBLAST
447599745,1,0,0.00253443677943,8930.772883826652,NBLAST
944720631,1,0,0.002447066025886,2256.8542308409287,NBLAST
667266529,2,0,0.0024372996327492,6497.926713449207,NBLAST
452953198,2,0,0.0024255725352029,2638.614332649432,NBLAST
5812982656,4,0,0.002379474316993,4795.106381578658,NBLAST
5813041180,1,0,0.0023738258138058,4789.406130468451,NBLAST
705795727,1,0,0.0023573979419701,2850.187887600611,NBLAST
454002974,1,0,0.0023428681510156,6545.143425593507,NBLAST
5813057153,1,0,0.0023367875349476,3870.287050250305,NBLAST
5813063093,1,0,0.0023022145124021,7883.953374135786,NBLAST
764377593,1,0,0.002298562323999,3802.515191102319,NBLAST
581746661,1,0,0.002248257441827,10237.663320438944,NBLAST
642694410,1,0,0.0022352024778099,3006.9885867659705,NBLAST
544046671,1,0,0.0022234185594232,3983.357705182684,NBLAST
329646990,1,0,0.0021649413289478,3423.1254007481343,NBLAST
696850811,1,0,0.0021570323379958,2845.155911075098,NBLAST
1443135486,1,0,0.0021025159036082,3567.883468246486,NBLAST
735941254,2,0,0.0020240292171286,7317.253626666796,NBLAST
922069357,2,0,0.0020224414303772,2620.4116330764145,NBLAST
611693656,1,0,0.0019331853265277,6656.041816889582,NBLAST
1013346945,1,0,0.0018605933288392,2810.3203159501354,NBLAST
727652372,1,0,0.0018572479422139,5697.775188899856,NBLAST
520617773,1,0,0.0017987852902999,7859.566246410115,NBLAST
5813056909,1,0,0.001736899524451,3926.530461070501,NBLAST
5813078595,1,0,0.0016918190004831,5183.876908236399,NBLAST
636789034,1,0,0.0015931702388634,3880.810871394216,NBLAST
1160073701,1,0,0.0014572698312573,3583.171929617548,NBLAST
884916323,1,0,0.0014432072433426,5285.107083900987,NBLAST
5813011133,1,0,0.0014385421580575,1328.7106665875287,NBLAST
693927941,4,0,0.0014384874005926,4931.769147051322,NBLAST
1449618949,1,0,0.0014278942329219,1377.093147023143,NBLAST
975197713,1,0,0.0013864818601198,3379.485270900725,NBLAST
5812981000,1,0,0.0013397417808506,2285.563114880957,NBLAST
704699661,4,0,0.0013318271962394,4193.096024168434,NBLAST
1192019859,1,0,0.0011886761638915,1201.4505601695782,NBLAST
5812980494,1,0,0.001144557968252,3810.492680064091,NBLAST
451982486,1,0,0.0010431766228818,2182.576106145324,NBLAST
5813020347,1,0,0.0009491635667522,5538.392343812796,NBLAST
5813020684,1,1,0.0093144618769043,8633.75354997127,CNN
