panel,feature,n_dense,n_projection,dense_median,dense_iqr_lo,dense_iqr_hi,projection_median,projection_iqr_lo,projection_iqr_hi,dense_mean,dense_sd,projection_mean,projection_sd,mannwhitney_p,cliffs_delta,auc,auc_signed,cut_youden,cut_threshold,cut_direction,cut_sensitivity,cut_specificity,cut_balanced_acc,cut_accuracy
morphology_EM,hull_volume_um3,335,129,1208816.1946678923,697988.2885946474,2006682.7504441105,413241.5313209157,263564.0068615887,572039.0471519049,1469135.4009729172,1054086.662892273,536750.9910276947,615789.2664798534,6.16527310784882e-32,0.7044081916001388,0.8522040958000694,0.8522040958000694,0.5823672335994448,577505.2994839617,>=,0.8149253731343283,0.7674418604651163,0.7911836167997224,0.8017241379310345
morphology_EM,hull_area_um2,335,129,70545.27614901037,48907.22840598868,94769.44253222345,33685.789105806056,25818.38384354572,44488.35181040095,74698.50649248683,34468.19601325031,38341.19305543281,21880.1599167165,1.7511938398519826e-29,0.6752516487330789,0.8376258243665394,0.8376258243665394,0.5626749971074858,45080.80105268996,>=,0.8029850746268656,0.7596899224806202,0.7813374985537429,0.790948275862069
morphology_EM,n_voxels,335,129,3653.0,2341.5,5482.5,1278.0,1082.0,2022.0,4483.665671641791,3064.7963274267436,1980.4263565891472,1798.53898942653,1.056029817269047e-27,0.6532916811292375,0.8266458405646188,0.8266458405646188,0.5854448686798566,1678.5,>=,0.8955223880597015,0.689922480620155,0.7927224343399283,0.8383620689655172
morphology_EM,occupied_volume_um3,335,129,29224.0,18732.0,43860.0,10224.0,8656.0,16176.0,35869.32537313433,24518.37061941395,15843.410852713178,14388.31191541224,1.056029817269047e-27,0.6532916811292375,0.8266458405646188,0.8266458405646188,0.5854448686798566,13428.0,>=,0.8955223880597015,0.689922480620155,0.7927224343399283,0.8383620689655172
morphology_EM,cable_length_um,335,129,6584.169943565132,4027.402547820987,9976.474883193368,2318.125343835483,1876.3538693936132,3786.934630409428,8185.848227822119,5770.096623259088,3712.1206362431826,3686.160168827724,1.6685531995939233e-26,0.6380886266342705,0.8190443133171352,0.8190443133171352,0.5776929306953604,3002.3741361447082,>=,0.8955223880597015,0.6821705426356589,0.7888464653476802,0.8362068965517241
morphology_EM,n_nodes,335,129,15355.0,9053.5,24828.0,6081.0,3339.0,9454.0,19492.647761194028,14951.322240652156,8627.170542635658,9133.679131143594,4.945558995459038e-24,0.6055536272127733,0.8027768136063866,0.8027768136063866,0.4833275483049866,8789.5,>=,0.7701492537313432,0.7131782945736433,0.7416637741524933,0.7543103448275862
morphology_EM,n_branch_points,335,129,1021.0,556.0,2033.0,433.0,175.0,698.0,1422.1373134328358,1295.9119505135288,658.0387596899225,931.5383060687573,1.9918624707242074e-18,0.5245169501330555,0.7622584750665278,0.7622584750665278,0.43961587411778336,790.0,>=,0.6179104477611941,0.8217054263565892,0.7198079370588917,0.6745689655172413
morphology_EM,n_tips,335,129,1053.0,573.0,2060.5,449.0,180.0,736.0,1449.5373134328358,1319.697462702955,673.6201550387597,950.0283728805687,2.34763642265807e-18,0.5234062246905009,0.7617031123452505,0.7617031123452505,0.4426009487446487,799.0,>=,0.6208955223880597,0.8217054263565892,0.7213004743723244,0.6767241379310345
morphology_EM,span_um,335,129,257.7559899163174,209.85608046475866,297.5868149825178,186.53067127059447,152.10388901025848,224.0223042368233,250.76662688793107,66.10733922417943,192.10890158436143,50.07733847668988,9.811438771003096e-18,0.5136410968413745,0.7568205484206872,0.7568205484206872,0.4438967950942958,220.41965160746426,>=,0.7074626865671642,0.7364341085271318,0.7219483975471479,0.7155172413793104
morphology_EM,cable_per_rg,335,129,108.1866632390137,61.62262036791071,185.7563277490665,51.77125509592025,38.922104766156416,80.91616882391435,141.91063009319825,118.9280760906232,73.73021789637521,68.39894828737629,4.39468392449629e-16,0.48675228508619695,0.7433761425430985,0.7433761425430985,0.396667823672336,84.65130539910423,>=,0.6059701492537314,0.7906976744186046,0.698333911836168,0.6573275862068966
morphology_EM,cable_per_span,335,129,25.98164071631615,15.91755775120959,42.83585551549818,13.728254221454833,10.166612491268468,20.44334368240437,37.0553402204556,35.67624479824513,19.014550069243114,19.653251865257314,4.565927537388384e-16,0.4864746037255583,0.7432373018627791,0.7432373018627791,0.39724632650699987,22.37807750131912,>=,0.591044776119403,0.8062015503875969,0.6986231632534999,0.6508620689655172
morphology_EM,radius_gyration_um,335,129,64.81834504418974,50.20821934576904,74.78103362340377,46.63246794577852,40.33842112881495,57.01873228571294,64.06176040134281,17.916516170976525,50.06324966066836,13.574718087070005,9.761690430792841e-15,0.4637047321531875,0.7318523660765938,0.7318523660765938,0.4086081221797988,59.30471699120186,>=,0.6179104477611941,0.7906976744186046,0.7043040610898994,0.665948275862069
morphology_EM,arbor_separation,335,129,2.245557197899541,1.7681855068934769,2.8774106377136714,2.8826944042334017,2.1779774819777,3.6442220060038175,2.434881033881316,0.86152279479291,2.978565700841174,1.0296683414127166,3.43787558274255e-08,-0.33046395927340044,0.6652319796367002,0.3347680203632998,0.27379382158972576,2.410098728654753,<=,0.5761194029850746,0.6976744186046512,0.6368969107948629,0.6099137931034483
morphology_EM,flatness,335,129,0.3533747639583496,0.27920287058369353,0.4449994333289786,0.2996930313819784,0.2304074124656469,0.3703285323333465,0.3595256706886183,0.12002434392324979,0.30446861205684167,0.10560232851473363,1.5029797344966746e-05,0.25923869026958224,0.6296193451347911,0.6296193451347911,0.21730880481314374,0.299735476898021,>=,0.7134328358208956,0.5038759689922481,0.6086544024065719,0.6551724137931034
morphology_EM,elongation,335,129,0.5902845537144992,0.449405101172876,0.7281492931069259,0.4988518746350462,0.407496244885052,0.6228518564929795,0.5934091853245782,0.18393746483749537,0.5140707933084925,0.166800782735945,0.00013568267879148898,0.22855489991900968,0.6142774499595048,0.6142774499595048,0.20643295152146246,0.5301146567472541,>=,0.5940298507462687,0.6124031007751938,0.6032164757607312,0.5991379310344828
