neuron_id,source,group,exclusive,soma_x,soma_y,soma_z,cable_length_um,max_strahler,primary_neurite_um,frac_primary_neurite,frac_cable_top_strahler,frac_cable_strahler1,soma_to_centroid_um
1005857944,EM,dense,True,-255.62933349609375,-33.3558235168457,-20.189807891845703,22433.01057684851,8,3.844525436639991,0.00017137804234834393,0.003614996314069147,0.36857107625347507,93.8419240157873
1008024276,EM,dense,True,-74.45046997070312,-151.4805145263672,61.49864196777344,3739.378408325356,6,0.0,0.0,0.07031796690529053,0.4241333179439066,194.03886099105756
1008378609,EM,dense,True,-182.2240447998047,47.028873443603516,-101.41899108886719,3979.9878523776747,7,2.203585464951697,0.000553666379568284,0.03416862193635735,0.3835197129920613,150.76820530920034
1012954687,EM,dense,True,-237.8455810546875,-19.065629959106445,20.20850944519043,7365.235013515274,7,3.333585743756353,0.0004526109129768694,0.015364138297807502,0.3847844328435581,84.68278116525494
1013346945,EM,dense,True,-204.94398498535156,-139.0464630126953,22.92726707458496,2810.3203159501354,6,3.2404040392774394,0.0011530372608724844,0.04124301409320096,0.3600600856819299,133.3668667023908
1014344148,EM,dense,True,-220.69390869140625,-74.10276794433594,39.18394088745117,9858.128692538341,6,0.0,0.0,0.015897367053163552,0.4688141316279459,67.95716926389399
1035601661,EM,dense,True,-60.755149841308594,42.27735137939453,-87.89717864990234,3434.515718878681,5,0.6675023374513,0.00019435122505982583,0.07883463296695342,0.5040576698108791,155.32128477658773
1036637638,EM,dense,True,-71.18544006347656,36.563140869140625,-95.67178344726562,24351.895959769685,8,4.563026810212189,0.0001873787083252365,0.00906139392960631,0.48150464007956834,79.17088547240856
1037293275,EM,dense,True,-100.205810546875,-90.15926361083984,64.41291046142578,5222.075653202193,6,1.931033439641478,0.0003697827392556755,0.0031092141776948834,0.4805150436418384,42.698568884530374
1042656011,EM,dense,True,-224.96060180664062,58.957000732421875,-20.847122192382812,1903.6532404649618,5,1.0176032436217333,0.0005345528387161449,0.09334160398450173,0.31460241872107386,66.01828740343964
1043117106,EM,dense,True,-59.50347137451172,88.697021484375,-81.99238586425781,6231.1377683575365,6,5.446182009785164,0.0008740268972131427,0.03109755160886766,0.3182910558466194,114.35222436099869
1043705078,EM,dense,True,-246.72802734375,-51.2719841003418,27.478761672973633,3724.4092357492937,6,1.2108190535591496,0.0003251036545439002,0.0195634671257348,0.34474216882442876,93.71000949335992
1048250312,EM,dense,True,-67.38591766357422,-39.63994598388672,-98.36492156982422,5930.20621299829,7,1.9052254605796697,0.0003212747402280291,0.029085478975507763,0.40284704724445913,130.25030353135185
